Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,OtoC_ratio,HtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
105,129.055808,129.055748473,129.055717729,2724859.3,-9999,713547.6,22.55,-1,0.238228692,0.989755099,0,0.59385306,2,0.5,1.666666667,O3,de-protonated,0,-9999,C6 H10 O3,6,10,3,-9999,-9999,-9999,-9999,-9999,-9999
181,165.019439,165.019366011,165.019332219,1893240,-9999,659083.1,14.02,-1,0.20477325,0.99242035,0,0.59545221,6,0.5,0.75,O4,de-protonated,0,-9999,C8 H6 O4,8,6,4,-9999,-9999,-9999,-9999,-9999,-9999
195,171.066399,171.066323747,171.066282413,2382906.8,-9999,644651.5,18.15,-1,0.241628876,0.989462123,0,0.593677274,3,0.5,1.5,O4,de-protonated,0,-9999,C8 H12 O4,8,12,4,-9999,-9999,-9999,-9999,-9999,-9999
196,173.082073,173.081996993,173.081932477,1843694.4,-9999,681230.1,13.41,-1,0.372745715,0.975104762,0,0.585062857,2,0.5,1.75,O4,de-protonated,0,-9999,C8 H14 O4,8,14,4,-9999,-9999,-9999,-9999,-9999,-9999
197,173.118414,173.118337979,173.118317987,1238783,-9999,668568.6,8.17,-1,0.11548515,0.997582977,0,0.598549786,1,0.333333333,2,O3,de-protonated,0,-9999,C9 H18 O3,9,18,3,-9999,-9999,-9999,-9999,-9999,-9999
200,181.01436,181.014281023,181.014246839,2196717.8,-9999,689483.4,16.32,-1,0.188849536,0.993549681,0,0.596129808,6,0.625,0.75,O5,de-protonated,0,-9999,C8 H6 O5,8,6,5,-9999,-9999,-9999,-9999,-9999,-9999
202,185.027926,185.027845521,185.027788903,1394634.9,-9999,621718.4,9.4,-1,0.305996432,0.983153779,0,0.589892267,4,0.375,1.25,S1 O3,de-protonated,0,-9999,C8 H10 O3 S1,8,10,3,-9999,-9999,1,-9999,-9999,-9999
203,185.082043,185.081962501,185.081932477,1534168.1,-9999,566902.1,10.59,-1,0.162217321,0.995236657,0,0.597141994,3,0.444444444,1.555555556,O4,de-protonated,0,-9999,C9 H14 O4,9,14,4,-9999,-9999,-9999,-9999,-9999,-9999
205,186.113694,186.113613114,186.113566959,5219659.5,-9999,587592.2,42.23,-1,0.247997817,0.988902414,0,0.593341448,2,0.333333333,1.888888889,N1 O3,de-protonated,0,-9999,C9 H17 O3 N1,9,17,3,1,-9999,-9999,-9999,-9999,-9999
208,187.061298,187.06121676,187.061197032,1919516.3,-9999,745160,13.87,-1,0.105459998,0.997983997,0,0.598790398,3,0.625,1.5,O5,de-protonated,0,-9999,C8 H12 O5,8,12,5,-9999,-9999,-9999,-9999,-9999,-9999
210,187.097698,187.097616746,187.097582542,11289124,-9999,587335.9,94.16,-1,0.182816352,0.496977003,0.911293294,0.662703519,2,0.444444444,1.777777778,O4,de-protonated,0,-9999,C9 H16 O4,9,16,4,-9999,-9999,-9999,-9999,-9999,-9999
213,189.076954,189.076872005,189.076847097,1637292.9,-9999,642880.9,11.45,-1,0.131737311,0.996855962,0,0.598113577,2,0.625,1.75,O5,de-protonated,0,-9999,C8 H14 O5,8,14,5,-9999,-9999,-9999,-9999,-9999,-9999
214,189.113356,189.113273992,189.113232606,1350835.5,-9999,651006.3,9,-1,0.218839782,0.991347915,0,0.594808749,1,0.444444444,2,O4,de-protonated,0,-9999,C9 H18 O4,9,18,4,-9999,-9999,-9999,-9999,-9999,-9999
216,193.050778,193.050694518,193.050632348,1143459.8,-9999,724049.1,7.18,-1,0.322036807,0.981358319,0,0.588814992,6,0.4,1,O4,de-protonated,0,-9999,C10 H10 O4,10,10,4,-9999,-9999,-9999,-9999,-9999,-9999
217,193.08715,193.087066504,193.087017858,2161448.5,-9999,629736.7,15.87,-1,0.25194052,0.988548791,0,0.593129275,5,0.272727273,1.272727273,O3,de-protonated,0,-9999,C11 H14 O3,11,14,3,-9999,-9999,-9999,-9999,-9999,-9999
219,195.030024,195.029939777,195.029896903,1659160.1,-9999,616112.9,11.58,-1,0.219829838,0.991269795,0,0.594761877,6,0.555555556,0.888888889,O5,de-protonated,0,-9999,C9 H8 O5,9,8,5,-9999,-9999,-9999,-9999,-9999,-9999
220,195.139182,195.139097736,195.139053431,1660964.4,-9999,692815.2,11.6,-1,0.227040553,0.990690395,0,0.594414237,3,0.166666667,1.666666667,O2,de-protonated,0,-9999,C12 H20 O2,12,20,2,-9999,-9999,-9999,-9999,-9999,-9999
223,197.08211,197.082025009,197.081932477,1406058.6,-9999,651246.7,9.4,-1,0.469507297,0.960791339,0,0.576474803,4,0.4,1.4,O4,de-protonated,0,-9999,C10 H14 O4,10,14,4,-9999,-9999,-9999,-9999,-9999,-9999
228,199.007179,199.007093288,199.007053458,7194765,-9999,561416.8,58.7,-1,0.200142441,0.992758061,0,0.595654836,5,0.5,1,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,-9999,-9999
229,199.061313,199.061227268,199.061197032,1177233,-9999,733982.7,7.45,-1,0.151889989,0.995822625,0,0.597493575,4,0.555555556,1.333333333,O5,de-protonated,0,-9999,C9 H12 O5,9,12,5,-9999,-9999,-9999,-9999,-9999,-9999
230,199.097711,199.097625254,199.097582542,4260499.5,-9999,568918.6,33.71,-1,0.214530118,0.991683927,0,0.595010356,3,0.4,1.6,O4,de-protonated,0,-9999,C10 H16 O4,10,16,4,-9999,-9999,-9999,-9999,-9999,-9999
235,201.076964,201.076877513,201.076847097,2830617.8,-9999,634450.9,21.49,-1,0.151267574,0.99585672,0,0.597514032,3,0.555555556,1.555555556,O5,de-protonated,0,-9999,C9 H14 O5,9,14,5,-9999,-9999,-9999,-9999,-9999,-9999
236,201.113369,201.1132825,201.113232606,4487964,-9999,589303.9,35.57,-1,0.248086257,0.988894542,0,0.593336725,2,0.4,1.8,O4,de-protonated,0,-9999,C10 H18 O4,10,18,4,-9999,-9999,-9999,-9999,-9999,-9999
237,201.124624,201.124537495,201.124465995,1253788.6,-9999,571836.8,8.09,-1,0.355500886,0.977329287,0,0.586397572,2,0.333333333,2,N2 O3,de-protonated,0,-9999,C9 H18 O3 N2,9,18,3,2,-9999,-9999,-9999,-9999,-9999
