Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,OtoC_ratio,HtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
124,129.055794,129.05571585,129.055717729,4118200.8,-9999,725998.9,35.38,-1,-0.014560635,0.999961531,0,0.599976919,2,0.5,1.666666667,O3,de-protonated,0,-9999,C6 H10 O3,6,10,3,-9999,-9999,-9999,-9999,-9999,-9999
163,145.050714,145.050634777,145.050632348,1153169.1,-9999,912340.4,7.84,-1,0.016742558,0.999949139,0,0.599969483,2,0.666666667,1.666666667,O4,de-protonated,0,-9999,C6 H10 O4,6,10,4,-9999,-9999,-9999,-9999,-9999,-9999
208,165.019421,165.019340437,165.019332219,1563381.9,-9999,792717.1,11.12,-1,0.049801066,0.999550082,0,0.599730049,6,0.5,0.75,O4,de-protonated,0,-9999,C8 H6 O4,8,6,4,-9999,-9999,-9999,-9999,-9999,-9999
217,171.012226,171.012145036,171.012138839,1974021.1,-9999,683180.4,14.58,-1,0.036236677,0.999761769,0,0.599857061,4,0.428571429,1.142857143,S1 O3,de-protonated,0,-9999,C7 H8 O3 S1,7,8,3,-9999,-9999,1,-9999,-9999,-9999
218,171.06636,171.066279032,171.066282413,2630559.3,-9999,676227.3,20.28,-1,-0.019763153,0.999929132,0,0.599957479,3,0.5,1.5,O4,de-protonated,0,-9999,C8 H12 O4,8,12,4,-9999,-9999,-9999,-9999,-9999,-9999
220,173.08204,173.081958897,173.081932477,3172181.8,-9999,710394.2,24.89,-1,0.15264181,0.995781256,0,0.597468754,2,0.5,1.75,O4,de-protonated,0,-9999,C8 H14 O4,8,14,4,-9999,-9999,-9999,-9999,-9999,-9999
225,179.035044,179.034962497,179.034982284,1289459.9,-9999,646337.4,8.53,-1,-0.11051666,0.997786252,0,0.598671751,6,0.444444444,0.888888889,O4,de-protonated,0,-9999,C9 H8 O4,9,8,4,-9999,-9999,-9999,-9999,-9999,-9999
231,185.082032,185.081950092,185.081932477,2426462.8,-9999,612542,18.24,-1,0.095172449,0.998357825,0,0.599014695,3,0.444444444,1.555555556,O4,de-protonated,0,-9999,C9 H14 O4,9,14,4,-9999,-9999,-9999,-9999,-9999,-9999
232,186.11367,186.113588023,186.113566959,3643754.3,-9999,626994.2,28.68,-1,0.113177987,0.997678476,0,0.598607086,2,0.333333333,1.888888889,N1 O3,de-protonated,0,-9999,C9 H17 O3 N1,9,17,3,1,-9999,-9999,-9999,-9999,-9999
235,187.061304,187.061221959,187.061197032,1856338.9,-9999,648955.4,13.32,-1,0.133255007,0.996783219,0,0.598069932,3,0.625,1.5,O5,de-protonated,0,-9999,C8 H12 O5,8,12,5,-9999,-9999,-9999,-9999,-9999,-9999
237,187.097686,187.097603957,187.097582542,12782684,-9999,610250.5,106.85,-1,0.11445926,0.998580861,0.998733241,0.998641813,2,0.444444444,1.777777778,O4,de-protonated,0,-9999,C9 H16 O4,9,16,4,-9999,-9999,-9999,-9999,-9999,-9999
238,188.101029,188.100946889,188.100937377,1263811.9,-9999,731783.6,8.25,-1,0.050572246,0.999536043,0.998733241,0.999214923,2,0.444444444,1.777777778,13C1 O4,de-protonated,1,237,C8 H16 O4 13C1,8,16,4,-9999,-9999,-9999,1,-9999,-9999
240,193.087131,193.087048555,193.087017858,2130699,-9999,593665.7,15.6,-1,0.158982047,0.995424332,0,0.597254599,5,0.272727273,1.272727273,O3,de-protonated,0,-9999,C11 H14 O3,11,14,3,-9999,-9999,-9999,-9999,-9999,-9999
243,195.03002,195.02993742500001,195.029896903,1909560,-9999,621774.9,13.71,-1,0.207769683,0.992197776,0,0.595318666,6,0.555555556,0.888888889,O5,de-protonated,0,-9999,C9 H8 O5,9,8,5,-9999,-9999,-9999,-9999,-9999,-9999
244,195.139165,195.139082417,195.139053431,1825351.8,-9999,620991.6,12.99,-1,0.148539869,0.996004503,0,0.597602702,3,0.166666667,1.666666667,O2,de-protonated,0,-9999,C12 H20 O2,12,20,2,-9999,-9999,-9999,-9999,-9999,-9999
250,197.082055,197.081972287,197.081932477,1675853.5,-9999,580184.8,11.69,-1,0.201996497,0.992623764,0,0.595574258,4,0.4,1.4,O4,de-protonated,0,-9999,C10 H14 O4,10,14,4,-9999,-9999,-9999,-9999,-9999,-9999
255,199.007167,199.007084158,199.007053458,5077552,-9999,569151.8,40.64,-1,0.154264496,0.995691278,0,0.597414767,5,0.5,1,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,-9999,-9999
256,199.061277,199.061194154,199.061197032,1504565.8,-9999,591066.7,10.23,-1,-0.014457847,0.999962073,0,0.599977244,4,0.555555556,1.333333333,O5,de-protonated,0,-9999,C9 H12 O5,9,12,5,-9999,-9999,-9999,-9999,-9999,-9999
257,199.097684,199.097601152,199.097582542,7811130,-9999,554380.3,63.9,-1,0.093472817,0.998415908,0,0.599049545,3,0.4,1.6,O4,de-protonated,0,-9999,C10 H16 O4,10,16,4,-9999,-9999,-9999,-9999,-9999,-9999
261,201.076961,201.076878019,201.076847097,2873602.5,-9999,589526.4,21.83,-1,0.153783752,0.995718034,0,0.59743082,3,0.555555556,1.555555556,O5,de-protonated,0,-9999,C9 H14 O5,9,14,5,-9999,-9999,-9999,-9999,-9999,-9999
263,201.113349,201.113266017,201.113232606,6358278,-9999,575003.4,51.42,-1,0.166128111,0.995004797,0,0.597002878,2,0.4,1.8,O4,de-protonated,0,-9999,C10 H18 O4,10,18,4,-9999,-9999,-9999,-9999,-9999,-9999
264,201.124516,201.124433016,201.124465995,1475975,-9999,489400.1,9.97,-1,-0.163975464,0.995133098,0,0.597079859,2,0.333333333,2,N2 O3,de-protonated,0,-9999,C9 H18 O3 N2,9,18,3,2,-9999,-9999,-9999,-9999,-9999
267,203.092629,203.092545884,203.092497161,1574322.9,-9999,678425.6,10.8,-1,0.239903994,0.989611255,0,0.593766753,2,0.555555556,1.777777778,O5,de-protonated,0,-9999,C9 H16 O5,9,16,5,-9999,-9999,-9999,-9999,-9999,-9999
280,209.009249,209.009165487,209.009161458,1701435.1,-9999,587143.7,11.82,-1,0.019274772,0.999932591,0,0.599959555,7,0.666666667,0.666666667,O6,de-protonated,0,-9999,C9 H6 O6,9,6,6,-9999,-9999,-9999,-9999,-9999,-9999
285,211.061254,211.061170349,211.061197032,1233828.5,-9999,481454.8,7.87,-1,-0.126422262,0.997104181,0,0.598262509,5,0.5,1.2,O5,de-protonated,0,-9999,C10 H12 O5,10,12,5,-9999,-9999,-9999,-9999,-9999,-9999
286,211.097686,211.097602347,211.097582542,1290278.3,-9999,597756,8.33,-1,0.093820935,0.998404097,0,0.599042458,4,0.363636364,1.454545455,O4,de-protonated,0,-9999,C11 H16 O4,11,16,4,-9999,-9999,-9999,-9999,-9999,-9999
290,213.01542800000001,213.015344218,213.015309467,1190272.3,-9999,608919,7.48,-1,0.163138742,0.995182521,0,0.597109513,6,0.857142857,0.857142857,N2 O6,de-protonated,0,-9999,C7 H6 O6 N2,7,6,6,2,-9999,-9999,-9999,-9999,-9999
291,213.076921,213.076837214,213.076847097,2190851,-9999,527758.7,15.92,-1,-0.046379908,0.999609763,0,0.599765858,4,0.5,1.4,O5,de-protonated,0,-9999,C10 H14 O5,10,14,5,-9999,-9999,-9999,-9999,-9999,-9999
