Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,OtoC_ratio,HtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
228,189.076968,189.076881254,189.076847097,1545066,-9999,647749.4,10.67,-1,0.180653494,0.994095797,0,0.596457478,2,0.625,1.75,O5,de-protonated,0,-9999,C8 H14 O5,8,14,5,-9999,-9999,-9999,-9999,-9999,-9999
229,189.113338,189.113251251,189.113232606,1268466.1,-9999,713296.7,8.3,-1,0.098593841,0.998237738,0,0.598942643,1,0.444444444,2,O4,de-protonated,0,-9999,C9 H18 O4,9,18,4,-9999,-9999,-9999,-9999,-9999,-9999
231,193.087141,193.087053963,193.087017858,2138756.3,-9999,644851.6,15.68,-1,0.186988755,0.993675767,0,0.59620546,5,0.272727273,1.272727273,O3,de-protonated,0,-9999,C11 H14 O3,11,14,3,-9999,-9999,-9999,-9999,-9999,-9999
233,195.030027,195.029939822,195.029896903,1418695.9,-9999,669219.4,9.54,-1,0.220059314,0.991251639,0,0.594750983,6,0.555555556,0.888888889,O5,de-protonated,0,-9999,C9 H8 O5,9,8,5,-9999,-9999,-9999,-9999,-9999,-9999
234,195.139163,195.139075814,195.139053431,1597912.9,-9999,632093,11.06,-1,0.114698538,0.997615752,0,0.598569451,3,0.166666667,1.666666667,O2,de-protonated,0,-9999,C12 H20 O2,12,20,2,-9999,-9999,-9999,-9999,-9999,-9999
242,199.00717,199.007082532,199.007053458,4984819,-9999,581402.2,39.87,-1,0.146096751,0.996134602,0,0.597680761,5,0.5,1,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,-9999,-9999
243,199.061286,199.061198529,199.061197032,1454841.9,-9999,644594.9,9.82,-1,0.007516588,0.999989748,0,0.599993849,4,0.555555556,1.333333333,O5,de-protonated,0,-9999,C9 H12 O5,9,12,5,-9999,-9999,-9999,-9999,-9999,-9999
244,199.097688,199.097600526,199.097582542,13347326,-9999,544011.1,111.05,-1,0.0903289,0.993384061,0.964567011,0.981857241,3,0.4,1.6,O4,de-protonated,0,-9999,C10 H16 O4,10,16,4,-9999,-9999,-9999,-9999,-9999,-9999
246,200.101076,200.100988453,200.100937377,2048117.6,-9999,532564.8,14.83,-1,0.255252559,0.988247522,0.964567011,0.978775318,3,0.4,1.6,13C1 O4,de-protonated,1,244,C9 H16 O4 13C1,9,16,4,-9999,-9999,-9999,1,-9999,-9999
248,201.076958,201.076870382,201.076847097,3368674.8,-9999,578105,26.05,-1,0.115803068,0.997569668,0,0.598541801,3,0.555555556,1.555555556,O5,de-protonated,0,-9999,C9 H14 O5,9,14,5,-9999,-9999,-9999,-9999,-9999,-9999
249,201.113344,201.113256379,201.113232606,8153831,-9999,558561.4,66.69,-1,0.118208639,0.997467778,0,0.598480667,2,0.4,1.8,O4,de-protonated,0,-9999,C10 H18 O4,10,18,4,-9999,-9999,-9999,-9999,-9999,-9999
250,201.124573,201.124485379,201.124465995,3838184,-9999,596954.8,30.03,-1,0.09637423,0.998316125,0,0.598989675,2,0.333333333,2,N2 O3,de-protonated,0,-9999,C9 H18 O3 N2,9,18,3,2,-9999,-9999,-9999,-9999,-9999
254,203.092616,203.092528236,203.092497161,2271664.8,-9999,508306.9,16.73,-1,0.153006005,0.995761144,0,0.597456686,2,0.555555556,1.777777778,O5,de-protonated,0,-9999,C9 H16 O5,9,16,5,-9999,-9999,-9999,-9999,-9999,-9999
255,203.12905,203.128962233,203.128882671,1189684.1,-9999,492664.5,7.54,-1,0.3916842,0.972546661,0,0.583527996,1,0.4,2,O4,de-protonated,0,-9999,C10 H20 O4,10,20,4,-9999,-9999,-9999,-9999,-9999,-9999
263,207.012183,207.012094951,207.012138839,1153153.1,-9999,690912.9,7.21,-1,-0.212006387,0.991877645,0,0.595126587,7,0.3,0.8,S1 O3,de-protonated,0,-9999,C10 H8 O3 S1,10,8,3,-9999,-9999,1,-9999,-9999,-9999
264,207.030028,207.029939949,207.029896903,1262594.5,-9999,546978,8.14,-1,0.207921986,0.992186378,0,0.595311827,7,0.5,0.8,O5,de-protonated,0,-9999,C10 H8 O5,10,8,5,-9999,-9999,-9999,-9999,-9999,-9999
270,209.009225,209.009136806,209.009161458,1520019.1,-9999,575077,10.29,-1,-0.117951179,0.997478782,0,0.598487269,7,0.666666667,0.666666667,O6,de-protonated,0,-9999,C9 H6 O6,9,6,6,-9999,-9999,-9999,-9999,-9999,-9999
271,209.045603,209.045514803,209.045546968,1338389.8,-9999,453098,8.75,-1,-0.153865372,0.995713497,0,0.597428098,6,0.5,1,O5,de-protonated,0,-9999,C10 H10 O5,10,10,5,-9999,-9999,-9999,-9999,-9999,-9999
276,211.061262,211.061173656,211.061197032,1445916.4,-9999,621818.2,9.66,-1,-0.110753731,0.997776755,0,0.598666053,5,0.5,1.2,O5,de-protonated,0,-9999,C10 H12 O5,10,12,5,-9999,-9999,-9999,-9999,-9999,-9999
277,211.134056,211.133967651,211.133968051,1260833,-9999,611426.7,8.08,-1,-0.001893609,0.999999349,0,0.59999961,3,0.25,1.666666667,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,-9999,-9999
280,213.076948,213.07685951,213.076847097,1700762.1,-9999,590337.2,11.78,-1,0.058257097,0.999384373,0,0.599630624,4,0.5,1.4,O5,de-protonated,0,-9999,C10 H14 O5,10,14,5,-9999,-9999,-9999,-9999,-9999,-9999
281,213.113344,213.113255507,213.113232606,4521628.5,-9999,537631.2,35.56,-1,0.107460449,0.99790687,0,0.598744122,3,0.363636364,1.636363636,O4,de-protonated,0,-9999,C11 H18 O4,11,18,4,-9999,-9999,-9999,-9999,-9999,-9999
282,213.124573,213.124484507,213.124465995,1386909,-9999,590889.4,9.14,-1,0.086855995,0.998632094,0,0.599179256,3,0.3,1.8,N2 O3,de-protonated,0,-9999,C10 H18 O3 N2,10,18,3,2,-9999,-9999,-9999,-9999,-9999
283,213.149716,213.149627505,213.149618115,1205534.5,-9999,612849.2,7.61,-1,0.044050045,0.999647978,0,0.599788787,2,0.25,1.833333333,O3,de-protonated,0,-9999,C12 H22 O3,12,22,3,-9999,-9999,-9999,-9999,-9999,-9999
284,213.963931,213.963842446,213.963808921,1282767.5,-9999,412615.9,8.26,-1,0.156684249,0.99555535,0,0.59733321,6,0.428571429,0.714285714,N1 S2 O3,de-protonated,0,-9999,C7 H5 O3 N1 S2,7,5,3,1,-9999,2,-9999,-9999,-9999
286,214.144995,214.144906432,214.144867088,2580698.3,-9999,489064.7,19.2,-1,0.183729457,0.993893645,0,0.596336187,2,0.272727273,1.909090909,N1 O3,de-protonated,0,-9999,C11 H21 O3 N1,11,21,3,1,-9999,-9999,-9999,-9999,-9999
290,215.056207,215.056118366,215.056111652,1160208.5,-9999,588056.7,7.23,-1,0.031221106,0.999823147,0,0.599893888,4,0.666666667,1.333333333,O6,de-protonated,0,-9999,C9 H12 O6,9,12,6,-9999,-9999,-9999,-9999,-9999,-9999
291,215.092591,215.092502364,215.092497161,5644562.5,-9999,495577.6,45.03,-1,0.024186318,0.999893862,0,0.599936317,3,0.5,1.6,O5,de-protonated,0,-9999,C10 H16 O5,10,16,5,-9999,-9999,-9999,-9999,-9999,-9999
292,215.128966,215.128877361,215.128882671,9893653,-9999,464307.1,80.84,-1,-0.024681474,0.499944736,0.893676603,0.657437483,2,0.363636364,1.818181818,O4,de-protonated,0,-9999,C11 H20 O4,11,20,4,-9999,-9999,-9999,-9999,-9999,-9999
293,215.140195,215.14010636,215.14011606,1899797.4,-9999,560704.6,13.46,-1,-0.045085985,0.999631229,0,0.599778737,2,0.3,2,N2 O3,de-protonated,0,-9999,C10 H20 O3 N2,10,20,3,2,-9999,-9999,-9999,-9999,-9999
294,215.165326,215.165237358,215.16526818,1264150.9,-9999,603875.7,8.1,-1,-0.143246588,0.996283671,0,0.59777020300000006,1,0.25,2,O3,de-protonated,0,-9999,C12 H24 O3,12,24,3,-9999,-9999,-9999,-9999,-9999,-9999
296,217.071886,217.07179722,217.071761716,1443975.5,-9999,624525.3,9.59,-1,0.163555792,0.995157918,0,0.597094751,3,0.666666667,1.555555556,O6,de-protonated,0,-9999,C9 H14 O6,9,14,6,-9999,-9999,-9999,-9999,-9999,-9999
297,217.108255,217.108166217,217.108147226,3033993.5,-9999,469344,22.96,-1,0.087474151,0.998612568,0,0.599167541,2,0.5,1.8,O5,de-protonated,0,-9999,C10 H18 O5,10,18,5,-9999,-9999,-9999,-9999,-9999,-9999
298,217.119414,217.119325216,217.119380615,1765002.3,-9999,541703.9,12.29,-1,-0.255153409,0.988256597,0,0.592953958,2,0.444444444,2,N2 O4,de-protonated,0,-9999,C9 H18 O4 N2,9,18,4,2,-9999,-9999,-9999,-9999,-9999
300,218.103444,218.103355145,218.103396198,1544389,-9999,550919.1,10.44,-1,-0.188228031,0.993591931,0,0.596155158,2,0.555555556,1.888888889,N1 O5,de-protonated,0,-9999,C9 H17 O5 N1,9,17,5,1,-9999,-9999,-9999,-9999,-9999
301,219.08748,219.087391073,219.087411781,1574784.5,-9999,475539.3,10.69,-1,-0.094517506,0.998380331,0,0.599028198,2,0.666666667,1.777777778,O6,de-protonated,0,-9999,C9 H16 O6,9,16,6,-9999,-9999,-9999,-9999,-9999,-9999
303,221.045551,221.045461931,221.045546968,1290107.6,-9999,470233.7,8.27,-1,-0.384703271,0.973503567,0,0.58410214,7,0.454545455,0.909090909,O5,de-protonated,0,-9999,C11 H10 O5,11,10,5,-9999,-9999,-9999,-9999,-9999,-9999
304,221.082018,221.081928928,221.081932477,14332030,-9999,422630.7,117.61,-1,-0.016052624,0.989061696,0.991959436,0.990220792,6,0.333333333,1.166666667,O4,de-protonated,0,-9999,C12 H14 O4,12,14,4,-9999,-9999,-9999,-9999,-9999,-9999
305,221.093241,221.093151927,221.093165866,2134142.8,-9999,482148.7,15.35,-1,-0.06304605,0.999279037,0,0.599567422,6,0.272727273,1.272727273,N2 O3,de-protonated,0,-9999,C11 H14 O3 N2,11,14,3,2,-9999,-9999,-9999,-9999,-9999
306,221.154789,221.154699923,221.154703496,4692099,-9999,481913.7,36.79,-1,-0.016155811,0.999952641,0,0.599971585,4,0.142857143,1.571428571,O2,de-protonated,0,-9999,C14 H22 O2,14,22,2,-9999,-9999,-9999,-9999,-9999,-9999
307,222.085299,222.085209855,222.085287312,1714368.4,-9999,543675.7,11.83,-1,-0.348771086,0.978170148,0.991959436,0.983685863,6,0.333333333,1.166666667,13C1 O4,de-protonated,1,304,C11 H14 O4 13C1,11,14,4,-9999,-9999,-9999,1,-9999,-9999
308,222.090314,222.090224855,222.090068609,2248384.8,-9999,450965,16.31,-1,0.70352542,0.914106981,0,0.548464189,1,0.5,2.25,N1 P1 O4,de-protonated,0,-9999,C8 H18 O4 N1 P1,8,18,4,1,1,-9999,-9999,-9999,-9999
310,223.024878,223.024788787,223.024811523,1484545.1,-9999,567906.1,9.9,-1,-0.101943361,0.998116081,0,0.598869648,7,0.6,0.8,O6,de-protonated,0,-9999,C10 H8 O6,10,8,6,-9999,-9999,-9999,-9999,-9999,-9999
311,223.061339,223.061249784,223.061197032,1142275.6,-9999,495223.7,7.03,-1,0.236491609,0.989903205,0,0.593941923,6,0.454545455,1.090909091,O5,de-protonated,0,-9999,C11 H12 O5,11,12,5,-9999,-9999,-9999,-9999,-9999,-9999
312,223.074317,223.074227783,223.074084192,1580932.6,-9999,449690,10.71,-1,0.643694622,0.927574698,0,0.556544819,1,0.625,2.125,P1 O5,de-protonated,0,-9999,C8 H17 O5 P1,8,17,5,-9999,1,-9999,-9999,-9999,-9999
313,223.097722,223.097632782,223.097582542,2601734.3,-9999,538355.3,19.27,-1,0.225193418,0.990840566,0,0.59450434,5,0.333333333,1.333333333,O4,de-protonated,0,-9999,C12 H16 O4,12,16,4,-9999,-9999,-9999,-9999,-9999,-9999
317,225.04048,225.040390641,225.040461587,1463701.9,-9999,435757.3,9.7,-1,-0.315262591,0.982127368,0,0.589276421,6,0.6,1,O6,de-protonated,0,-9999,C10 H10 O6,10,10,6,-9999,-9999,-9999,-9999,-9999,-9999
318,225.113314,225.113224635,225.113232606,1549979.5,-9999,501075.8,10.42,-1,-0.035408101,0.999772538,0,0.599863523,4,0.333333333,1.5,O4,de-protonated,0,-9999,C12 H18 O4,12,18,4,-9999,-9999,-9999,-9999,-9999,-9999
321,227.09259,227.092500491,227.092497161,2354238.5,-9999,473001.1,17.14,-1,0.014664586,0.99996098,0,0.599976588,4,0.454545455,1.454545455,O5,de-protonated,0,-9999,C11 H16 O5,11,16,5,-9999,-9999,-9999,-9999,-9999,-9999
322,227.103797,227.103707491,227.10373055,1648447.4,-9999,475018.9,11.24,-1,-0.101539005,0.99813098200000006,0,0.598878589,4,0.4,1.6,N2 O4,de-protonated,0,-9999,C10 H16 O4 N2,10,16,4,2,-9999,-9999,-9999,-9999,-9999
323,227.128966,227.128876489,227.128882671,5610049.5,-9999,437044.5,44.36,-1,-0.02721704,0.999865598,0,0.599919359,3,0.333333333,1.666666667,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,-9999,-9999
324,227.140194,227.140104488,227.14011606,5722178.5,-9999,431726,45.29,-1,-0.050946007,0.999529162,0,0.599717497,3,0.272727273,1.818181818,N2 O3,de-protonated,0,-9999,C11 H20 O3 N2,11,20,3,2,-9999,-9999,-9999,-9999,-9999
325,228.160592,228.160502414,228.160517152,3758238.3,-9999,427377.2,28.88,-1,-0.064596179,0.999243162,0,0.599545897,2,0.25,1.916666667,N1 O3,de-protonated,0,-9999,C12 H23 O3 N1,12,23,3,1,-9999,-9999,-9999,-9999,-9999
328,229.071875,229.071785348,229.071761716,1647860.9,-9999,504612.6,11.18,-1,0.103160977,0.998070852,0,0.598842511,4,0.6,1.4,O6,de-protonated,0,-9999,C10 H14 O6,10,14,6,-9999,-9999,-9999,-9999,-9999,-9999
329,229.10819,229.108100345,229.108147226,2369272.5,-9999,464777.6,17.18,-1,-0.204622677,0.99243145,0,0.59545887,3,0.454545455,1.636363636,O5,de-protonated,0,-9999,C11 H18 O5,11,18,5,-9999,-9999,-9999,-9999,-9999,-9999
330,229.14461,229.144520342,229.144532735,6157052,-9999,448101.1,48.7,-1,-0.054082544,0.999469418,0,0.599681651,2,0.333333333,1.833333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,-9999,-9999
331,229.155844,229.155754341,229.155766124,14420733,-9999,426724.5,117.45,-1,-0.051418412,0.997975586,0.998365173,0.998131421,2,0.272727273,2,N2 O3,de-protonated,0,-9999,C11 H22 O3 N2,11,22,3,2,-9999,-9999,-9999,-9999,-9999
332,230.159243,230.159153269,230.159120959,1745250.9,-9999,450714.3,11.99,-1,0.140377596,0.996430781,0.998365173,0.997204538,2,0.272727273,2,13C1 N2 O3,de-protonated,1,331,C10 H22 O3 N2 13C1,10,22,3,2,-9999,-9999,1,-9999,-9999
333,231.033367,231.033277205,231.033268207,1512640.6,-9999,490358.9,10.06,-1,0.038948282,0.999724786,0,0.599834872,4,0.555555556,1.333333333,S1 O5,de-protonated,0,-9999,C9 H12 O5 S1,9,12,5,-9999,-9999,1,-9999,-9999,-9999
334,231.087522,231.087432201,231.087411781,1243590.6,-9999,392218.9,7.82,-1,0.088366229,0.998584145,0,0.599150487,3,0.6,1.6,O6,de-protonated,0,-9999,C10 H16 O6,10,16,6,-9999,-9999,-9999,-9999,-9999,-9999
335,231.123883,231.123793198,231.12379729,2119626.8,-9999,406610.9,15.11,-1,-0.017703366,0.999943134,0,0.59996588,2,0.454545455,1.818181818,O5,de-protonated,0,-9999,C11 H20 O5,11,20,5,-9999,-9999,-9999,-9999,-9999,-9999
336,231.135103,231.135013198,231.135030679,4341708,-9999,434494.9,33.59,-1,-0.075634466,0.998962548,0,0.599377529,2,0.4,2,N2 O4,de-protonated,0,-9999,C10 H20 O4 N2,10,20,4,2,-9999,-9999,-9999,-9999,-9999
337,231.160377,231.160287196,231.160182799,1246542.8,-9999,383775.5,7.84,-1,0.451618992,0.963668212,0,0.578200927,1,0.333333333,2,O4,de-protonated,0,-9999,C12 H24 O4,12,24,4,-9999,-9999,-9999,-9999,-9999,-9999
338,233.154787,233.154697051,233.154703496,12639418,-9999,422756.1,102.63,-1,-0.02764264,0.995752997,0.99428247300000006,0.995164787,5,0.133333333,1.466666667,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,-9999,-9999
339,234.158098,234.158007978,234.158058331,1953595.4,-9999,405531.1,13.65,-1,-0.21503849,0.991644633,0.99428247300000006,0.992699769,5,0.133333333,1.466666667,13C1 O2,de-protonated,1,338,C14 H22 O2 13C1,14,22,2,-9999,-9999,-9999,1,-9999,-9999
340,235.061275,235.061184912,235.061197032,2081717.5,-9999,450194,14.71,-1,-0.051560922,0.99951773,0,0.599710638,7,0.416666667,1,O5,de-protonated,0,-9999,C12 H12 O5,12,12,5,-9999,-9999,-9999,-9999,-9999,-9999
341,235.108927,235.108836909,235.108815931,3025340,-9999,442496.7,22.52,-1,0.08922645,0.998556465,0,0.599133879,6,0.25,1.333333333,N2 O3,de-protonated,0,-9999,C12 H16 O3 N2,12,16,3,2,-9999,-9999,-9999,-9999,-9999
344,237.040454,237.040363768,237.040461587,1325523.9,-9999,425567.7,8.45,-1,-0.412667586,0.969572797,0,0.581743678,7,0.545454545,0.909090909,O6,de-protonated,0,-9999,C11 H10 O6,11,10,6,-9999,-9999,-9999,-9999,-9999,-9999
345,237.076892,237.076801766,237.076847097,1337305.4,-9999,544141,8.55,-1,-0.191207677,0.993388123,0,0.596032874,6,0.416666667,1.166666667,O5,de-protonated,0,-9999,C12 H14 O5,12,14,5,-9999,-9999,-9999,-9999,-9999,-9999
347,238.121588,238.12149769,238.121368738,1193594.9,-9999,574615.6,7.35,-1,0.541539157,0.948178515,0,0.568907109,0,0.444444444,2.444444444,N1 P1 O4,de-protonated,0,-9999,C9 H22 O4 N1 P1,9,22,4,1,1,-9999,-9999,-9999,-9999
349,238.963055,238.962964629,238.963080645,3551746,-9999,430945,26.73,-1,-0.485498456,0.958132652,0,0.574879591,12,0.076923077,0.307692308,S2 O1,de-protonated,0,-9999,C13 H4 O1 S2,13,4,1,-9999,-9999,2,-9999,-9999,-9999
350,239.092563,239.092472619,239.092497161,1312663.1,-9999,462647,8.29,-1,-0.102645874,0.998090051,0,0.598854031,5,0.416666667,1.333333333,O5,de-protonated,0,-9999,C12 H16 O5,12,16,5,-9999,-9999,-9999,-9999,-9999,-9999
351,239.105687,239.105596618,239.105384321,1327769.3,-9999,399208.5,8.42,-1,0.88788305,0.866717157,0,0.520030294,0,0.555555556,2.333333333,P1 O5,de-protonated,0,-9999,C9 H21 O5 P1,9,21,5,-9999,1,-9999,-9999,-9999,-9999
352,239.128974,239.128883617,239.128882671,13312029,-9999,420370.3,107.07,-1,0.003956634,0.999646501,0.984074333,0.993417634,4,0.307692308,1.538461538,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,-9999
354,240.132313,240.132222544,240.132237506,2152644.8,-9999,332850.1,15.21,-1,-0.062306671,0.999295842,0.984074333,0.993207239,4,0.307692308,1.538461538,13C1 O4,de-protonated,1,352,C12 H20 O4 13C1,12,20,4,-9999,-9999,-9999,1,-9999,-9999
357,241.046708,241.046617477,241.046609596,4588386.5,-9999,406624.9,35.26,-1,0.032695244,0.999806054,0,0.59988363200000006,6,0.666666667,1.111111111,N2 O6,de-protonated,0,-9999,C9 H10 O6 N2,9,10,6,2,-9999,-9999,-9999,-9999,-9999
358,241.108243,241.108152473,241.108147226,4276077.5,-9999,454022.8,32.69,-1,0.02176283,0.999914066,0,0.59994843899999994,4,0.416666667,1.5,O5,de-protonated,0,-9999,C12 H18 O5,12,18,5,-9999,-9999,-9999,-9999,-9999,-9999
359,241.119423,241.119332472,241.119380615,1332719.4,-9999,405821.3,8.46,-1,-0.199664194,0.992792504,0,0.595675503,4,0.363636364,1.636363636,N2 O4,de-protonated,0,-9999,C11 H18 O4 N2,11,18,4,2,-9999,-9999,-9999,-9999,-9999
360,241.136562,241.136471471,241.136290527,29210994,-9999,426663.6,237.95,-1,0.750381775,0.902195269,0.978612018,0.932761968,3,0.153846154,1.769230769,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,-9999,-9999
361,241.14462,241.14452947,241.144532735,3805555.8,-9999,429945.9,28.81,-1,-0.01353876,0.999966741,0,0.599980045,3,0.307692308,1.692307692,O4,de-protonated,0,-9999,C13 H22 O4,13,22,4,-9999,-9999,-9999,-9999,-9999,-9999
362,241.181038,241.180947468,241.180918244,2815866.3,-9999,466898.5,20.67,-1,0.121167154,0.99733961,0,0.598403766,2,0.214285714,1.857142857,O3,de-protonated,0,-9999,C14 H26 O3,14,26,3,-9999,-9999,-9999,-9999,-9999,-9999
365,242.139919,242.139828398,242.139645362,4940325.5,-9999,412158.9,38.15,-1,0.755912111,0.901513424,0.978612018,0.932352862,3,0.153846154,1.769230769,13C1 P1 O2,de-protonated,1,360,C12 H23 O2 P1 13C1,12,23,2,-9999,1,-9999,1,-9999,-9999
365,242.139919,242.139828398,242.139781707,4940325.5,-9999,412158.9,38.15,-1,0.192825277,0.993276157,0,0.595965694,3,0.333333333,1.75,N1 O4,de-protonated,0,-9999,C12 H21 O4 N1,12,21,4,1,-9999,-9999,-9999,-9999,-9999
366,242.176264,242.176173395,242.176167217,46393900,-9999,425459,379.4,-1,0.02551316,0.999628612,0.98680851,0.994500571,2,0.230769231,1.923076923,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,-9999,-9999
368,243.051128,243.051037332,243.051026271,1211085.3,-9999,536192,7.45,-1,0.045505836,0.99962433,0,0.599774598,5,0.7,1.2,O7,de-protonated,0,-9999,C10 H12 O7,10,12,7,-9999,-9999,-9999,-9999,-9999,-9999
369,243.087469,243.087378329,243.087411781,1803476.1,-9999,436817.7,12.33,-1,-0.137612025,0.99656979,0,0.597941874,4,0.545454545,1.454545455,O6,de-protonated,0,-9999,C11 H16 O6,11,16,6,-9999,-9999,-9999,-9999,-9999,-9999
370,243.123886,243.123795326,243.12379729,5665499,-9999,425927,44.12,-1,-0.00807715,0.999988162,0,0.599992897,3,0.416666667,1.666666667,O5,de-protonated,0,-9999,C12 H20 O5,12,20,5,-9999,-9999,-9999,-9999,-9999,-9999
