Molecular Formula,HJA_155_p1.corems,HJA_156_p1.corems,HJA_160_p1.corems,HJA_161_p1.corems,HJA_162_p1.corems,HJA_163_p1.corems,HJA_164_p1.corems,HJA_165_p1.corems,HJA_169_p1.corems,HJA_170_p1.corems,HJA_177_p1.corems,HJA_178_p1.corems,HJA_190_p1.corems,HJA_192_p1.corems,HJA_260_p1.corems,HJA_360_p1.corems,HJA_45_p1.corems,HJA_47_p1.corems,HJA_49_p1.corems,HJA_50_p1.corems,HJA_53_p1.corems,HJA_54_p1.corems,HJA_55_p1.corems,HJA_56_p1.corems,HJA_57_p1.corems,HJA_58_p1.corems,HJA_60_p1.corems,HJA_64_p1.corems,HJA_65_p1.corems,HJA_66_p1.corems,HJA_68_p1.corems,HJA_71_p1.corems,HJA_72_p1.corems,HJA_73_p1.corems,HJA_74_p1.corems,HJA_76_p1.corems,HJA_82_p1.corems,HJA_83_p1.corems,HJA_84_p1.corems,HJA_CC-1-15m_p1.corems,HJA_CC-2-55m_p1.corems,HJA_CC-3-100m_p1.corems,HJA_CC-4-250m_p1.corems,HJA_KC-1-275m_p1.corems,HJA_KC-2-360m_p1.corems,HJA_KC-3-400m_p1.corems,HJA_KerryCreek2_p1.corems,HJA_WS1-2_p1.corems,HJA_WS1-3_p1.corems,HJA_WS1-5_p1.corems,HJA_WS1-6_p1.corems,HJA_WS1-7_p1.corems,HJA_WS1-8_p1.corems,HJA_WS1_250m_p1.corems,HJA_WS3-1_30m_p1.corems,HJA_WS3-2_p1.corems,HJA_WS3-3_p1.corems,HJA_WS3-4_p1.corems,HJA_WS3-5_p1.corems,HJA_WS3-6_p1.corems,HJW_01_SIR-1_p08.corems,HJW_01_SIR-2_p14.corems,HJW_01_SIR-3_p06.corems,HJW_02_SIR-1_p12.corems,HJW_02_SIR-2_p08.corems,HJW_02_SIR-3_p05.corems,HJW_03_SIR-1_p15.corems,HJW_03_SIR-2_p06.corems,HJW_03_SIR-3_p08.corems,HJW_04_SIR-1_p16.corems,HJW_04_SIR-2_p08.corems,HJW_04_SIR-3_p06.corems,HJW_05_SIR-1_p1.corems,HJW_05_SIR-2_p1.corems,HJW_05_SIR-3_p15.corems,HJW_06_SIR-1_p35.corems,HJW_06_SIR-2_p12.corems,HJW_06_SIR-3_p12.corems,HJW_07_SIR-1_p13.corems,HJW_07_SIR-2_p1.corems,HJW_07_SIR-3_p1.corems,HJW_08_SIR-1_p06.corems,HJW_08_SIR-2_p14.corems,HJW_08_SIR-3_p2.corems,HJW_09_SIR-1_p1.corems,HJW_09_SIR-2_p12.corems,HJW_09_SIR-3_p1.corems,HJW_10_SIR-1_p1.corems,HJW_10_SIR-2_p15.corems,HJW_10_SIR-3_p12.corems,HJW_11_SIR-1_p18.corems,HJW_11_SIR-2_p08.corems,HJW_11_SIR-3_p2.corems,HJW_12_SIR-1_p1.corems,HJW_12_SIR-2_p18.corems,HJW_12_SIR-3_p18.corems,HJW_13_SIR-1_p2.corems,HJW_13_SIR-2_p18.corems,HJW_13_SIR-3_p12.corems,HJW_14_SIR-1_p08.corems,HJW_14_SIR-2_p12.corems,HJW_14_SIR-3_p15.corems,HJW_15_SIR-1_p2.corems,HJW_15_SIR-2_p16.corems,HJW_15_SIR-3_p2.corems,HJW_16_SIR-1_p1.corems,HJW_16_SIR-2_p1.corems,HJW_16_SIR-3_p13.corems,HJW_17_SIR-1_p12.corems,HJW_17_SIR-2_p2.corems,HJW_17_SIR-3_p12.corems,HJW_18_SIR-1_p3.corems,HJW_18_SIR-2_p08.corems,HJW_18_SIR-3_p14.corems,HJW_19_SIR-1_p12.corems,HJW_19_SIR-2_p14.corems,HJW_19_SIR-3_p1.corems,HJW_20_SIR-1_p1.corems,HJW_20_SIR-2_p12.corems,HJW_20_SIR-3_p08.corems,HJW_21_SIR-1_p12.corems,HJW_21_SIR-2_p2.corems,HJW_21_SIR-3_p12.corems,HJW_22_SIR-1_p08.corems,HJW_22_SIR-2_p12.corems,HJW_22_SIR-3_p1.corems,HJW_23_SIR-1_p1.corems,HJW_23_SIR-2_p1.corems,HJW_23_SIR-3_p2.corems,HJW_24_SIR-1_p06.corems,HJW_24_SIR-2_p12.corems,HJW_24_SIR-3_p18.corems,HJW_25_SIR-1_p12.corems,HJW_25_SIR-2_p12.corems,HJW_25_SIR-3_p16.corems,HJW_26_SIR-1_p06.corems,HJW_26_SIR-2_p1.corems,HJW_26_SIR-3_p2.corems,HJW_28_SIR-1_p12.corems,HJW_28_SIR-2_p12.corems,HJW_28_SIR-3_p06.corems,HJW_29_SIR-1_p1.corems,HJW_29_SIR-2_p08.corems,HJW_29_SIR-3_p12.corems,HJW_30_SIR-1_p06.corems,HJW_30_SIR-2_p14.corems,HJW_30_SIR-3_p16.corems,HJW_31_SIR-1_p08.corems,HJW_31_SIR-2_p1.corems,HJW_31_SIR-3_p1.corems,HJW_32_SIR-1_p16.corems,HJW_32_SIR-2_p1.corems,HJW_32_SIR-3_p12.corems,HJW_33_SIR-1_p08.corems,HJW_33_SIR-2_p12.corems,HJW_33_SIR-3_p12.corems,HJW_34_SIR-1_p12.corems,HJW_34_SIR-2_p1.corems,HJW_35_SIR-1_p14.corems,HJW_35_SIR-2_p14.corems,HJW_35_SIR-3_p1.corems,HJW_36_SIR-1_p2.corems,HJW_36_SIR-2_p18.corems,HJW_36_SIR-3_p15.corems,HJW_37_SIR-1_p08.corems,HJW_37_SIR-2_p1.corems,HJW_37_SIR-3_p1.corems,HJW_38_SIR-1_p12.corems,HJW_38_SIR-2_p08.corems,HJW_38_SIR-3_p1.corems,HJW_39_SIR-1_p1.corems,HJW_39_SIR-2_p04.corems,HJW_39_SIR-3_p12.corems,HJW_40_SIR-1_p08.corems,HJW_40_SIR-2_p1.corems,HJW_40_SIR-3_p13.corems,HJW_41_SIR-1_p15.corems,HJW_41_SIR-2_p12.corems,HJW_41_SIR-3_p1.corems,HJW_42_SIR-1_p06.corems,HJW_42_SIR-2_p12.corems,HJW_42_SIR-3_p12.corems,HJW_43_SIR-1_p06.corems,HJW_43_SIR-3_p14.corems,HJW_44_SIR-1_p3.corems,HJW_44_SIR-2_p08.corems,HJW_44_SIR-3_p14.corems,HJW_45_SIR-1_p12.corems,HJW_45_SIR-2_p1.corems,HJW_45_SIR-3_p1.corems,HJW_46_SIR-1_p08.corems,HJW_46_SIR-2_p1.corems,HJW_46_SIR-3_p13.corems,HJW_47_SIR-1_p12.corems,HJW_47_SIR-2_p16.corems,HJW_47_SIR-3_p1.corems,HJW_48_SIR-1_p15.corems,HJW_48_SIR-2_p13.corems,HJW_48_SIR-3_p16.corems,HJW_Blk-1_p05.corems,HJW_Blk-2_p05.corems
C26H19O19N2P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3978320.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H19O19P1S213C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2295713.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2741443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4047515.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H19O22N2P1S117O1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8442596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10325414,NA,NA,NA,NA,NA,12894510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H19O23N1P1S115N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7822121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H19O23N2P1S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31463260,NA,NA,42186624,NA,NA,NA,NA,NA,85894408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19700330,NA,NA,NA,NA,NA,NA,NA,NA,NA,43828640,NA,NA,NA,NA,NA,NA,34085916,NA,NA,NA,NA,NA,NA,NA,NA,88684088,NA,NA,NA,NA,NA,NA,NA,59561376,NA,3243109.5,NA,NA,28197060,39025668,NA,NA,NA,NA,NA,NA,60258524,NA,NA,NA,28039790,NA,75365424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26184342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H19O24N2P1S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3402098.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53470072,8734441
C26H19O4N2P1S1,1443647.4,NA,2871864.3,NA,NA,NA,3113366,NA,3560111.3,3919468.8,NA,2377789.8,1659307.1,NA,NA,NA,NA,NA,1924345.5,NA,1489718,NA,NA,NA,NA,1687938.5,NA,4267933,2130047,NA,1545877.8,NA,NA,3312491.8,NA,NA,NA,1511257,NA,2051381.8,5841524.5,2944975,NA,NA,NA,NA,NA,NA,NA,2139253,1888774.3,NA,NA,NA,1949834.8,NA,1749289,2584559.8,NA,2206780.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1658921.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897506.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859989.1,NA,NA,NA,NA,NA,NA,NA,1033393.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1210770.4,NA,NA,NA,NA,NA
C26H19O4N4P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3897062.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H19O4N4P113C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,927679.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H19O4P1S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1736023.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H19O4P1S2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1391911.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943461.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H19O5N2P1S1,2248918.3,NA,3175613.3,NA,2752473,NA,3972191.3,NA,5694349.5,5388348.5,2333366.3,2896511.8,NA,NA,NA,NA,NA,2088905.4,2024744.3,NA,2231402.3,NA,NA,NA,NA,1975123.6,NA,7014118.5,1677487.5,NA,1729229.1,NA,1916885.8,4599494,NA,NA,1668067.8,1912270.8,1696277.9,2283006,6835903.5,4218988.5,NA,NA,NA,NA,NA,1737051.6,NA,3189541.5,3255542.5,2181332.3,2287648,1984576.5,2854883,NA,2001338.9,3033926.3,NA,2921025.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1241078.9,NA,NA,NA,NA,2551268,NA,NA,NA,NA,1187473.8,NA,NA,NA,NA,1374558.3,NA,NA,1149336.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1611247.4,NA,NA,1572268.8,NA,NA,1031283.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1325755.5,NA,950417.4,NA,NA,NA,1089955,1276519.8,NA,NA,NA,NA,NA,1327626.4,NA,NA,NA,NA,NA,NA,NA,NA,1015123.9,NA,NA,1369107.4,NA,1038444.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,915448.2,NA,NA,NA,NA,NA,NA,NA,1364498.1,NA,NA,2010418.3,NA,1189806.8,NA,NA,NA,NA,1506601.8,1170756.1,NA,NA,NA,NA,NA,NA,1384875.6,NA,NA,1130080.3,NA,NA
C26H19O5N4P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3001257.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H19O5P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,997141.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H19O5P1S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1364652.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,924430.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H19O6N2P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145868.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
