Calibrated m/z,C,H,O,N,S,P,Molecular Formula,Is Isotopologue,Heteroatom Class,Calculated m/z,m/z Error (ppm),MolForm,AI,AI_Mod,DBE_1,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd
427.981176995,18,8,10,1,-9999,1,C18H8O10N1P1,0,N1 P1 O10,427.981306004,-0.301435367,C18H8O10NP,0.999800099950025,0.9998001998002,16,6,10003,31707.9666666667,427.503289389361,0.496710610638843,-1110.44444444444,0.555555555555556,0.444444444444444,0.0555555555555556,0.0555555555555556,1,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,31707.9666666667,9333.81438774211,-0.0550672939802755,-0.0549154210871678,570743.4,168008.658979358
443.976129851,18,8,11,1,-9999,1,C18H8O11N1P1,0,N1 P1 O11,443.976220624,-0.204454887,C18H8O11NP,0.999800079968013,0.999800189819671,16,5,10002,31704.8,443.48038213811,0.51961786189014,-1110.33333333333,0.611111111111111,0.444444444444444,0.0555555555555556,0.0555555555555556,1,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,31704.8,9335.0870370038,-0.055067245320191,-0.0549153402441417,570686.4,168031.566666068
471.982161324,18,8,11,3,-9999,1,C18H8O11N3P1,0,N3 P1 O11,471.982368632,-0.439230057,C18H8O11N3P,0.999900019996001,0.999900074943792,17,6,10001,31695.3,471.455141826173,0.544858173827151,-1110,0.611111111111111,0.444444444444444,0.166666666666667,0.0555555555555556,3,Cond Hydrocarbon,Cond Hydrocarbon,Other,31695.3,9343.34430071724,-0.0550670992817266,-0.0549150632808003,570515.4,168180.19741291
459.935164235,18,8,8,1,2,1,C18H8O8N1P1S2,0,N1 S2 P1 O8,459.935619114,-0.989004871,C18H8O8NS2P,0.666666666666667,0.8,16,8,4,44.4666666666667,459.421596521745,0.5784034782547,0.555555555555555,0.444444444444444,0.444444444444444,0.0555555555555556,0.0555555555555556,1,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,44.4666666666667,-139.764944360192,0.0678759683384947,0.0571765701093213,800.4,-2515.76899848346
446.957704995,18,9,10,-9999,1,1,C18H9O10P1S1,0,S1 P1 O10,446.958128206,-0.946870123,C18H9O10SP,0.5,0.50024975024975,-4984.5,-4994.5,5002.5,47542.8833333333,446.458628028668,0.541371971332069,-1666.05555555556,0.555555555555556,0.5,-555.5,0.0555555555555556,-9999,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,47542.8833333333,-41423.2275289261,-0.0552296784054807,-0.0552601372206129,855771.9,-745618.09552067
458.987505253,18,9,11,2,-9999,1,C18H9O11N2P1,0,N2 P1 O11,458.98711966,0.84009531,C18H9O11N2P,0.999800059982005,0.999800169855623,16,5,10001,31701.6333333333,458.474995704231,0.525004295769406,-1110.22222222222,0.611111111111111,0.5,0.111111111111111,0.0555555555555556,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,31701.6333333333,9338.57934422967,-0.0550671966504066,-0.0549152422339695,570629.4,168094.428196134
506.95443293,18,9,12,2,1,1,C18H9O12N2P1S1,0,N2 S1 P1 O12,506.954105454,0.645966526,C18H9O12N2SP,0,0.75,16,4,0,31.8,506.38836308127,0.611636918730142,1,0.666666666666667,0.5,0.111111111111111,0.0555555555555556,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,31.8,-130.235031385069,0.0747241882934502,0.0624250628716204,572.4,-2344.23056493124
462.970521495,18,9,13,-9999,-9999,1,C18H9O13P1,0,P1 O13,462.970800891,-0.603483989,C18H9O13P,0.749900009999,0.749981257965365,-4984.5,-4997.5,14999.5,79200.05,462.453564474712,0.546435525287791,-2776.83333333333,0.722222222222222,0.5,-555.5,0.0555555555555556,-9999,Other,Cond Hydrocarbon,Phytochemical,79200.05,-31949.3225562646,-0.0553598203031499,-0.0553530790288706,1425600.9,-575087.806012762
510.937278545,18,9,14,-9999,1,1,C18H9O14P1S1,0,S1 P1 O14,510.937786685,-0.994522802,C18H9O14SP,0.499800019998,0.500149880095923,-4984.5,-4998.5,4998.5,47530.2166666667,510.366761415275,0.63323858472495,-1665.61111111111,0.777777777777778,0.5,-555.5,0.0555555555555556,-9999,Other,Cond Hydrocarbon,Phytochemical,47530.2166666667,-41418.1369318793,-0.0552295916877615,-0.0552600683424712,855543.9,-745526.464773828
522.966276696,18,9,15,2,-9999,1,C18H9O15N2P1,0,N2 P1 O15,522.966778139,-0.958842439,C18H9O15N2P,0.999799979998,0.999800129915555,16,1,9997,31688.9666666667,522.382327879478,0.617672120522457,-1109.77777777778,0.833333333333333,0.5,0.111111111111111,0.0555555555555556,2,Other,Cond Hydrocarbon,Phytochemical,31688.9666666667,9343.66994127644,-0.0550670018742123,-0.0549149185584625,570401.4,168186.058942976
558.904535706,18,9,15,-9999,2,1,C18H9O15P1S2,0,S2 P1 O15,558.904772479,-0.423637017,C18H9O15S2P,0.499699969997,0.500074951281667,-4984.5,-4999.5,4996.5,47523.8833333333,558.28045790841,0.719542091590483,-1665.38888888889,0.833333333333333,0.5,-555.5,0.0555555555555556,-9999,Other,Cond Hydrocarbon,Phytochemical,47523.8833333333,-41417.8112913201,-0.0552295483115926,-0.0552600375437768,855429.9,-745520.603243762
574.899788611,18,9,16,-9999,2,1,C18H9O16P1S2,0,S2 P1 O16,574.899687098,0.176574567,C18H9O16S2P,0.499649929985997,0.500049970017989,-4984.5,-5000.5,4995.5,47520.7166666667,574.257850371121,0.742149628879247,-1665.27777777778,0.888888888888889,0.5,-555.5,0.0555555555555556,-9999,Other,Cond Hydrocarbon,Phytochemical,47520.7166666667,-41416.5386420584,-0.0552295266191788,-0.0552600203156316,855372.9,-745497.695557052
586.928867719,18,9,17,2,1,1,C18H9O17N2P1S1,0,N2 S1 P1 O17,586.928678552,0.322298778,C18H9O17N2SP,0,0.636363636363636,16,-1,-5,15.9666666666667,586.273497701926,0.726502298074024,1.55555555555556,0.944444444444444,0.5,0.111111111111111,0.0555555555555556,2,Other,Cond Hydrocarbon,Phytochemical,15.9666666666667,-123.871785076612,0.0851540176886854,0.0672473769764248,287.4,-2229.69213137901
407.018463397,18,9,6,4,-9999,1,C18H9O6N4P1,0,N4 P1 O6,407.018694571,-0.567968718,C18H9O6N4P,0.999900059964022,0.999900089919073,17,11,10005,31707.9666666667,406.563982944637,0.436017055363152,-1110.44444444444,0.333333333333333,0.5,0.222222222222222,0.0555555555555556,4,Cond Hydrocarbon,Cond Hydrocarbon,Other,31707.9666666667,9340.47336163464,-0.0550672939802755,-0.054915369670222,570743.4,168128.520509424
426.979715852,18,9,7,2,1,1,C18H9O7N2P1S1,0,N2 S1 P1 O7,426.979532356,0.429753758,C18H9O7N2SP,0.714285714285714,0.80952380952381,16,9,5,47.6333333333333,426.50294648682,0.497053513179878,0.444444444444445,0.388888888888889,0.5,0.111111111111111,0.0555555555555556,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,47.6333333333333,-136.598277693526,0.0663403107145587,0.057545345651912,857.4,-2458.76899848346
442.974178428,18,9,8,2,1,1,C18H9O8N2P1S1,0,N2 S1 P1 O8,442.974446976,-0.606237524,C18H9O8N2SP,0.666666666666667,0.8,16,8,4,44.4666666666667,442.47954950302,0.520450496980175,0.555555555555555,0.444444444444444,0.5,0.111111111111111,0.0555555555555556,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,44.4666666666667,-135.325628431834,0.0678759683384946,0.0584955949638508,800.4,-2435.86131177302
458.968902819,18,9,9,2,1,1,C18H9O9N2P1S1,0,N2 S1 P1 O9,458.969361596,-0.999580702,C18H9O9N2SP,0.6,0.789473684210526,16,7,3,41.3,458.456414041875,0.543585958125391,0.666666666666667,0.5,0.5,0.111111111111111,0.0555555555555556,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,41.3,-134.052979170143,0.0694784488255113,0.0594613742773918,743.4,-2412.95362506257
460.973334239,19,11,10,-9999,1,1,C19H11O10P1S1,0,S1 P1 O10,460.973778271,-0.963247602,C19H11O10SP,0.499950029982011,0.500199780241734,-4984.5,-4994.5,5002.5,45046.8,460.458607295844,0.541392704155726,-1578.47368421053,0.526315789473684,0.578947368421053,-526.263157894737,0.0526315789473684,-9999,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,45046.8,-39251.6038117977,-0.0523057729787738,-0.0523362208023084,855889.2,-745780.472424156
520.970184458,19,11,12,2,1,1,C19H11O12N2P1S1,0,N2 S1 P1 O12,520.969755519,0.823347078,C19H11O12N2SP,0,0.666666666666667,16,4,0,36.3,520.388464495903,0.611535504097333,0.842105263157895,0.631578947368421,0.578947368421053,0.105263157894737,0.0526315789473684,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,36.3,-131.926708864094,0.0683561507791315,0.0578388993614061,689.7,-2506.60746841779
476.986672671,19,11,13,-9999,-9999,1,C19H11O13P1,0,P1 O13,476.986450955,0.46482685,C19H11O13P,0.749862520621907,0.749943776706065,-4984.5,-4997.5,14999.5,75037.8,476.454065091095,0.545934908905394,-2630.78947368421,0.684210526315789,0.578947368421053,-526.263157894737,0.0526315789473684,-9999,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,75037.8,-30276.3254166447,-0.0524358693773377,-0.0524291306971935,1425718.2,-575250.182916249
508.958970583,19,11,13,-9999,1,1,C19H11O13P1S1,0,S1 P1 O13,508.958522129,0.881120449,C19H11O13SP,0.499800059982005,0.500124881362705,-4984.5,-4997.5,4999.5,45037.8,508.390662449619,0.609337550381213,-1578.15789473684,0.684210526315789,0.578947368421053,-526.263157894737,0.0526315789473684,-9999,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,45037.8,-39247.9868086329,-0.0523057079732214,-0.0523361691677618,855718.2,-745711.749364025
520.987614948,19,11,14,2,-9999,1,C19H11O14N2P1,0,N2 P1 O14,520.987513583,0.194562086,C19H11O14N2P,0.999700029997,0.999700239808153,16,2,9998,30030.3,520.405875522862,0.594124477138052,-1051.57894736842,0.736842105263158,0.578947368421053,0.105263157894737,0.0526315789473684,2,Other,Cond Hydrocarbon,Phytochemical,30030.3,8842.14601856731,-0.0521432339119657,-0.0519913058171301,570575.7,168000.774352779
536.982448243,19,11,15,2,-9999,1,C19H11O15N2P1,0,N2 P1 O15,536.982428203,0.037320002,C19H11O15N2P,0.9997,0.999700224831376,16,1,9997,30027.3,536.382848844114,0.617151155886404,-1051.47368421053,0.789473684210526,0.578947368421053,0.105263157894737,0.0526315789473684,2,Other,Cond Hydrocarbon,Phytochemical,30027.3,8843.35168628891,-0.0521431852352437,-0.0519912249390745,570518.7,168023.682039489
564.988367502,19,11,15,4,-9999,1,C19H11O15N4P1,0,N4 P1 O15,564.988576212,-0.369405943,C19H11O15N4P,0.999799959991998,0.999800109939533,17,2,9996,30018.3,564.357496443476,0.642503556524389,-1051.15789473684,0.789473684210526,0.578947368421053,0.210526315789474,0.0526315789473684,4,Other,Cond Hydrocarbon,Other,30018.3,8851.17435717532,-0.052143039146837,-0.0519909478556909,570347.7,168172.312786331
508.975880739,19,11,15,-9999,-9999,1,C19H11O15P1,0,P1 O15,508.976280194,-0.784821739,C19H11O15P,0.749837508124594,0.749931279206337,-4984.5,-4999.5,14997.5,75031.8,508.407553723588,0.592446276412488,-2630.57894736842,0.789473684210526,0.578947368421053,-526.263157894737,0.0526315789473684,-9999,Other,Cond Hydrocarbon,Phytochemical,75031.8,-30273.9140812015,-0.0524358537417828,-0.0524291145261505,1425604.2,-575204.367542828
588.914848614,19,11,16,-9999,2,1,C19H11O16P1S2,0,S2 P1 O16,588.915337163,-0.829574129,C19H11O16S2P,0.499599959996,0.5,-4984.5,-5000.5,4995.5,45025.8,588.257261032917,0.742738967083255,-1577.73684210526,0.842105263157895,0.578947368421053,-526.263157894737,0.0526315789473684,-9999,Other,Cond Hydrocarbon,Phytochemical,45025.8,-39245.2669716073,-0.0523056212587896,-0.0523361039449692,855490.2,-745660.072460538
600.943969502,19,11,17,2,1,1,C19H11O17N2P1S1,0,N2 S1 P1 O17,600.944328617,-0.597584454,C19H11O17N2SP,0,0.538461538461538,16,-1,-5,21.3,600.27295009707,0.727049902930048,1.36842105263158,0.894736842105263,0.578947368421053,0.105263157894737,0.0526315789473684,2,Other,Cond Hydrocarbon,Phytochemical,21.3,-125.898370256083,0.0771014959425928,0.0622837141356259,404.7,-2392.06903486557
584.967602411,19,11,18,2,-9999,1,C19H11O18N2P1,0,N2 P1 O18,584.967172062,0.735680452,C19H11O18N2P,0.999699909972992,0.999700179892065,16,-2,9994,30018.3,584.31442236029,0.685577639709891,-1051.15789473684,0.947368421052632,0.578947368421053,0.105263157894737,0.0526315789473684,2,Other,Cond Hydrocarbon,Phytochemical,30018.3,8846.96868945372,-0.052143039146837,-0.0519909821822651,570347.7,168092.405099621
556.961189638,19,11,18,-9999,-9999,1,C19H11O18P1,0,P1 O18,556.961024053,0.297300379,C19H11O18P,0.749799979998,0.749912530614285,-4984.5,-5002.5,14994.5,75022.8,556.33928179799,0.660718202010003,-2630.26315789474,0.947368421052632,0.578947368421053,-526.263157894737,0.0526315789473684,-9999,Other,Cond Hydrocarbon,Phytochemical,75022.8,-30270.2970780367,-0.0524358302837655,-0.0524290902647416,1425433.2,-575135.644482697
620.905513694,19,11,18,-9999,2,1,C19H11O18P1S2,0,S2 P1 O18,620.905166402,0.559331892,C19H11O18S2P,0.499499849954986,0.499950029982011,-4984.5,-5002.5,4993.5,45019.8,620.212205050497,0.787794949502882,-1577.52631578947,0.947368421052632,0.578947368421053,-526.263157894737,0.0526315789473684,-9999,Other,Cond Hydrocarbon,Phytochemical,45019.8,-39242.8556361641,-0.0523055778842653,-0.0523360694966998,855376.2,-745614.257087117
393.010327025,19,11,4,2,1,1,C19H11O4N2P1S1,0,N2 S1 P1 O4,393.010438562,-0.283801065,C19H11O4N2SP,0.727272727272727,0.769230769230769,16,12,8,60.3,392.571488182853,0.428511817147296,0,0.210526315789474,0.578947368421053,0.105263157894737,0.0526315789473684,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,60.3,-141.572050636913,0.0608927823897082,0.0511147514179975,1145.7,-2689.86896210135
377.033081774,19,11,5,2,-9999,1,C19H11O5N2P1,0,N2 P1 O5,377.033282007,-0.531076041,C19H11O5N2P,0.9997002997003,0.999700374531835,16,11,10007,30057.3,376.612083266634,0.387916733365955,-1052.52631578947,0.263157894736842,0.578947368421053,0.105263157894737,0.0526315789473684,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,30057.3,8831.29500907289,-0.0521436715662235,-0.0519920328013177,571088.7,167794.605172385
412.97141491,19,11,5,-9999,2,1,C19H11O5P1S2,0,S2 P1 O5,412.971276347,0.335527138,C19H11O5S2P,0.50014985014985,0.500274656679151,-4984.5,-4989.5,5006.5,45058.8,412.510287338796,0.489712661203725,-1578.89473684211,0.263157894736842,0.578947368421053,-526.263157894737,0.0526315789473684,-9999,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,45058.8,-39258.5293165449,-0.0523058596125111,-0.0523362932669804,856117.2,-745912.057014353
393.028121042,19,11,6,2,-9999,1,C19H11O6N2P1,0,N2 P1 O6,393.028196627,-0.192314184,C19H11O6N2P,0.999700269757218,0.999700359568518,16,10,10006,30054.3,392.589262330894,0.410737669105629,-1052.42105263158,0.315789473684211,0.578947368421053,0.105263157894737,0.0526315789473684,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,30054.3,8832.50067679449,-0.0521436229767148,-0.0519919521068319,571031.7,167817.512859095
421.034638523,19,11,6,4,-9999,1,C19H11O6N4P1,0,N4 P1 O6,421.034344636,0.698013596,C19H11O6N4P,0.999800139902069,0.9998001998002,17,11,10005,30045.3,420.564507484276,0.435492515723524,-1052.10526315789,0.315789473684211,0.578947368421053,0.210526315789474,0.0526315789473684,4,Cond Hydrocarbon,Cond Hydrocarbon,Other,30045.3,8840.3233476809,-0.0521434771501043,-0.0519916756525228,570860.7,167966.143605937
396.993920346,19,11,6,-9999,1,1,C19H11O6P1S1,0,S1 P1 O6,396.994119792,-0.502392009,C19H11O6SP,0.50014985014985,0.500299610506342,-4984.5,-4990.5,5006.5,45058.8,396.550633387963,0.449366612037295,-1578.89473684211,0.315789473684211,0.578947368421053,-526.263157894737,0.0526315789473684,-9999,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,45058.8,-39256.4264826841,-0.0523058596125111,-0.0523362896202987,856117.2,-745872.103170998
440.995248456,19,11,7,2,1,1,C19H11O7N2P1S1,0,N2 S1 P1 O7,440.995182421,0.149741616,C19H11O7N2SP,0.625,0.739130434782609,16,9,5,51.3,440.502829221906,0.497170778094471,0.315789473684211,0.368421052631579,0.578947368421053,0.105263157894737,0.0526315789473684,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,51.3,-137.955047472106,0.061980916173765,0.0535246525502071,974.7,-2621.14590197002
437.029232585,19,11,7,4,-9999,1,C19H11O7N4P1,0,N4 P1 O7,437.029259255,-0.061025729,C19H11O7N4P,0.999800119928043,0.999800189819671,17,10,10004,30042.3,436.541241839658,0.4587581603422,-1052,0.368421052631579,0.578947368421053,0.210526315789474,0.0526315789473684,4,Cond Hydrocarbon,Cond Hydrocarbon,Other,30042.3,8841.5290154025,-0.0521434285218631,-0.05199159486788,570803.7,167989.051292647
412.988730075,19,11,7,-9999,1,1,C19H11O7P1S1,0,S1 P1 O7,412.989034412,-0.736912589,C19H11O7SP,0.500099910080927,0.500274656679151,-4984.5,-4991.5,5005.5,45055.8,412.527583169528,0.472416830471673,-1578.78947368421,0.368421052631579,0.578947368421053,-526.263157894737,0.0526315789473684,-9999,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,45055.8,-39255.2208149625,-0.0523058379583964,-0.0523362724188078,856060.2,-745849.195484287
444.960703391,19,11,7,-9999,2,1,C19H11O7P1S2,0,S2 P1 O7,444.961105586,-0.903888519,C19H11O7S2P,0.500049960031974,0.500224741547221,-4984.5,-4991.5,5004.5,45052.8,444.463856294499,0.536143705500649,-1578.68421052632,0.368421052631579,0.578947368421053,-526.263157894737,0.0526315789473684,-9999,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,45052.8,-39256.1179811017,-0.0523058163014023,-0.0523362588628441,856003.2,-745866.241640932
425.017797269,19,11,8,2,-9999,1,C19H11O8N2P1,0,N2 P1 O8,425.018025866,-0.537852773,C19H11O8N2P,0.999700209853103,0.999700329637399,16,8,10004,30048.3,424.543218599637,0.456781400363184,-1052.21052631579,0.421052631578947,0.578947368421053,0.105263157894737,0.0526315789473684,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,30048.3,8834.9120122377,-0.0521435257686581,-0.0519917906567553,570917.7,167863.328232516
456.989826079,19,11,8,2,1,1,C19H11O8N2P1S1,0,N2 S1 P1 O8,456.99009704,-0.592926704,C19H11O8N2SP,0.571428571428571,0.727272727272727,16,8,4,48.3,456.479547156643,0.520452843357248,0.421052631578947,0.421052631578947,0.578947368421053,0.105263157894737,0.0526315789473684,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,48.3,-136.749379750504,0.0625501844011528,0.0543604767626525,917.7,-2598.23821525957
472.985013756,19,11,9,2,1,1,C19H11O9N2P1S1,0,N2 S1 P1 O9,472.98501166,0.004430612,C19H11O9N2SP,0.5,0.714285714285714,16,7,3,45.3,472.456874464188,0.543125535811782,0.526315789473684,0.473684210526316,0.578947368421053,0.105263157894737,0.0526315789473684,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,45.3,-135.543712028901,0.0639146995505806,0.0552112839292337,860.7,-2575.33052854913
443.977278037,19,12,6,1,2,1,C19H12O6N1P1S2,0,N1 S2 P1 O6,443.977090004,0.423520115,C19H12O6NS2P,0.555555555555556,0.666666666666667,15,9,5,57.3,443.481529042035,0.518470957964837,0.105263157894737,0.315789473684211,0.631578947368421,0.0526315789473684,0.0526315789473684,1,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,57.3,-144.572050636913,0.061297312659892,0.050922616660528,1088.7,-2746.86896210135
459.023642924,19,13,10,2,-9999,1,C19H13O10N2P1,0,N2 P1 O10,459.02350517,0.300101989,C19H13O10N2P,0.99960019990005,0.9996003996004,15,5,10001,30045.3,458.511093023584,0.488906976415649,-1052.10526315789,0.526315789473684,0.684210526315789,0.105263157894737,0.0526315789473684,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,30045.3,8836.1176799593,-0.0521434771501043,-0.0519917099011491,570860.7,167886.235919227
490.995644114,19,13,10,2,1,1,C19H13O10N2P1S1,0,N2 S1 P1 O10,490.995576344,0.13802657,C19H13O10N2SP,0.2,0.6,15,5,1,45.3,490.447393991431,0.552606008569001,0.526315789473684,0.526315789473684,0.684210526315789,0.105263157894737,0.0526315789473684,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,45.3,-135.543712028901,0.0639146995505806,0.0552112839292337,860.7,-2575.33052854913
462.989028249,19,13,10,-9999,1,1,C19H13O10P1S1,0,S1 P1 O10,462.989428335,-0.864137458,C19H13O10SP,0.499850089946032,0.500099890120867,-4985.5,-4995.5,5001.5,45049.8,462.472050563905,0.527949436094673,-1578.57894736842,0.526315789473684,0.684210526315789,-526.263157894737,0.0526315789473684,-9999,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,45049.8,-39252.8094795193,-0.0523057946415283,-0.052336238009813,855946.2,-745803.380110867
507.008384763,19,13,13,2,-9999,1,C19H13O13N2P1,0,N2 P1 O13,507.008249028,0.267716614,C19H13O13N2P,0.999600079984003,0.999600339711245,15,2,9998,30036.3,506.442254671171,0.557745328828901,-1051.78947368421,0.684210526315789,0.684210526315789,0.105263157894737,0.0526315789473684,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,30036.3,8839.73468312411,-0.0521433312363067,-0.0519914675119662,570689.7,167954.958979358
538.980172227,19,13,13,2,1,1,C19H13O13N2P1S1,0,N2 S1 P1 O13,538.980320203,-0.274546786,C19H13O13N2SP,0,0.529411764705882,15,2,-2,36.3,538.378342151666,0.621657848333825,0.842105263157895,0.684210526315789,0.684210526315789,0.105263157894737,0.0526315789473684,2,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,36.3,-131.926708864094,0.0683561507791315,0.0578388993614061,689.7,-2506.60746841779
479.00193878,19,13,13,-9999,-9999,1,C19H13O13P1,0,P1 O13,479.002101019,-0.338702938,C19H13O13P,0.749812528120782,0.749893800444789,-4985.5,-4998.5,14998.5,75040.8,478.467080935954,0.532919064046325,-2630.89473684211,0.684210526315789,0.684210526315789,-526.263157894737,0.0526315789473684,-9999,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical,75040.8,-30277.5310843663,-0.0524358771941785,-0.0524291387817464,1425775.2,-575273.09060296
523.003011131,19,13,14,2,-9999,1,C19H13O14N2P1,0,N2 P1 O14,523.003163648,-0.291618117,C19H13O14N2P,0.999600039996,0.999600319744205,15,1,9997,30033.3,522.419021296479,0.580978703520714,-1051.68421052632,0.736842105263158,0.684210526315789,0.105263157894737,0.0526315789473684,2,Other,Cond Hydrocarbon,Phytochemical,30033.3,8840.94035084571,-0.0521432825789858,-0.0519913866747581,570632.7,167977.866666068
551.009438932,19,13,14,4,-9999,1,C19H13O14N4P1,0,N4 P1 O14,551.009311657,0.23098474,C19H13O14N4P,0.999699969997,0.999700179892065,16,2,9996,30024.3,550.394176869999,0.605823130001113,-1051.36842105263,0.736842105263158,0.684210526315789,0.210526315789474,0.0526315789473684,4,Other,Cond Hydrocarbon,Other,30024.3,8848.76302173212,-0.0521431365488169,-0.0519911097313542,570461.7,168126.49741291
494.996824863,19,13,14,-9999,-9999,1,C19H13O14P1,0,P1 O14,494.997015639,-0.385408632,C19H13O14P,0.749800019998,0.749887550602229,-4985.5,-4999.5,14997.5,75037.8,494.444106986262,0.555893013738284,-2630.78947368421,0.736842105263158,0.684210526315789,-526.263157894737,0.0526315789473684,-9999,Other,Cond Hydrocarbon,Phytochemical,75037.8,-30276.3254166447,-0.0524358693773378,-0.0524291306971936,1425718.2,-575250.182916249
526.969274341,19,13,14,-9999,1,1,C19H13O14P1S1,0,S1 P1 O14,526.969086813,0.355861026,C19H13O14SP,0.499650069986003,0.5,-4985.5,-4999.5,4997.5,45037.8,526.380855741546,0.619144258453957,-1578.15789473684,0.736842105263158,0.684210526315789,-526.263157894737,0.0526315789473684,-9999,Other,Cond Hydrocarbon,Phytochemical,45037.8,-39247.9868086329,-0.0523057079732214,-0.0523361691677618,855718.2,-745711.749364025
586.965143438,19,13,16,2,1,1,C19H13O16N2P1S1,0,N2 S1 P1 O16,586.965064061,0.135231529,C19H13O16N2SP,0,0.428571428571429,15,-1,-5,27.3,586.309732915134,0.690267084865809,1.15789473684211,0.842105263157895,0.684210526315789,0.105263157894737,0.0526315789473684,2,Other,Cond Hydrocarbon,Phytochemical,27.3,-128.309705699287,0.0733835281295747,0.0605241604026532,518.7,-2437.88440828646
558.95853138,19,13,16,-9999,1,1,C19H13O16P1S1,0,S1 P1 O16,558.958916053,-0.688195219,C19H13O16SP,0.49955,0.499950039968026,-4985.5,-5001.5,4995.5,45031.8,558.334393290358,0.665606709642475,-1577.94736842105,0.842105263157895,0.684210526315789,-526.263157894737,0.0526315789473684,-9999,Other,Cond Hydrocarbon,Phytochemical,45031.8,-39245.5754731897,-0.0523056646217734,-0.0523361347346998,855604.2,-745665.933990604
542.98130583,19,13,17,-9999,-9999,1,C19H13O17P1,0,P1 O17,542.981759498,-0.835511145,C19H13O17P,0.749762488124406,0.7498687992003,-4985.5,-5002.5,14994.5,75028.8,542.375008053141,0.624991946859382,-2630.47368421053,0.894736842105263,0.684210526315789,-526.263157894737,0.0526315789473684,-9999,Other,Cond Hydrocarbon,Phytochemical,75028.8,-30272.7084134799,-0.0524358459230685,-0.0524291064396602,1425547.2,-575181.459856118
606.925635646,19,13,17,-9999,2,1,C19H13O17P1S2,0,S2 P1 O17,606.925901847,-0.438605482,C19H13O17S2P,0.499449889977996,0.499875081197222,-4985.5,-5002.5,4993.5,45025.8,606.247937059216,0.752062940784072,-1577.73684210526,0.894736842105263,0.684210526315789,-526.263157894737,0.0526315789473684,-9999,Other,Cond Hydrocarbon,Phytochemical,45025.8,-39245.2669716073,-0.0523056212587896,-0.0523361039449692,855490.2,-745660.072460538
618.954616914,19,13,18,2,1,1,C19H13O18N2P1S1,0,N2 S1 P1 O18,618.954893301,-0.446537223,C19H13O18N2SP,0,0.333333333333333,15,-3,-7,21.3,618.26348665927,0.736513340729857,1.36842105263158,0.947368421052632,0.684210526315789,0.105263157894737,0.0526315789473684,2,Other,Cond Hydrocarbon,Phytochemical,21.3,-125.898370256083,0.0771014959425927,0.0622837141356259,404.7,-2392.06903486557
558.976957246,19,13,18,-9999,-9999,1,C19H13O18P1,0,P1 O18,558.976674117,0.506512985,C19H13O18P,0.7497499749975,0.749862548108162,-4985.5,-5003.5,14993.5,75025.8,558.352798581871,0.647201418129043,-2630.36842105263,0.947368421052632,0.684210526315789,-526.263157894737,0.0526315789473684,-9999,Other,Cond Hydrocarbon,Phytochemical,75025.8,-30271.5027457583,-0.0524358381037294,-0.0524290983525239,1425490.2,-575158.552169407
