Calibrated m/z,C,H,O,N,S,P,Molecular Formula,Is Isotopologue,Heteroatom Class,Calculated m/z,m/z Error (ppm)
423.066291484836,29,12,4,NA,NA,NA,C29H12O4,0,O4,423.066282412719,0.0214437253524549
451.072599945894,29,12,4,2,NA,NA,C29H12O4N2,0,N2 O4,451.072430421579,0.375825040936881
483.044290711317,29,12,4,2,1,NA,C29H12O4N2S1,0,N2 S1 O4,483.044501595979,-0.436573983434173
467.066979826461,29,12,5,2,NA,NA,C29H12O5N2,0,N2 O5,467.067345041149,-0.781931538619786
499.039457257237,29,12,5,2,1,NA,C29H12O5N2S1,0,N2 S1 O5,499.039416215549,0.0822413761612763
483.062652336193,29,12,6,2,NA,NA,C29H12O6N2,0,N2 O6,483.062259660719,0.812887916607366
499.057130878943,29,12,7,2,NA,NA,C29H12O7N2,0,N2 O7,499.057174280289,-0.0869666811419179
563.994382010759,29,12,8,1,1,1,C29H12O8N1P1S1,0,N1 S1 P1 O8,563.994848068249,-0.826350616239851
515.052035488381,29,12,8,2,NA,NA,C29H12O8N2,0,N2 O8,515.052088899859,-0.103701120189916
543.058662263672,29,12,8,4,NA,NA,C29H12O8N4,0,N4 O8,543.058236908719,0.783258449754473
531.0468271797,29,12,9,2,NA,NA,C29H12O9N2,0,N2 O9,531.047003519429,-0.332060490904925
611.013433144259,29,13,12,2,NA,1,C29H13O12N2P1,0,N2 P1 O12,611.013334408789,0.161592987560622
642.985346731101,29,13,12,2,1,1,C29H13O12N2P1S1,0,N2 S1 P1 O12,642.985405583189,-0.091529430935627
630.97423727478,29,13,13,NA,1,1,C29H13O13P1S1,0,S1 P1 O13,630.974172193899,0.103143493641447
706.007176598525,29,13,19,3,NA,NA,C29H13O19N3,0,N3 O19,706.007048751789,0.181084220139349
454.036160736985,29,13,1,1,2,NA,C29H13O1N1S2,0,N1 S2 O1,454.036579939469,-0.923279097805377
741.962825070283,29,13,21,1,1,NA,C29H13O21N1S1,0,N1 S1 O21,741.962801156469,0.0322304754318797
742.956355780923,29,13,22,NA,NA,1,C29H13O22P1,0,P1 O22,742.956332595629,0.0312068060025714
515.026106902348,29,13,4,2,1,1,C29H13O4N2P1S1,0,N2 S1 P1 O4,515.026088626629,0.0354850351227566
455.047904153,29,13,4,-9999,-9999,1,C29H13O4P1,0,P1 O4,455.047869443,0.076276308
468.051473676,29,13,4,-9999,-9999,1,C29H13O4P113C1,1,13C1 P1 O4,468.051224278,0.532842825
487.020052479258,29,13,4,NA,1,1,C29H13O4P1S1,0,S1 P1 O4,487.019940617769,0.229685643948121
500.023255067954,29,13,4,NA,1,1,C29H13O4P1S113C1,1,13C1 S1 P1 O4,500.023295452839,-0.0807660068905315
518.992067552301,29,13,4,NA,2,1,C29H13O4P1S2,0,S2 P1 O4,518.992011792169,0.107439287128489
471.042936698,29,13,5,-9999,-9999,1,C29H13O5P1,0,P1 O5,471.042784063,0.324036667
484.046318221,29,13,5,-9999,-9999,1,C29H13O5P113C1,1,13C1 P1 O5,484.046138898,0.37046687
543.050535502,29,13,6,4,-9999,1,C29H13O6N4P1,0,N4 P1 O6,543.0499947,0.995860012
487.037876243,29,13,6,-9999,-9999,1,C29H13O6P1,0,P1 O6,487.037698683,0.36457276
500.041150766,29,13,6,-9999,-9999,1,C29H13O6P113C1,1,13C1 P1 O6,500.041053518,0.194480734
550.005814191555,29,13,7,1,2,NA,C29H13O7N1S2,0,N1 S2 O7,550.006067656889,-0.460840978027293
503.032927789,29,13,7,-9999,-9999,1,C29H13O7P1,0,P1 O7,503.032613302,0.625181106
582.971285054746,29,13,8,NA,2,1,C29H13O8P1S2,0,S2 P1 O8,582.971670270449,-0.660779455127083
549.057692843127,29,14,10,2,NA,NA,C29H14O10N2,0,N2 O10,549.057568203459,0.227006556103866
581.029328883504,29,14,10,2,1,NA,C29H14O10N2S1,0,N2 S1 O10,581.029639377859,-0.534386430408698
565.052868111034,29,14,11,2,NA,NA,C29H14O11N2,0,N2 O11,565.052482823029,0.681862334945697
644.991643328078,29,14,12,2,2,NA,C29H14O12N2S2,0,N2 S2 O12,644.991539791399,0.160524087648938
597.042745217502,29,14,13,2,NA,NA,C29H14O13N2,0,N2 O13,597.042312062169,0.725501901825066
689.027961775043,29,14,17,4,NA,NA,C29H14O17N4,0,N4 O17,689.028118549309,-0.22752956276008
742.956893264069,29,14,18,2,1,NA,C29H14O18N2S134S1,1,N2 S1 34S1 O18,742.956823338419,0.0941180540427383
740.961305052913,29,14,18,2,2,NA,C29H14O18N2S2,0,N2 S2 O18,740.961027508819,0.374573133271068
437.074990999287,29,14,1,2,1,NA,C29H14O1N2S1,0,N2 S1 O1,437.075407801729,-0.95361677699415
450.078315094832,29,14,1,2,1,NA,C29H14O1N2S113C1,1,13C1 N2 S1 O1,450.078762636799,-0.994363662861266
469.047463504433,29,14,1,2,2,NA,C29H14O1N2S2,0,N2 S2 O1,469.047478976129,-0.0329853527330821
422.072317856699,29,14,1,NA,1,NA,C29H14O1S113C1,1,13C1 S1 O1,422.072614627939,-0.703128395348154
393.092266492704,29,14,2,NA,NA,NA,C29H14O2,0,O2,393.092103238039,0.415308940673771
681.000197560009,29,14,20,NA,NA,NA,C29H14O20,0,O20,681.000566390299,-0.54160056272321
741.971609236391,29,14,21,NA,1,NA,C29H14O21S113C1,1,13C1 S1 O21,741.970907019339,0.946421274584179
788.963204579208,29,14,23,2,1,NA,C29H14O23N2S1,0,N2 S1 O23,788.963529432269,-0.411746613098212
789.984753600517,29,14,24,2,NA,NA,C29H14O24N217O1,1,N2 O24 17O1,789.985504633939,-0.950692661754466
788.982042340367,29,14,25,2,NA,NA,C29H14O25N2,0,N2 O25,788.981287497009,0.956731636170674
453.069884482044,29,14,2,2,1,NA,C29H14O2N2S1,0,N2 S1 O2,453.070322421299,-0.966603269435749
466.073323118894,29,14,2,2,1,NA,C29H14O2N2S113C1,1,13C1 N2 S1 O2,466.073677256369,-0.759831529576994
409.086742866708,29,14,3,NA,NA,NA,C29H14O3,0,O3,409.087017857609,-0.672206374335428
469.065014393229,29,14,3,2,1,NA,C29H14O3N2S1,0,N2 S1 O3,469.065237040869,-0.474662418432402
482.068694665245,29,14,3,2,1,NA,C29H14O3N2S113C1,1,13C1 N2 S1 O3,482.068591875939,0.213225476900562
501.037141592521,29,14,3,2,2,NA,C29H14O3N2S2,0,N2 S2 O3,501.037308215269,-0.332555571424138
465.099538873783,29,14,3,4,NA,NA,C29H14O3N4,0,N4 O3,465.099313875329,0.483764322282516
425.082010291293,29,14,4,NA,NA,NA,C29H14O4,0,O4,425.081932477179,0.183056743594343
470.058769388,29,14,4,1,-9999,1,C29H14O4N1P1,0,N1 P1 O4,470.05876848,0.001931452
453.08786580939,29,14,4,2,NA,NA,C29H14O4N2,0,N2 O4,453.088080486039,-0.473807761785914
466.091409873324,29,14,4,2,NA,NA,C29H14O4N213C1,1,13C1 N2 O4,466.091435321109,-0.0545982674066439
485.06028386436,29,14,4,2,1,NA,C29H14O4N2S1,0,N2 S1 O4,485.060151660439,0.272551600816977
454.080201820757,29,14,5,NA,NA,NA,C29H14O513C1,1,13C1 O5,454.080201931819,-0.000244586451929738
486.053934120626,29,14,5,1,NA,1,C29H14O5N1P1,0,N1 P1 O5,486.053683099599,0.516447124633522
469.083337790351,29,14,5,2,NA,NA,C29H14O5N2,0,N2 O5,469.082995105609,0.730541814281244
485.078284110572,29,14,6,2,NA,NA,C29H14O6N2,0,N2 O6,485.077909725179,0.771804663151372
501.072531938273,29,14,7,2,NA,NA,C29H14O7N2,0,N2 O7,501.072824344749,-0.583560835528031
565.017024376853,29,14,7,2,2,NA,C29H14O7N2S2,0,N2 S2 O7,565.016966693549,0.102091277444661
517.06753997253,29,14,8,2,NA,NA,C29H14O8N2,0,N2 O8,517.067738964319,-0.384846653178088
530.070793956619,29,14,8,2,NA,NA,C29H14O8N213C1,1,13C1 N2 O8,530.071093799389,-0.565665198222415
533.062497575235,29,14,9,2,NA,NA,C29H14O9N2,0,N2 O9,533.062653583889,-0.292664760613212
546.065827224639,29,14,9,2,NA,NA,C29H14O9N213C1,1,13C1 N2 O9,546.066008418959,-0.331817613830021
632.971637324,29,15,11,-9999,2,1,C29H15O11P1S2,0,S2 P1 O11,632.972064194,-0.674389027
740.970059850465,29,15,18,2,1,1,C29H15O18N2P1S1,0,N2 S1 P1 O18,740.970543365069,-0.65254227483989
680.992074156423,29,15,18,NA,NA,1,C29H15O18P1,0,P1 O18,680.992324181809,-0.367148611582653
741.963356729401,29,15,19,NA,1,1,C29H15O19P1S113C1,1,13C1 S1 P1 O19,741.962664810849,0.932551709900608
744.954313287,29,15,20,-9999,1,1,C29H15O20P1S1,0,S1 P1 O20,744.954224595,0.119056661
788.955397592577,29,15,21,2,1,1,C29H15O21N2P1S1,0,N2 S1 P1 O21,788.955287223779,0.13989233627458
789.97711782686,29,15,22,2,NA,1,C29H15O22N2P117O1,1,N2 P1 O22 17O1,789.977262425449,-0.183041456467186
788.973393557712,29,15,23,2,NA,1,C29H15O23N2P1,0,N2 P1 O23,788.973045288519,0.441420901700336
517.041738724,29,15,4,2,1,1,C29H15O4N2P1S1,0,N2 S1 P1 O4,517.041738691,6.4312e-05
457.063570884,29,15,4,-9999,-9999,1,C29H15O4P1,0,P1 O4,457.063519508,0.112405186
470.067023407,29,15,4,-9999,-9999,1,C29H15O4P113C1,1,13C1 P1 O4,470.066874343,0.317113179
489.03518662079,29,15,4,NA,1,1,C29H15O4P1S1,0,S1 P1 O4,489.035590682229,-0.826241375236914
473.05861843,29,15,5,-9999,-9999,1,C29H15O5P1,0,P1 O5,473.058434127,0.389596918
486.061972952,29,15,5,-9999,-9999,1,C29H15O5P113C1,1,13C1 P1 O5,486.061788962,0.378532057
505.030701888427,29,15,5,NA,1,1,C29H15O5P1S1,0,S1 P1 O5,505.030505301799,0.389256937526121
489.053506975,29,15,6,-9999,-9999,1,C29H15O6P1,0,P1 O6,489.053348747,0.323538389
502.057021498,29,15,6,-9999,-9999,1,C29H15O6P113C1,1,13C1 P1 O6,502.056703582,0.633226818
488.077381280693,29,15,7,1,NA,NA,C29H15O7N1,0,N1 O7,488.077575372549,-0.39766599888194
505.048389519,29,15,7,-9999,-9999,1,C29H15O7P1,0,P1 O7,505.048263367,0.249783936
569.009603652474,29,15,9,NA,1,1,C29H15O9P1S1,0,S1 P1 O9,569.010163780079,-0.984389454999933
379.112814945956,29,16,1,NA,NA,NA,C29H16O1,0,O1,379.112838682929,-0.062611893272168
551.073300238712,29,16,10,2,NA,NA,C29H16O10N2,0,N2 O10,551.073218267919,0.148747552782225
564.076678888077,29,16,10,2,NA,NA,C29H16O10N213C1,1,13C1 N2 O10,564.076573102989,0.187536750605244
567.068297506761,29,16,11,2,NA,NA,C29H16O11N2,0,N2 O11,567.068132887489,0.290298929269148
571.034114049573,29,16,11,NA,1,NA,C29H16O11S1,0,S1 O11,571.034056053029,0.101564071632728
583.062662585207,29,16,12,2,NA,NA,C29H16O12N2,0,N2 O12,583.063047507059,-0.660171920283183
599.057719721823,29,16,13,2,NA,NA,C29H16O13N2,0,N2 O13,599.057962126629,-0.404643325637863
660.050473773645,29,16,15,3,NA,NA,C29H16O15N315N1,1,N3 15N1 O15,660.050974269079,-0.758267851692669
659.054591195354,29,16,15,4,NA,NA,C29H16O15N4,0,N4 O15,659.053939374629,0.989024851899307
439.0907417504,29,16,1,2,1,NA,C29H16O1N2S1,0,N2 S1 O1,439.091057866189,-0.719932195993269
452.094187420415,29,16,1,2,1,NA,C29H16O1N2S113C1,1,13C1 N2 S1 O1,452.094412701259,-0.498304861661016
411.084629753234,29,16,1,NA,1,NA,C29H16O1S1,0,S1 O1,411.084909857329,-0.681377710533243
395.107733447139,29,16,2,NA,NA,NA,C29H16O2,0,O2,395.107753302499,-0.050253026775635
794.945400183881,29,16,23,NA,2,NA,C29H16O23S2,0,S2 O23,794.945102662269,0.374266865261421
455.085518382381,29,16,2,2,1,NA,C29H16O2N2S1,0,N2 S1 O2,455.085972485759,-0.997840860128262
468.088868346003,29,16,2,2,1,NA,C29H16O2N2S113C1,1,13C1 N2 S1 O2,468.089327320829,-0.980528285586877
487.057621605903,29,16,2,2,2,NA,C29H16O2N2S2,0,N2 S2 O2,487.058043660159,-0.866537903497152
471.080714620664,29,16,3,2,1,NA,C29H16O3N2S1,0,N2 S1 O3,471.080887105329,-0.366146600008803
503.052573560561,29,16,3,2,2,NA,C29H16O3N2S2,0,N2 S2 O3,503.052958279729,-0.764768722978271
427.097967474783,29,16,4,NA,NA,NA,C29H16O4,0,O4,427.097582541639,0.901276803302679
472.074810208,29,16,4,1,-9999,1,C29H16O4N1P1,0,N1 P1 O4,472.074418544,0.829664728
455.103642438982,29,16,4,2,NA,NA,C29H16O4N2,0,N2 O4,455.103730550499,-0.193607547624102
468.106652646245,29,16,4,2,NA,NA,C29H16O4N213C1,1,13C1 N2 O4,468.107085385569,-0.924445147449121
487.075858138052,29,16,4,2,1,NA,C29H16O4N2S1,0,N2 S1 O4,487.075801724899,0.115820068031953
443.092232727792,29,16,5,NA,NA,NA,C29H16O5,0,O5,443.092497161209,-0.596790553402485
471.0988347581,29,16,5,2,NA,NA,C29H16O5N2,0,N2 O5,471.098645170069,0.402438072715534
487.09355807932,29,16,6,2,NA,NA,C29H16O6N2,0,N2 O6,487.093559789639,-0.00351127514366667
516.091693190629,29,16,7,2,NA,NA,C29H16O7N213C1,1,13C1 N2 O7,516.091829244279,-0.263622948287028
519.083247456427,29,16,8,2,NA,NA,C29H16O8N2,0,N2 O8,519.083389028779,-0.272735277958761
583.027399401251,29,16,8,2,2,NA,C29H16O8N2S2,0,N2 S2 O8,583.027531377579,-0.226363800295778
535.078039970872,29,16,9,2,NA,NA,C29H16O9N2,0,N2 O9,535.078303648349,-0.492782972822198
548.081986258798,29,16,9,2,NA,NA,C29H16O9N213C1,1,13C1 N2 O9,548.081658483419,0.598041138221879
583.054874995733,29,17,10,2,NA,1,C29H17O10N2P1,0,N2 P1 O10,583.054805298569,0.119537929933075
598.056226104681,29,17,10,3,1,NA,C29H17O10N3S1,0,N3 S1 O10,598.056188478979,0.0629133223903656
587.038480610579,29,17,12,NA,NA,1,C29H17O12P1,0,P1 O12,587.038486528849,-0.0100815711842581
681.996457192337,29,17,15,1,2,NA,C29H17O15N1S2,0,N1 S2 O15,681.996684742369,-0.333652694613571
662.053364565143,29,17,16,3,NA,NA,C29H17O16N3,0,N3 O16,662.053605021999,-0.363198469529581
422.129737110136,29,17,1,3,NA,NA,C29H17O1N3,0,N3 O1,422.129885728449,-0.352067736561557
762.982702314454,29,17,23,NA,NA,1,C29H17O23P1,0,P1 O23,762.982547344119,0.203111244365175
794.954240519381,29,17,23,NA,1,1,C29H17O23P1S1,0,S1 P1 O23,794.954618518519,-0.475497757377691
426.113964127121,29,17,3,1,NA,NA,C29H17O3N1,0,N1 O3,426.113566958729,0.932071687919553
459.079156615,29,17,4,-9999,-9999,1,C29H17O4P1,0,P1 O4,459.079169572,-0.028223762
472.082581138,29,17,4,-9999,-9999,1,C29H17O4P113C1,1,13C1 P1 O4,472.082524407,0.120171963
491.051116016119,29,17,4,NA,1,1,C29H17O4P1S1,0,S1 P1 O4,491.051240746689,-0.25400723985987
490.075252792902,29,17,5,1,1,NA,C29H17O5N1S1,0,N1 S1 O5,490.075467372269,-0.437849640593326
535.052474124,29,17,5,2,1,1,C29H17O5N2P1S1,0,N2 S1 P1 O5,535.052303375,0.319125004
475.074136161,29,17,5,-9999,-9999,1,C29H17O5P1,0,P1 O5,475.074084192,0.109390722
488.077698684,29,17,5,-9999,-9999,1,C29H17O5P113C1,1,13C1 P1 O5,488.077439027,0.531999689
507.046352283978,29,17,5,NA,1,1,C29H17O5P1S1,0,S1 P1 O5,507.046155366259,0.388362512110126
551.047429493,29,17,6,2,1,1,C29H17O6N2P1S1,0,N2 S1 P1 O6,551.047217995,0.383811443
491.069065706,29,17,6,-9999,-9999,1,C29H17O6P1,0,P1 O6,491.068998811,0.136221627
504.072653229,29,17,6,-9999,-9999,1,C29H17O6P113C1,1,13C1 P1 O6,504.072353646,0.594324651
523.040637439399,29,17,6,NA,1,1,C29H17O6P1S1,0,S1 P1 O6,523.041069985829,-0.826983681397381
567.04211815,29,17,7,2,1,1,C29H17O7N2P1S1,0,N2 S1 P1 O7,567.042132614,-0.025508337
518.099016486103,29,17,7,3,NA,NA,C29H17O7N3,0,N3 O7,518.099373445869,-0.688979342283379
539.035642657045,29,17,7,NA,1,1,C29H17O7P1S1,0,S1 P1 O7,539.035984605399,-0.634370179434354
583.037350279,29,17,8,2,1,1,C29H17O8N2P1S1,0,N2 S1 P1 O8,583.037047234,0.519770387
523.058986311,29,17,8,-9999,-9999,1,C29H17O8P1,0,P1 O8,523.058828051,0.30256811
381.128464929118,29,18,1,NA,NA,NA,C29H18O1,0,O1,381.128488747389,-0.0624940704330287
553.088948634264,29,18,10,2,NA,NA,C29H18O10N2,0,N2 O10,553.088868332379,0.145188033174293
585.061035548886,29,18,10,2,1,NA,C29H18O10N2S1,0,N2 S1 O10,585.060939506779,0.164157440957855
569.084055902226,29,18,11,2,NA,NA,C29H18O11N2,0,N2 O11,569.083782951949,0.479631092521083
573.049928197915,29,18,11,NA,1,NA,C29H18O11S1,0,S1 O11,573.049706117489,0.387541295884356
601.073607645961,29,18,13,2,NA,NA,C29H18O13N2,0,N2 O13,601.073612191089,-0.00756168286800561
664.047800907905,29,18,13,2,1,NA,C29H18O13N2S113C118O1,1,13C1 N2 S1 O13 18O1,664.048197813419,-0.597705881982793
662.044377305539,29,18,14,2,1,NA,C29H18O14N2S113C1,1,13C1 N2 S1 O14,662.043952820129,0.641174061844102
682.005849565758,29,18,15,1,1,1,C29H18O15N1P1S1,0,N1 S1 P1 O15,682.006200598619,-0.514706260915237
441.106630626322,29,18,1,2,1,NA,C29H18O1N2S1,0,N2 S1 O1,441.106707930649,-0.175250854080951
454.109762028273,29,18,1,2,1,NA,C29H18O1N2S113C1,1,13C1 N2 S1 O1,454.110062765719,-0.662256733009045
423.130414713998,29,18,2,NA,NA,NA,C29H18O213C2,1,13C2 O2,423.130113037099,0.712964854112361
717.021107256038,29,18,22,NA,NA,NA,C29H18O22,0,O22,717.021695758359,-0.820759434023385
808.971348917064,29,18,22,2,2,NA,C29H18O22N2S2,0,N2 S2 O22,808.971986116019,-0.787665043975353
748.993601806991,29,18,22,NA,1,NA,C29H18O22S1,0,S1 O22,748.993766932759,-0.220463473775252
457.101243302167,29,18,2,2,1,NA,C29H18O2N2S1,0,N2 S1 O2,457.101622550219,-0.829679950970294
470.104736935517,29,18,2,2,1,NA,C29H18O2N2S113C1,1,13C1 N2 S1 O2,470.104977385289,-0.511481017831149
429.095232434986,29,18,2,NA,1,NA,C29H18O2S1,0,S1 O2,429.095474541359,-0.56422494993113
473.096293847845,29,18,3,2,1,NA,C29H18O3N2S1,0,N2 S1 O3,473.096537169789,-0.514317745549041
505.068524526274,29,18,3,2,2,NA,C29H18O3N2S2,0,N2 S2 O3,505.068608344189,-0.165953522327333
474.08974085,29,18,4,1,-9999,1,C29H18O4N1P1,0,N1 P1 O4,474.090068609,-0.691343476
457.119212406403,29,18,4,2,NA,NA,C29H18O4N2,0,N2 O4,457.119380614959,-0.367975113401015
489.091453393751,29,18,4,2,1,NA,C29H18O4N2S1,0,N2 S1 O4,489.091451789359,0.00328035064025781
521.063410846764,29,18,4,2,2,NA,C29H18O4N2S2,0,N2 S2 O4,521.063522963759,-0.215169533762339
493.056976512661,29,18,4,NA,2,NA,C29H18O4S2,0,S2 O4,493.057374954899,-0.808105218506843
473.11458083674,29,18,5,2,NA,NA,C29H18O5N2,0,N2 O5,473.114295234529,0.603664302592078
489.109640561525,29,18,6,2,NA,NA,C29H18O6N2,0,N2 O6,489.109209854099,0.880595616128273
553.053141053562,29,18,6,2,2,NA,C29H18O6N2S2,0,N2 S2 O6,553.053352202899,-0.381788368273423
505.103826906216,29,18,7,2,NA,NA,C29H18O7N2,0,N2 O7,505.104124473669,-0.589121012956064
569.047973930947,29,18,7,2,2,NA,C29H18O7N2S2,0,N2 S2 O7,569.048266822469,-0.514704181395236
521.098977940294,29,18,8,2,NA,NA,C29H18O8N2,0,N2 O8,521.099039093239,-0.117353785379362
534.101964747824,29,18,8,2,NA,NA,C29H18O8N213C1,1,13C1 N2 O8,534.102393928309,-0.803554693427511
553.071128837889,29,18,8,2,1,NA,C29H18O8N2S1,0,N2 S1 O8,553.071110267639,0.0335766049463726
537.093710366407,29,18,9,2,NA,NA,C29H18O9N2,0,N2 O9,537.093953712809,-0.453079765100715
600.071886247319,29,19,10,3,1,NA,C29H19O10N3S1,0,N3 S1 O10,600.071838543439,0.0794969486144373
557.064233512616,29,19,10,NA,NA,1,C29H19O10P1,0,P1 O10,557.064307354169,-0.132554809432884
633.037629456,29,19,11,2,1,1,C29H19O11N2P1S1,0,N2 S1 P1 O11,633.037441157,0.297453893
605.031274479891,29,19,11,NA,1,1,C29H19O11P1S1,0,S1 P1 O11,605.031293148139,-0.0308550128826812
661.060060384219,29,19,13,3,1,NA,C29H19O13N3S113C1,1,13C1 N3 S1 O13,661.059937237219,0.186287192243824
605.049047149757,29,19,13,NA,NA,1,C29H19O13P1,0,P1 O13,605.049051212879,-0.00671536041309554
681.996395362359,29,19,13,NA,2,1,C29H19O13P1S213C1,1,13C1 S2 P1 O13,681.996548396749,-0.224391736313777
662.052954574899,29,19,14,2,NA,1,C29H19O14N2P113C1,1,13C1 N2 P1 O14,662.053468676379,-0.776525619309666
664.051749849625,29,19,14,3,1,NA,C29H19O14N3S1,0,N3 S1 O14,664.051497021719,0.380735391004041
776.991623351044,29,19,20,2,1,1,C29H19O20N2P1S1,0,N2 S1 P1 O20,776.991672733129,-0.0635554883370023
749.003043893592,29,19,22,NA,NA,1,C29H19O22P1,0,P1 O22,749.003282789009,-0.318951094649851
444.10610856074,29,19,2,1,1,NA,C29H19O2N1S1,0,N1 S1 O2,444.106373578019,-0.596742797056898
476.096014115171,29,19,4,1,1,NA,C29H19O4N1S1,0,N1 S1 O4,476.096202817159,-0.396352642488941
461.094787347,29,19,4,-9999,-9999,1,C29H19O4P1,0,P1 O4,461.094819637,-0.070029169
474.09842687,29,19,4,-9999,-9999,1,C29H19O4P113C1,1,13C1 P1 O4,474.098174472,0.532375901
493.066438262,29,19,4,-9999,1,1,C29H19O4P1S1,0,S1 P1 O4,493.066890811,-0.917825393
506.070194060996,29,19,4,NA,1,1,C29H19O4P1S113C1,1,13C1 S1 P1 O4,506.070245646219,-0.101932931142196
492.090861188486,29,19,5,1,1,NA,C29H19O5N1S1,0,N1 S1 O5,492.091117436729,-0.520733323586739
477.089859892,29,19,5,-9999,-9999,1,C29H19O5P1,0,P1 O5,477.089734256,0.263337818
490.093115415,29,19,5,-9999,-9999,1,C29H19O5P113C1,1,13C1 P1 O5,490.093089091,0.053711016
509.062014679519,29,19,5,NA,1,1,C29H19O5P1S1,0,S1 P1 O5,509.061805430719,0.411047926965794
522.065565328747,29,19,5,NA,1,1,C29H19O5P1S113C1,1,13C1 S1 P1 O5,522.065160265789,0.775885826155393
553.062782954,29,19,6,2,1,1,C29H19O6N2P1S1,0,N2 S1 P1 O6,553.062868059,-0.153880573
493.084849437,29,19,6,-9999,-9999,1,C29H19O6P1,0,P1 O6,493.084648876,0.40674848
525.056332735525,29,19,6,NA,1,1,C29H19O6P1S1,0,S1 P1 O6,525.056720050289,-0.737662711220486
569.057950854,29,19,7,2,1,1,C29H19O7N2P1S1,0,N2 S1 P1 O7,569.057782679,0.295532792
520.114639881676,29,19,7,3,NA,NA,C29H19O7N3,0,N3 O7,520.115023510329,-0.737584257377873
541.051375580958,29,19,7,NA,1,1,C29H19O7P1S1,0,S1 P1 O7,541.051634669859,-0.478861691935785
585.052846991,29,19,8,2,1,1,C29H19O8N2P1S1,0,N2 S1 P1 O8,585.052697298,0.255861102
601.047706655,29,19,9,2,1,1,C29H19O9N2P1S1,0,N2 S1 P1 O9,601.047611918,0.157620469
541.069158539,29,19,9,-9999,-9999,1,C29H19O9P1,0,P1 O9,541.069392735,-0.432838777
383.144375425203,29,20,1,NA,NA,NA,C29H20O1,0,O1,383.144138811849,0.617557022752648
555.104510029886,29,20,10,2,NA,NA,C29H20O10N2,0,N2 O10,555.104518396839,-0.0150727533082055
596.113927451717,29,20,10,4,NA,NA,C29H20O10N413C1,1,13C1 N4 O10,596.114021240769,-0.157334081334623
601.073709125764,29,20,11,1,NA,1,C29H20O11N1P113C1,1,13C1 N1 P1 O11,601.073475845469,0.388106121121876
571.099202605818,29,20,11,2,NA,NA,C29H20O11N2,0,N2 O11,571.099433016409,-0.40345091849496
599.105414915298,29,20,11,4,NA,NA,C29H20O11N4,0,N4 O11,599.105581025269,-0.277263267198121
587.094003177154,29,20,12,2,NA,NA,C29H20O12N2,0,N2 O12,587.094347635979,-0.586718005644771
619.066310656402,29,20,12,2,1,NA,C29H20O12N2S1,0,N2 S1 O12,619.066418810379,-0.174704964690394
575.083179106678,29,20,13,NA,NA,NA,C29H20O13,0,O13,575.083114246689,0.112783678646027
631.095908015878,29,20,13,4,NA,NA,C29H20O13N4,0,N4 O13,631.095410264409,0.788710329851299
591.078112146083,29,20,14,NA,NA,NA,C29H20O14,0,O14,591.078028866259,0.140894805883353
662.062234130278,29,20,14,1,NA,1,C29H20O14N1P113C2,1,13C2 N1 P1 O14,662.061574539249,0.996268405407856
703.006754883106,29,20,17,NA,2,NA,C29H20O17S2,0,S2 O17,703.006915073769,-0.227864989359796
443.122267922094,29,20,1,2,1,NA,C29H20O1N2S1,0,N2 S1 O1,443.122357995109,-0.203268947095855
823.034941689771,29,20,25,4,NA,NA,C29H20O25N4,0,N4 O25,823.034385699249,0.675537415904952
459.116999529719,29,20,2,2,1,NA,C29H20O2N2S1,0,N2 S1 O2,459.117272614679,-0.59480436914569
491.08937739973,29,20,2,2,2,NA,C29H20O2N2S2,0,N2 S2 O2,491.089343789079,0.0684410095372777
504.092350900901,29,20,2,2,2,NA,C29H20O2N2S213C1,1,13C1 N2 S2 O2,504.092698624149,-0.689800208320606
443.139791053806,29,20,3,2,NA,NA,C29H20O3N2,0,N2 O3,443.140116059849,-0.733415981901957
520.087743219122,29,20,3,2,2,NA,C29H20O3N2S213C1,1,13C1 N2 S2 O3,520.087613243719,0.24991059196051
484.14931073979,29,20,3,4,NA,NA,C29H20O3N413C1,1,13C1 N4 O3,484.149618903779,-0.636505694487573
431.128981133478,29,20,4,NA,NA,NA,C29H20O4,0,O4,431.128882670559,0.22838395427634
459.134820373654,29,20,4,2,NA,NA,C29H20O4N2,0,N2 O4,459.135030679419,-0.458047743629938
463.100899271943,29,20,4,NA,1,NA,C29H20O4S1,0,S1 O4,463.100953844959,-0.117842591407732
447.124091917962,29,20,5,NA,NA,NA,C29H20O5,0,O5,447.123797290129,0.658940174733215
475.129991692866,29,20,5,2,NA,NA,C29H20O5N2,0,N2 O5,475.129945298989,0.0976446078754946
463.118823743268,29,20,6,NA,NA,NA,C29H20O6,0,O6,463.118711909699,0.241479270168361
491.125000016898,29,20,6,2,NA,NA,C29H20O6N2,0,N2 O6,491.124859918559,0.285260124191273
555.068597537772,29,20,6,2,2,NA,C29H20O6N2S2,0,N2 S2 O6,555.069002267359,-0.72915184520066
479.113527229395,29,20,7,NA,NA,NA,C29H20O7,0,O7,479.113626529269,-0.207257461301332
507.119445390223,29,20,7,2,NA,NA,C29H20O7N2,0,N2 O7,507.119774538129,-0.649053581504566
520.123201158306,29,20,7,2,NA,NA,C29H20O7N213C1,1,13C1 N2 O7,520.123129373199,0.138015602404354
