Calibrated m/z,C,H,O,N,S,P,Molecular Formula,Is Isotopologue,Heteroatom Class,Calculated m/z,m/z Error (ppm)
432.096993943353,17,23,10,1,1,NA,C17H23O10N1S1,0,N1 S1 O10,432.096990663499,0.00759055020158443
445.101931260872,17,23,10,2,NA,1,C17H23O10N2P1,0,N2 P1 O10,445.101755491949,0.394896046035585
458.105299263866,17,23,10,2,NA,1,C17H23O10N2P113C1,1,13C1 N2 P1 O10,458.105110327019,0.412431214197758
417.095745285,17,23,10,-9999,-9999,1,C17H23O10P1,0,P1 O10,417.095607483,0.330383872
416.119861586566,17,23,11,1,NA,NA,C17H23O11N1,0,N1 O11,416.119834108669,0.0660336143558743
461.096753603108,17,23,11,2,NA,1,C17H23O11N2P1,0,N2 P1 O11,461.096670111519,0.181071766805742
493.068778928945,17,23,11,2,1,1,C17H23O11N2P1S1,0,N2 S1 P1 O11,493.068741285919,0.0763443767223026
433.090757664,17,23,11,-9999,-9999,1,C17H23O11P1,0,P1 O11,433.090522103,0.543907711
432.114781402809,17,23,12,1,NA,NA,C17H23O12N1,0,N1 O12,432.114748728239,0.075615492724021
509.06315962471,17,23,12,2,1,1,C17H23O12N2P1S1,0,N2 S1 P1 O12,509.063655905489,-0.974889433548368
449.085162193,17,23,12,-9999,-9999,1,C17H23O12P1,0,P1 O12,449.085436722,-0.611306608
493.086607995011,17,23,13,2,NA,1,C17H23O13N2P1,0,N2 P1 O13,493.086499350659,0.220335280890429
525.058398943617,17,23,13,2,1,1,C17H23O13N2P1S1,0,N2 S1 P1 O13,525.058570525059,-0.326785336576029
465.080720839,17,23,13,-9999,-9999,1,C17H23O13P1,0,P1 O13,465.080351342,0.794480655
541.053135214,17,23,14,2,1,1,C17H23O14N2P1S1,0,N2 S1 P1 O14,541.053485145,-0.646757571
573.043148934445,17,23,16,2,1,1,C17H23O16N2P1S1,0,N2 S1 P1 O16,573.043314383769,-0.288720451421933
320.114817763983,17,23,1,1,2,NA,C17H23O1N1S2,0,N1 S2 O1,320.114830261769,-0.0390415711357578
336.109480817928,17,23,2,1,2,NA,C17H23O2N1S2,0,N1 S2 O2,336.109744881339,-0.785646400831551
313.175378094202,17,23,2,3,NA,NA,C17H23O2N313C1,1,13C1 N3 O2,313.175105376469,0.870815490035083
368.099908218566,17,23,4,1,2,NA,C17H23O4N1S2,0,N1 S2 O4,368.099574120479,0.907629647132792
349.132303948045,17,23,4,2,NA,1,C17H23O4N2P1,0,N2 P1 O4,349.132267774529,0.103609776589117
377.138058274,17,23,4,4,-9999,1,C17H23O4N4P1,0,N4 P1 O4,377.138415783,-0.947952671
385.070204675947,17,23,4,NA,2,1,C17H23O4P1S2,0,S2 P1 O4,385.070262114469,-0.149163742945819
365.127257304759,17,23,5,2,NA,1,C17H23O5N2P1,0,N2 P1 O5,365.127182394099,0.205163195390675
337.121368007,17,23,5,-9999,-9999,1,C17H23O5P1,0,P1 O5,337.121034385,0.989619648
401.064820909,17,23,5,-9999,2,1,C17H23O5P1S2,0,S2 P1 O5,401.065176734,-0.887200815
336.145318298642,17,23,6,1,NA,NA,C17H23O6N1,0,N1 O6,336.145261010819,0.170425794774396
381.121853519351,17,23,6,2,NA,1,C17H23O6N2P1,0,N2 P1 O6,381.122097013669,-0.63888795688688
413.093878166544,17,23,6,2,1,1,C17H23O6N2P1S1,0,N2 S1 P1 O6,413.094168188069,-0.702071215673332
364.151721319836,17,23,6,3,NA,NA,C17H23O6N3,0,N3 O6,364.151409019679,0.857610732946435
396.123152844353,17,23,6,3,1,NA,C17H23O6N3S1,0,N3 S1 O6,396.123480194079,-0.826383041940397
353.116272293,17,23,6,-9999,-9999,1,C17H23O6P1,0,P1 O6,353.115949005,0.91553071
385.087920684035,17,23,6,NA,1,1,C17H23O6P1S1,0,S1 P1 O6,385.088020179209,-0.258369952881256
417.059917192,17,23,6,-9999,2,1,C17H23O6P1S2,0,S2 P1 O6,417.060091354,-0.417593199
352.139942143341,17,23,7,1,NA,NA,C17H23O7N1,0,N1 O7,352.140175630389,-0.663051434035634
397.117035787253,17,23,7,2,NA,1,C17H23O7N2P1,0,N2 P1 O7,397.117011633239,0.0608234180153566
429.089072061803,17,23,7,2,1,1,C17H23O7N2P1S1,0,N2 S1 P1 O7,429.089082807639,-0.0250433688354242
380.146635011757,17,23,7,3,NA,NA,C17H23O7N3,0,N3 O7,380.146323639249,0.819085938870685
369.111134732,17,23,7,-9999,-9999,1,C17H23O7P1,0,P1 O7,369.110863624,0.73448944
401.082592791,17,23,7,-9999,1,1,C17H23O7P1S1,0,S1 P1 O7,401.082934799,-0.852709842
433.054752839,17,23,7,-9999,2,1,C17H23O7P1S2,0,S2 P1 O7,433.055005973,-0.584531279
368.134781500009,17,23,8,1,NA,NA,C17H23O8N1,0,N1 O8,368.135090249959,-0.838686554622142
413.111743689901,17,23,8,2,NA,1,C17H23O8N2P1,0,N2 P1 O8,413.111926252809,-0.441921175851038
426.115023860503,17,23,8,2,NA,1,C17H23O8N2P113C1,1,13C1 N2 P1 O8,426.115281087879,-0.60365677478158
445.084118956934,17,23,8,2,1,1,C17H23O8N2P1S1,0,N2 S1 P1 O8,445.083997427209,0.273048964970129
385.106103754,17,23,8,-9999,-9999,1,C17H23O8P1,0,P1 O8,385.105778244,0.8452481
429.106883975373,17,23,9,2,NA,1,C17H23O9N2P1,0,N2 P1 O9,429.106840872379,0.100448162775311
442.110226062278,17,23,9,2,NA,1,C17H23O9N2P113C1,1,13C1 N2 P1 O9,442.110195707449,0.0686589659648894
444.107893560385,17,23,9,3,1,NA,C17H23O9N3S1,0,N3 S1 O9,444.108224052789,-0.744170870631424
401.101025436,17,23,9,-9999,-9999,1,C17H23O9P1,0,P1 O9,401.100692864,0.829149962
433.072850307691,17,23,9,NA,1,1,C17H23O9P1S1,0,S1 P1 O9,433.072764037919,0.19920387391244
387.129288107011,17,24,10,NA,NA,NA,C17H24O10,0,O10,387.129670516899,-0.987808264589831
419.101797287475,17,24,10,NA,1,NA,C17H24O10S1,0,S1 O10,419.101741691299,0.132655559350268
403.124511924441,17,24,11,NA,NA,NA,C17H24O11,0,O11,403.124585136469,-0.181611420379492
431.130740830818,17,24,11,2,NA,NA,C17H24O11N2,0,N2 O11,431.130733145329,0.0178263526090181
472.140052864693,17,24,11,4,NA,NA,C17H24O11N413C1,1,13C1 N4 O11,472.140235989259,-0.387860537354823
435.096815555508,17,24,11,NA,1,NA,C17H24O11S1,0,S1 O11,435.096656310869,0.365998304352692
447.125991914544,17,24,12,2,NA,NA,C17H24O12N2,0,N2 O12,447.125647764899,0.769693365825151
451.091941823454,17,24,12,NA,1,NA,C17H24O12S1,0,S1 O12,451.091570930439,0.822212248854824
491.127036174159,17,24,13,4,NA,NA,C17H24O13N4,0,N4 O13,491.126710393329,0.663333560893844
467.086609780943,17,24,13,NA,1,NA,C17H24O13S1,0,S1 O13,467.086485550009,0.265969874331334
480.089800153394,17,24,13,NA,1,NA,C17H24O13S113C1,1,13C1 S1 O13,480.089840385079,-0.0838003263848159
507.121845089298,17,24,14,4,NA,NA,C17H24O14N4,0,N4 O14,507.121625012899,0.433971632310746
483.081416680527,17,24,14,NA,1,NA,C17H24O14S1,0,S1 O14,483.081400169579,0.0341783971359169
496.085020355195,17,24,14,NA,1,NA,C17H24O14S113C1,1,13C1 S1 O14,496.084755004649,0.534889539157565
467.104362214451,17,24,15,NA,NA,NA,C17H24O15,0,O15,467.104243614749,0.253904140550996
527.082160646756,17,24,15,2,1,NA,C17H24O15N2S1,0,N2 S1 O15,527.082462798009,-0.573252335196754
536.120264748775,17,24,15,4,NA,NA,C17H24O15N413C1,1,13C1 N4 O15,536.119894467539,0.690668709256512
499.076277151068,17,24,15,NA,1,NA,C17H24O15S1,0,S1 O15,499.076314789149,-0.0754154818408648
531.048278587332,17,24,15,NA,2,NA,C17H24O15S2,0,S2 O15,531.048385963549,-0.202196674127928
543.077396249929,17,24,16,2,1,NA,C17H24O16N2S1,0,N2 S1 O16,543.077377417579,0.0346771028370185
575.049488572114,17,24,16,2,2,NA,C17H24O16N2S2,0,N2 S2 O16,575.049448591979,0.0695246905131367
515.071207035299,17,24,16,NA,1,NA,C17H24O16S1,0,S1 O16,515.071229408719,-0.0434375253742517
547.043321420348,17,24,16,NA,2,NA,C17H24O16S2,0,S2 O16,547.043300583119,0.0380906399242893
335.126009888444,17,24,1,2,2,NA,C17H24O1N2S2,0,N2 S2 O1,335.125729298429,0.837267899365555
299.187724169296,17,24,1,4,NA,NA,C17H24O1N4,0,N4 O1,299.187734958489,-0.0360616153883824
312.190801733262,17,24,1,4,NA,NA,C17H24O1N413C1,1,13C1 N4 O1,312.191089793559,-0.92270505769888
307.119600573276,17,24,1,NA,2,NA,C17H24O1S2,0,S2 O1,307.119581289569,0.0627889214799742
351.120914567999,17,24,2,2,2,NA,C17H24O2N2S2,0,N2 S2 O2,351.120643917999,0.770817680733097
315.182466139703,17,24,2,4,NA,NA,C17H24O2N4,0,N4 O2,315.182649578059,-0.582006515523149
323.114624238114,17,24,2,NA,2,NA,C17H24O2S2,0,S2 O2,323.114495909139,0.397162541962426
367.115836548658,17,24,3,2,2,NA,C17H24O3N2S2,0,N2 S2 O3,367.115558537569,0.757284953902081
380.119003186385,17,24,3,2,2,NA,C17H24O3N2S213C1,1,13C1 N2 S2 O3,380.118913372639,0.236278025443647
331.177553966214,17,24,3,4,NA,NA,C17H24O3N4,0,N4 O3,331.177564197629,-0.0308940454057459
339.109297612236,17,24,3,NA,2,NA,C17H24O3S2,0,S2 O3,339.109410528709,-0.332979472312177
291.160197761748,17,24,4,NA,NA,NA,C17H24O4,0,O4,291.160182799479,0.0513884437118771
351.138614345101,17,24,4,2,1,NA,C17H24O4N2S1,0,N2 S1 O4,351.138401982739,0.604782503973262
364.142923610424,17,24,4,3,NA,1,C17H24O4N3P1,0,N3 P1 O4,364.143166811189,-0.667871285079878
347.172603792733,17,24,4,4,NA,NA,C17H24O4N4,0,N4 O4,347.172478817199,0.35998110833635
360.175637310686,17,24,4,4,NA,NA,C17H24O4N413C1,1,13C1 N4 O4,360.175833652269,-0.545127032022635
355.104201040001,17,24,4,NA,2,NA,C17H24O4S2,0,S2 O4,355.104325148279,-0.34949807622535
307.155092027185,17,24,5,NA,NA,NA,C17H24O5,0,O5,307.155097419049,-0.0175542065465863
416.076371121951,17,24,5,1,2,1,C17H24O5N1P1S2,0,N1 S2 P1 O5,416.076075770699,0.709849157793592
367.133362304895,17,24,5,2,1,NA,C17H24O5N2S1,0,N2 S1 O5,367.133316602309,0.124484986045457
380.137715051674,17,24,5,3,NA,1,C17H24O5N3P1,0,N3 P1 O5,380.138081430759,-0.963805267996105
363.167521619277,17,24,5,4,NA,NA,C17H24O5N4,0,N4 O5,363.167393436769,0.352957095524209
339.127496290301,17,24,5,NA,1,NA,C17H24O5S1,0,S1 O5,339.127168593449,0.966294895424744
371.099105467765,17,24,5,NA,2,NA,C17H24O5S2,0,S2 O5,371.099239767849,-0.361898029984024
323.14993484327,17,24,6,NA,NA,NA,C17H24O6,0,O6,323.150012038619,-0.238883942408653
351.155934752276,17,24,6,2,NA,NA,C17H24O6N2,0,N2 O6,351.156160047479,-0.64158123430468
383.128337506341,17,24,6,2,1,NA,C17H24O6N2S1,0,N2 S1 O6,383.128231221879,0.277412242142326
379.16223594127,17,24,6,4,NA,NA,C17H24O6N4,0,N4 O6,379.162308056339,-0.19019577439895
387.093873041441,17,24,6,NA,2,NA,C17H24O6S2,0,S2 O6,387.094154387419,-0.726815362450809
339.145200909339,17,24,7,NA,NA,NA,C17H24O7,0,O7,339.144926658189,0.808654731035702
367.150907336841,17,24,7,2,NA,NA,C17H24O7N2,0,N2 O7,367.151074667049,-0.455753011934335
399.122912657858,17,24,7,2,1,NA,C17H24O7N2S1,0,N2 S1 O7,399.123145841449,-0.58423970956741
395.157115587952,17,24,7,4,NA,NA,C17H24O7N4,0,N4 O7,395.157222675909,-0.271000885761848
371.1169477568,17,24,7,NA,1,NA,C17H24O7S1,0,S1 O7,371.116997832589,-0.134932620357488
403.089274849159,17,24,7,NA,2,NA,C17H24O7S2,0,S2 O7,403.089069006989,0.51066175146565
355.1397954758,17,24,8,NA,NA,NA,C17H24O8,0,O8,355.139841277759,-0.128968801156775
383.145806908293,17,24,8,2,NA,NA,C17H24O8N2,0,N2 O8,383.145989286619,-0.476002180407572
411.152189379331,17,24,8,4,NA,NA,C17H24O8N4,0,N4 O8,411.152137295479,0.126677808052156
424.155496386758,17,24,8,4,NA,NA,C17H24O8N413C1,1,13C1 N4 O8,424.155492130549,0.0100345482236655
387.112248840542,17,24,8,NA,1,NA,C17H24O8S1,0,S1 O8,387.111912452159,0.868969340419628
371.134747292108,17,24,9,NA,NA,NA,C17H24O9,0,O9,371.134755897329,-0.0231862434010634
384.137935970316,17,24,9,NA,NA,NA,C17H24O913C1,1,13C1 O9,384.138110732399,-0.454945963061885
399.140752426247,17,24,9,2,NA,NA,C17H24O9N2,0,N2 O9,399.140903906189,-0.37951495444328
403.106907490717,17,24,9,NA,1,NA,C17H24O9S1,0,S1 O9,403.106827071729,0.19949795511341
402.140603905789,17,25,10,1,NA,NA,C17H25O10N1,0,N1 O10,402.140569553559,0.0854234385108401
419.111599495,17,25,10,-9999,-9999,1,C17H25O10P1,0,P1 O10,419.111257548,0.815887064
418.135418721817,17,25,11,1,NA,NA,C17H25O11N1,0,N1 O11,418.135484173129,-0.156531350625655
495.084008156907,17,25,11,2,1,1,C17H25O11N2P1S1,0,N2 S1 P1 O11,495.084391350379,-0.773996269350245
435.10624987,17,25,11,-9999,-9999,1,C17H25O11P1,0,P1 O11,435.106172167,0.178582763
434.130433538255,17,25,12,1,NA,NA,C17H25O12N1,0,N1 O12,434.130398792699,0.0800348375023403
511.079527447057,17,25,12,2,1,1,C17H25O12N2P1S1,0,N2 S1 P1 O12,511.079305969949,0.433351742838392
451.101435566,17,25,12,-9999,-9999,1,C17H25O12P1,0,P1 O12,451.101086787,0.773172206
527.074157910192,17,25,13,2,1,1,C17H25O13N2P1S1,0,N2 S1 P1 O13,527.074220589519,-0.118919357126592
467.096085553683,17,25,13,NA,NA,1,C17H25O13P1,0,P1 O13,467.096001406259,0.180150169852035
526.116353860799,17,25,16,3,NA,NA,C17H25O16N3,0,N3 O16,526.116205279839,0.282410916497065
579.025093538392,17,25,16,NA,2,1,C17H25O16P1S2,0,S2 P1 O16,579.024887613769,0.355640366772192
322.130298941626,17,25,1,1,2,NA,C17H25O1N1S2,0,N1 S2 O1,322.130480326229,-0.563078050277825
338.125562267691,17,25,2,1,2,NA,C17H25O2N1S2,0,N1 S2 O2,338.125394945799,0.494851597730711
324.170244355135,17,25,4,1,NA,NA,C17H25O4N118O1,1,N1 O4 18O1,324.170241448999,0.0089648454168093
351.14766108175,17,25,4,2,NA,1,C17H25O4N2P1,0,N2 P1 O4,351.147917838989,-0.731193967066134
383.120000376959,17,25,4,2,1,1,C17H25O4N2P1S1,0,N2 S1 P1 O4,383.119989013389,0.0296606039302496
323.14204,17,25,4,-9999,-9999,1,C17H25O4P1,0,P1 O4,323.14176983,0.836073467
368.116915936164,17,25,4,NA,1,1,C17H25O4P1S113C1,1,13C1 S1 P1 O4,368.117195839599,-0.760365009506798
387.085875791,17,25,4,-9999,2,1,C17H25O4P1S2,0,S2 P1 O4,387.085912179,-0.094006041
322.165943625434,17,25,5,1,NA,NA,C17H25O5N1,0,N1 O5,322.165996455709,-0.163984641114933
354.137810937334,17,25,5,1,1,NA,C17H25O5N1S1,0,N1 S1 O5,354.138067630109,-0.724838132435063
367.142851105796,17,25,5,2,NA,1,C17H25O5N2P1,0,N2 P1 O5,367.142832458559,0.0507901419394805
399.114714729944,17,25,5,2,1,1,C17H25O5N2P1S1,0,N2 S1 P1 O5,399.114903632959,-0.473304839873932
339.136951522,17,25,5,-9999,-9999,1,C17H25O5P1,0,P1 O5,339.13668445,0.787507575
352.14019458863,17,25,5,NA,NA,1,C17H25O5P113C1,1,13C1 P1 O5,352.140039284769,0.441028692672054
403.080649408,17,25,5,-9999,2,1,C17H25O5P1S2,0,S2 P1 O5,403.080826798,-0.440087462
338.160676587702,17,25,6,1,NA,NA,C17H25O6N1,0,N1 O6,338.160911075279,-0.693420113053951
370.132663294007,17,25,6,1,1,NA,C17H25O6N1S1,0,N1 S1 O6,370.132982249679,-0.861732641569586
383.137598914826,17,25,6,2,NA,1,C17H25O6N2P1,0,N2 P1 O6,383.137747078129,-0.386710273108202
355.131882175,17,25,6,-9999,-9999,1,C17H25O6P1,0,P1 O6,355.131599069,0.797185063
419.075332005,17,25,6,-9999,2,1,C17H25O6P1S2,0,S2 P1 O6,419.075741418,-0.976943393
354.155638944419,17,25,7,1,NA,NA,C17H25O7N1,0,N1 O7,354.155825694849,-0.527311473718646
399.132762182743,17,25,7,2,NA,1,C17H25O7N2P1,0,N2 P1 O7,399.132661697699,0.251758510103757
431.104687812798,17,25,7,2,1,1,C17H25O7N2P1S1,0,N2 S1 P1 O7,431.104732872099,-0.104520544427836
371.126557724,17,25,7,-9999,-9999,1,C17H25O7P1,0,P1 O7,371.126513689,0.118653211
384.130221991,17,25,7,-9999,-9999,1,C17H25O7P113C1,1,13C1 P1 O7,384.129868524,0.920175771
435.070278264,17,25,7,-9999,2,1,C17H25O7P1S2,0,S2 P1 O7,435.070656038,-0.868304392
415.127346095807,17,25,8,2,NA,1,C17H25O8N2P1,0,N2 P1 O8,415.127576317269,-0.554580025985451
447.099539912112,17,25,8,2,1,1,C17H25O8N2P1S1,0,N2 S1 P1 O8,447.099647491669,-0.240616510148638
387.121748586,17,25,8,-9999,-9999,1,C17H25O8P1,0,P1 O8,387.121428308,0.827329869
400.124515208869,17,25,8,NA,NA,1,C17H25O8P113C1,1,13C1 P1 O8,400.124783143479,-0.669627628992582
451.065561805,17,25,8,-9999,2,1,C17H25O8P1S2,0,S2 P1 O8,451.065570657,-0.019625237
386.145627089429,17,25,9,1,NA,NA,C17H25O9N1,0,N1 O9,386.145654933989,-0.0721089553272391
403.116516759,17,25,9,-9999,-9999,1,C17H25O9P1,0,P1 O9,403.116342928,0.431218045
467.060199276,17,25,9,-9999,2,1,C17H25O9P1S2,0,S2 P1 O9,467.060485277,-0.612342495
389.145202243558,17,26,10,NA,NA,NA,C17H26O10,0,O10,389.145320581359,-0.304096683775967
402.148676922352,17,26,10,NA,NA,NA,C17H26O1013C1,1,13C1 O10,402.148675416429,0.0037446932280935
417.151503368687,17,26,10,2,NA,NA,C17H26O10N2,0,N2 O10,417.151468590219,0.0833713177469516
421.117424683044,17,26,10,NA,1,NA,C17H26O10S1,0,S1 O10,421.117391755759,0.0781902758330287
434.120931332307,17,26,10,NA,1,NA,C17H26O10S113C1,1,13C1 S1 O10,434.120746590829,0.425553212132419
405.140167059893,17,26,11,NA,NA,NA,C17H26O11,0,O11,405.140235200929,-0.168191234230556
433.146378295115,17,26,11,2,NA,NA,C17H26O11N2,0,N2 O11,433.146383209789,-0.011346449936832
465.118356774472,17,26,11,2,1,NA,C17H26O11N2S1,0,N2 S1 O11,465.118454384189,-0.209859910880945
461.152549915815,17,26,11,4,NA,NA,C17H26O11N4,0,N4 O11,461.152531218649,0.0405444281576447
474.156344212401,17,26,11,4,NA,NA,C17H26O11N413C1,1,13C1 N4 O11,474.155886053719,0.966261719434048
437.112524951011,17,26,11,NA,1,NA,C17H26O11S1,0,S1 O11,437.112306375329,0.500044677327424
450.116081600235,17,26,11,NA,1,NA,C17H26O11S113C1,1,13C1 S1 O11,450.115661210399,0.933959583779679
449.141172761508,17,26,12,2,NA,NA,C17H26O12N2,0,N2 O12,449.141297829359,-0.278459922790405
481.11354067596,17,26,12,2,1,NA,C17H26O12N2S1,0,N2 S1 O12,481.113369003759,0.356822761584736
453.107645218963,17,26,12,NA,1,NA,C17H26O12S1,0,S1 O12,453.107220994899,0.93625535825865
466.110533194974,17,26,12,NA,1,NA,C17H26O12S113C1,1,13C1 S1 O12,466.110575829969,-0.0914697012298852
514.079187888761,17,26,13,1,1,1,C17H26O13N1P1S1,0,N1 S1 P1 O13,514.078971617319,0.420696924588081
465.136283151922,17,26,13,2,NA,NA,C17H26O13N2,0,N2 O13,465.136212448929,0.152004919929953
497.108514281712,17,26,13,2,1,NA,C17H26O13N2S1,0,N2 S1 O13,497.108283623329,0.464000280254657
469.102007403463,17,26,13,NA,1,NA,C17H26O13S1,0,S1 O13,469.102135614469,-0.27331149580442
482.10547307722,17,26,13,NA,1,NA,C17H26O13S113C1,1,13C1 S1 O13,482.105490449539,-0.0360342695157184
481.130949967646,17,26,14,2,NA,NA,C17H26O14N2,0,N2 O14,481.131127068499,-0.368092695199279
513.10288249869,17,26,14,2,1,NA,C17H26O14N2S1,0,N2 S1 O14,513.103198242899,-0.615361998267037
545.075188127069,17,26,14,2,2,NA,C17H26O14N2S2,0,N2 S2 O14,545.075269417299,-0.149135788140295
509.137700184049,17,26,14,4,NA,NA,C17H26O14N4,0,N4 O14,509.137275077359,0.834954953349923
485.097185977104,17,26,14,NA,1,NA,C17H26O14S1,0,S1 O14,485.097050234039,0.279826614794652
469.119931382296,17,26,15,NA,NA,NA,C17H26O15,0,O15,469.119893679209,0.0803698319143651
510.12930172707,17,26,15,2,NA,NA,C17H26O15N213C1,1,13C1 N2 O15,510.129396523139,-0.185827497400752
529.097948487111,17,26,15,2,1,NA,C17H26O15N2S1,0,N2 S1 O15,529.098112862469,-0.310670846318587
561.069876314384,17,26,15,2,2,NA,C17H26O15N2S2,0,N2 S2 O15,561.070184036869,-0.548456313520202
542.103194499,17,26,15,3,-9999,1,C17H26O15N3P1,0,N3 P1 O15,542.102877691,0.584405223
525.132183784927,17,26,15,4,NA,NA,C17H26O15N4,0,N4 O15,525.132189696929,-0.0112581218253902
501.092300618485,17,26,15,NA,1,NA,C17H26O15S1,0,S1 O15,501.091964853609,0.670066373938664
533.063938067581,17,26,15,NA,2,NA,C17H26O15S2,0,S2 O15,533.064036028009,-0.183768593826265
485.114659988377,17,26,16,NA,NA,NA,C17H26O16,0,O16,485.114808298779,-0.305722273723355
513.120813565249,17,26,16,2,NA,NA,C17H26O16N2,0,N2 O16,513.120956307639,-0.278184681299371
545.093029090142,17,26,16,2,1,NA,C17H26O16N2S1,0,N2 S1 O16,545.093027482039,0.00295014339247258
558.095936183814,17,26,16,2,1,NA,C17H26O16N2S113C1,1,13C1 N2 S1 O16,558.096382317109,-0.799383958714034
549.059039387107,17,26,16,NA,2,NA,C17H26O16S2,0,S2 O16,549.058950647579,0.161621128884145
337.141365794716,17,26,1,2,2,NA,C17H26O1N2S2,0,N2 S2 O1,337.141379362889,-0.0402447578914538
301.203585674553,17,26,1,4,NA,NA,C17H26O1N4,0,N4 O1,301.203385022949,0.666166496497943
314.206615333316,17,26,1,4,NA,NA,C17H26O1N413C1,1,13C1 N4 O1,314.206739858019,-0.39631455067539
309.135058944731,17,26,1,NA,2,NA,C17H26O1S2,0,S2 O1,309.135231354029,-0.55771481562203
353.136581306792,17,26,2,2,2,NA,C17H26O2N2S2,0,N2 S2 O2,353.136293982459,0.813635804160098
317.198172739779,17,26,2,4,NA,NA,C17H26O2N4,0,N4 O2,317.198299642519,-0.400073833740269
325.129827372415,17,26,2,NA,2,NA,C17H26O2S2,0,S2 O2,325.130145973599,-0.979918927875864
277.18095132671,17,26,3,NA,NA,NA,C17H26O3,0,O3,277.180918244369,0.119352881141956
295.180035637997,17,26,3,NA,NA,NA,C17H26O318O1,1,O3 18O1,295.180077857229,-0.143028730969384
369.131464093729,17,26,3,2,2,NA,C17H26O3N2S2,0,N2 S2 O3,369.131208602029,0.692143319479371
333.193066566329,17,26,3,4,NA,NA,C17H26O3N4,0,N4 O3,333.193214262089,-0.44327361447373
309.152906063714,17,26,3,NA,1,NA,C17H26O3S1,0,S1 O3,309.152989418769,-0.269623965779404
341.125223701514,17,26,3,NA,2,NA,C17H26O3S2,0,S2 O3,341.125060593169,0.478148233860031
293.176105517832,17,26,4,NA,NA,NA,C17H26O4,0,O4,293.175832863939,0.930001257796074
370.124718261591,17,26,4,1,1,1,C17H26O4N1P1S1,0,N1 S1 P1 O4,370.124740041189,-0.0588439413961239
321.182135949345,17,26,4,2,NA,NA,C17H26O4N2,0,N2 O4,321.181980872799,0.482830779034089
366.157674666005,17,26,4,2,1,NA,C17H26O4N2S113C1,1,13C1 N2 S1 O4,366.157406882269,0.731335025008839
385.125935101018,17,26,4,2,2,NA,C17H26O4N2S2,0,N2 S2 O4,385.126123221599,-0.488464868482762
349.188177392835,17,26,4,4,NA,NA,C17H26O4N4,0,N4 O4,349.188128881659,0.138925616040674
325.148220256108,17,26,4,NA,1,NA,C17H26O4S1,0,S1 O4,325.147904038339,0.972535159362819
357.119797228039,17,26,4,NA,2,NA,C17H26O4S2,0,S2 O4,357.119975212739,-0.498389090782379
370.123527852254,17,26,4,NA,2,NA,C17H26O4S213C1,1,13C1 S2 O4,370.123330047809,0.53442847020662
309.170966917123,17,26,5,NA,NA,NA,C17H26O5,0,O5,309.170747483509,0.709748951235364
369.149237748534,17,26,5,2,1,NA,C17H26O5N2S1,0,N2 S1 O5,369.148966666769,0.734342472127299
382.153470922,17,26,5,3,-9999,1,C17H26O5N3P1,0,N3 P1 O5,382.153731495,-0.681853806
365.182825067659,17,26,5,4,NA,NA,C17H26O5N4,0,N4 O5,365.183043501229,-0.598148173042565
341.14268282677,17,26,5,NA,1,NA,C17H26O5S1,0,S1 O5,341.142818657909,-0.398165024417357
373.114750655833,17,26,5,NA,2,NA,C17H26O5S2,0,S2 O5,373.114889832309,-0.373012388341168
325.165932316455,17,26,6,NA,NA,NA,C17H26O6,0,O6,325.165662103079,0.831002185190614
353.171654897676,17,26,6,2,NA,NA,C17H26O6N2,0,N2 O6,353.171810111939,-0.439486556693904
385.143628214861,17,26,6,2,1,NA,C17H26O6N2S1,0,N2 S1 O6,385.143881286339,-0.657082950729226
417.115841768035,17,26,6,2,2,NA,C17H26O6N2S2,0,N2 S2 O6,417.115952460739,-0.26537633741798
398.148381661,17,26,6,3,-9999,1,C17H26O6N3P1,0,N3 P1 O6,398.148646115,-0.664207895
381.177940131185,17,26,6,4,NA,NA,C17H26O6N4,0,N4 O6,381.177958120799,-0.0471947901739185
357.13799399044,17,26,6,NA,1,NA,C17H26O6S1,0,S1 O6,357.137733277479,0.730006764857369
389.10988939301,17,26,6,NA,2,NA,C17H26O6S2,0,S2 O6,389.109804451879,0.218296043523755
341.160521908643,17,26,7,NA,NA,NA,C17H26O7,0,O7,341.160576722649,-0.16066922700985
354.163861793042,17,26,7,NA,NA,NA,C17H26O713C1,1,13C1 O7,354.163931557719,-0.196984139116833
369.166688317835,17,26,7,2,NA,NA,C17H26O7N2,0,N2 O7,369.166724731509,-0.0986374769698329
414.143860131,17,26,7,3,-9999,1,C17H26O7N3P1,0,N3 P1 O7,414.143560734,0.722930429
397.172741509066,17,26,7,4,NA,NA,C17H26O7N4,0,N4 O7,397.172872740369,-0.33041356157177
373.132826397501,17,26,7,NA,1,NA,C17H26O7S1,0,S1 O7,373.132647897049,0.47838336634302
357.155468611289,17,26,8,NA,NA,NA,C17H26O8,0,O8,357.155491342219,-0.0636443534045344
370.158792289774,17,26,8,NA,NA,NA,C17H26O813C1,1,13C1 O8,370.158846177289,-0.145579433397927
385.161296440601,17,26,8,2,NA,NA,C17H26O8N2,0,N2 O8,385.161639351079,-0.890302778938385
449.105640954296,17,26,8,2,2,NA,C17H26O8N2S2,0,N2 S2 O8,449.105781699879,-0.313390716754978
413.167822206918,17,26,8,4,NA,NA,C17H26O8N4,0,N4 O8,413.167787359939,0.0843409879153498
