Calibrated m/z,Molecular Formula,MolForm,molecular_formula_clean,molform_clean,exact_match,whitespace_normalized_match
788.978136587,C35H11O17N4P1,C35H11O17N4P,C35H11O17N4P1,C35H11O17N4P,FALSE,FALSE
804.973672564,C35H11O18N4P1,C35H11O18N4P,C35H11O18N4P1,C35H11O18N4P,FALSE,FALSE
860.889376651,C35H11O21P1S2,C35H11O21S2P,C35H11O21P1S2,C35H11O21S2P,FALSE,FALSE
860.908438611,C35H11O23P1S1,C35H11O23SP,C35H11O23P1S1,C35H11O23SP,FALSE,FALSE
888.932153251,C35H11O25N2P1,C35H11O25N2P,C35H11O25N2P1,C35H11O25N2P,FALSE,FALSE
581.044034905,C35H11O4N4P1,C35H11O4N4P,C35H11O4N4P1,C35H11O4N4P,FALSE,FALSE
525.032612429,C35H11O4P1,C35H11O4P,C35H11O4P1,C35H11O4P,FALSE,FALSE
588.976449664,C35H11O4P1S2,C35H11O4S2P,C35H11O4P1S2,C35H11O4S2P,FALSE,FALSE
541.026813419,C35H11O5P1,C35H11O5P,C35H11O5P1,C35H11O5P,FALSE,FALSE
557.022516519,C35H11O6P1,C35H11O6P,C35H11O6P1,C35H11O6P,FALSE,FALSE
664.984431618,C35H11O9N2P1S1,C35H11O9N2SP,C35H11O9N2P1S1,C35H11O9N2SP,FALSE,FALSE
603.987237268,C35H12O4N1P1S2,C35H12O4NS2P,C35H12O4N1P1S2,C35H12O4NS2P,FALSE,FALSE
670.984998906,C35H13O11P1S1,C35H13O11SP,C35H13O11P1S1,C35H13O11SP,FALSE,FALSE
702.955802526,C35H13O11P1S2,C35H13O11S2P,C35H13O11P1S2,C35H13O11S2P,FALSE,FALSE
718.969183314,C35H13O14P1S1,C35H13O14SP,C35H13O14P1S1,C35H13O14SP,FALSE,FALSE
734.981808114,C35H13O17P1,C35H13O17P,C35H13O17P1,C35H13O17P,FALSE,FALSE
854.974085195,C35H13O21N4P1,C35H13O21N4P,C35H13O21N4P1,C35H13O21N4P,FALSE,FALSE
890.929707836,C35H13O23N2P1S1,C35H13O23N2SP,C35H13O23N2P1S1,C35H13O23N2SP,FALSE,FALSE
583.059826637,C35H13O4N4P1,C35H13O4N4P,C35H13O4N4P1,C35H13O4N4P,FALSE,FALSE
527.04822216,C35H13O4P1,C35H13O4P,C35H13O4P1,C35H13O4P,FALSE,FALSE
543.042946082,C35H13O5P1,C35H13O5P,C35H13O5P1,C35H13O5P,FALSE,FALSE
606.987383862,C35H13O5P1S2,C35H13O5S2P,C35H13O5P1S2,C35H13O5S2P,FALSE,FALSE
559.037878948,C35H13O6P1,C35H13O6P,C35H13O6P1,C35H13O6P,FALSE,FALSE
575.032449162,C35H13O7P1,C35H13O7P,C35H13O7P1,C35H13O7P,FALSE,FALSE
591.027822494,C35H13O8P1,C35H13O8P,C35H13O8P1,C35H13O8P,FALSE,FALSE
861.920965029,C35H14O20N1P1S2,C35H14O20NS2P,C35H14O20N1P1S2,C35H14O20NS2P,FALSE,FALSE
657.005180411,C35H15O10P1S1,C35H15O10SP,C35H15O10P1S1,C35H15O10SP,FALSE,FALSE
713.035604969,C35H15O12N4P1,C35H15O12N4P,C35H15O12N4P1,C35H15O12N4P,FALSE,FALSE
720.966648949,C35H15O12P1S2,C35H15O12S2P,C35H15O12P1S2,C35H15O12S2P,FALSE,FALSE
704.990494704,C35H15O13P1S1,C35H15O13SP,C35H15O13P1S1,C35H15O13SP,FALSE,FALSE
705.00762292,C35H15O15P1,C35H15O15P,C35H15O15P1,C35H15O15P,FALSE,FALSE
736.980166954,C35H15O15P1S1,C35H15O15SP,C35H15O15P1S1,C35H15O15SP,FALSE,FALSE
749.008636452,C35H15O16N2P1,C35H15O16N2P,C35H15O16N2P1,C35H15O16N2P,FALSE,FALSE
800.941300602,C35H15O17P1S2,C35H15O17S2P,C35H15O17P1S2,C35H15O17S2P,FALSE,FALSE
812.97101919,C35H15O18N2P1S1,C35H15O18N2SP,C35H15O18N2P1S1,C35H15O18N2SP,FALSE,FALSE
585.075479998,C35H15O4N4P1,C35H15O4N4P,C35H15O4N4P1,C35H15O4N4P,FALSE,FALSE
529.063254484,C35H15O4P1,C35H15O4P,C35H15O4P1,C35H15O4P,FALSE,FALSE
545.058833436,C35H15O5P1,C35H15O5P,C35H15O5P1,C35H15O5P,FALSE,FALSE
621.031634016,C35H15O6N2P1S1,C35H15O6N2SP,C35H15O6N2P1S1,C35H15O6N2SP,FALSE,FALSE
561.053142388,C35H15O6P1,C35H15O6P,C35H15O6P1,C35H15O6P,FALSE,FALSE
577.048450266,C35H15O7P1,C35H15O7P,C35H15O7P1,C35H15O7P,FALSE,FALSE
544.074880127,C35H16O4N1P1,C35H16O4NP,C35H16O4N1P1,C35H16O4NP,FALSE,FALSE
627.048771672,C35H17O10P1,C35H17O10P,C35H17O10P1,C35H17O10P,FALSE,FALSE
703.021367245,C35H17O11N2P1S1,C35H17O11N2SP,C35H17O11N2P1S1,C35H17O11N2SP,FALSE,FALSE
707.0060624,C35H17O13P1S1,C35H17O13SP,C35H17O13P1S1,C35H17O13SP,FALSE,FALSE
691.028304912,C35H17O14P1,C35H17O14P,C35H17O14P1,C35H17O14P,FALSE,FALSE
754.97294011,C35H17O14P1S2,C35H17O14S2P,C35H17O14P1S2,C35H17O14S2P,FALSE,FALSE
859.00526923,C35H17O21N4P1,C35H17O21N4P,C35H17O21N4P1,C35H17O21N4P,FALSE,FALSE
531.079407842,C35H17O4P1,C35H17O4P,C35H17O4P1,C35H17O4P,FALSE,FALSE
547.073956479,C35H17O5P1,C35H17O5P,C35H17O5P1,C35H17O5P,FALSE,FALSE
611.018077778,C35H17O5P1S2,C35H17O5S2P,C35H17O5P1S2,C35H17O5S2P,FALSE,FALSE
591.075241529,C35H17O6N2P1,C35H17O6N2P,C35H17O6N2P1,C35H17O6N2P,FALSE,FALSE
563.068919668,C35H17O6P1,C35H17O6P,C35H17O6P1,C35H17O6P,FALSE,FALSE
635.07608065,C35H17O7N4P1,C35H17O7N4P,C35H17O7N4P1,C35H17O7N4P,FALSE,FALSE
579.064048929,C35H17O7P1,C35H17O7P,C35H17O7P1,C35H17O7P,FALSE,FALSE
643.008269515,C35H17O7P1S2,C35H17O7S2P,C35H17O7P1S2,C35H17O7S2P,FALSE,FALSE
595.058797648,C35H17O8P1,C35H17O8P,C35H17O8P1,C35H17O8P,FALSE,FALSE
611.053436086,C35H17O9P1,C35H17O9P,C35H17O9P1,C35H17O9P,FALSE,FALSE
546.090532858,C35H18O4N1P1,C35H18O4NP,C35H18O4N1P1,C35H18O4NP,FALSE,FALSE
578.079567851,C35H18O6N1P1,C35H18O6NP,C35H18O6N1P1,C35H18O6NP,FALSE,FALSE
629.06412991,C35H19O10P1,C35H19O10P,C35H19O10P1,C35H19O10P,FALSE,FALSE
661.035912767,C35H19O10P1S1,C35H19O10SP,C35H19O10P1S1,C35H19O10SP,FALSE,FALSE
645.059590311,C35H19O11P1,C35H19O11P,C35H19O11P1,C35H19O11P,FALSE,FALSE
661.0545667,C35H19O12P1,C35H19O12P,C35H19O12P1,C35H19O12P,FALSE,FALSE
788.978143233,C35H19O16P1S2,C35H19O16S2P,C35H19O16P1S2,C35H19O16S2P,FALSE,FALSE
817.001264577,C35H19O18N2P1S1,C35H19O18N2SP,C35H19O18N2P1S1,C35H19O18N2SP,FALSE,FALSE
788.995884718,C35H19O18P1S1,C35H19O18SP,C35H19O18P1S1,C35H19O18SP,FALSE,FALSE
861.020209781,C35H19O21N4P1,C35H19O21N4P,C35H19O21N4P1,C35H19O21N4P,FALSE,FALSE
900.959700435,C35H19O25P1S1,C35H19O25SP,C35H19O25P1S1,C35H19O25SP,FALSE,FALSE
589.10665083,C35H19O4N4P1,C35H19O4N4P,C35H19O4N4P1,C35H19O4N4P,FALSE,FALSE
533.09483181,C35H19O4P1,C35H19O4P,C35H19O4P1,C35H19O4P,FALSE,FALSE
597.038696436,C35H19O4P1S2,C35H19O4S2P,C35H19O4P1S2,C35H19O4S2P,FALSE,FALSE
549.089642071,C35H19O5P1,C35H19O5P,C35H19O5P1,C35H19O5P,FALSE,FALSE
581.061424278,C35H19O5P1S1,C35H19O5SP,C35H19O5P1S1,C35H19O5SP,FALSE,FALSE
593.090752532,C35H19O6N2P1,C35H19O6N2P,C35H19O6N2P1,C35H19O6N2P,FALSE,FALSE
565.084263862,C35H19O6P1,C35H19O6P,C35H19O6P1,C35H19O6P,FALSE,FALSE
597.057186825,C35H19O6P1S1,C35H19O6SP,C35H19O6P1S1,C35H19O6SP,FALSE,FALSE
609.085116406,C35H19O7N2P1,C35H19O7N2P,C35H19O7N2P1,C35H19O7N2P,FALSE,FALSE
581.079620592,C35H19O7P1,C35H19O7P,C35H19O7P1,C35H19O7P,FALSE,FALSE
613.05157037,C35H19O7P1S1,C35H19O7SP,C35H19O7P1S1,C35H19O7SP,FALSE,FALSE
597.075028535,C35H19O8P1,C35H19O8P,C35H19O8P1,C35H19O8P,FALSE,FALSE
660.0704329,C35H20O11N1P1,C35H20O11NP,C35H20O11N1P1,C35H20O11NP,FALSE,FALSE
864.020495176,C35H20O22N3P1,C35H20O22N3P,C35H20O22N3P1,C35H20O22N3P,FALSE,FALSE
548.1056848,C35H20O4N1P1,C35H20O4NP,C35H20O4N1P1,C35H20O4NP,FALSE,FALSE
564.100749953,C35H20O5N1P1,C35H20O5NP,C35H20O5N1P1,C35H20O5NP,FALSE,FALSE
580.09609368,C35H20O6N1P1,C35H20O6NP,C35H20O6N1P1,C35H20O6NP,FALSE,FALSE
660.051719012,C35H20O9N1P1S1,C35H20O9NSP,C35H20O9N1P1S1,C35H20O9NSP,FALSE,FALSE
631.079698064,C35H21O10P1,C35H21O10P,C35H21O10P1,C35H21O10P,FALSE,FALSE
663.051553121,C35H21O10P1S1,C35H21O10SP,C35H21O10P1S1,C35H21O10SP,FALSE,FALSE
703.087187236,C35H21O11N4P1,C35H21O11N4P,C35H21O11N4P1,C35H21O11N4P,FALSE,FALSE
854.973370661,C35H21O20P1S2,C35H21O20S2P,C35H21O20P1S2,C35H21O20S2P,FALSE,FALSE
855.008510319,C35H21O24P1,C35H21O24P,C35H21O24P1,C35H21O24P,FALSE,FALSE
535.110302473,C35H21O4P1,C35H21O4P,C35H21O4P1,C35H21O4P,FALSE,FALSE
567.082692341,C35H21O4P1S1,C35H21O4SP,C35H21O4P1S1,C35H21O4SP,FALSE,FALSE
599.054562181,C35H21O4P1S2,C35H21O4S2P,C35H21O4P1S2,C35H21O4S2P,FALSE,FALSE
579.111545075,C35H21O5N2P1,C35H21O5N2P,C35H21O5N2P1,C35H21O5N2P,FALSE,FALSE
551.105320734,C35H21O5P1,C35H21O5P,C35H21O5P1,C35H21O5P,FALSE,FALSE
583.077307506,C35H21O5P1S1,C35H21O5SP,C35H21O5P1S1,C35H21O5SP,FALSE,FALSE
595.106035602,C35H21O6N2P1,C35H21O6N2P,C35H21O6N2P1,C35H21O6N2P,FALSE,FALSE
567.100285994,C35H21O6P1,C35H21O6P,C35H21O6P1,C35H21O6P,FALSE,FALSE
599.072348052,C35H21O6P1S1,C35H21O6SP,C35H21O6P1S1,C35H21O6SP,FALSE,FALSE
611.101436179,C35H21O7N2P1,C35H21O7N2P,C35H21O7N2P1,C35H21O7N2P,FALSE,FALSE
583.095409255,C35H21O7P1,C35H21O7P,C35H21O7P1,C35H21O7P,FALSE,FALSE
615.067353597,C35H21O7P1S1,C35H21O7SP,C35H21O7P1S1,C35H21O7SP,FALSE,FALSE
659.068239022,C35H21O8N2P1S1,C35H21O8N2SP,C35H21O8N2P1S1,C35H21O8N2SP,FALSE,FALSE
599.090166123,C35H21O8P1,C35H21O8P,C35H21O8P1,C35H21O8P,FALSE,FALSE
615.085483874,C35H21O9P1,C35H21O9P,C35H21O9P1,C35H21O9P,FALSE,FALSE
647.056552123,C35H21O9P1S1,C35H21O9SP,C35H21O9P1S1,C35H21O9SP,FALSE,FALSE
722.081777154,C35H22O13N3P1,C35H22O13N3P,C35H22O13N3P1,C35H22O13N3P,FALSE,FALSE
550.121533988,C35H22O4N1P1,C35H22O4NP,C35H22O4N1P1,C35H22O4NP,FALSE,FALSE
566.116811866,C35H22O5N1P1,C35H22O5NP,C35H22O5N1P1,C35H22O5NP,FALSE,FALSE
662.05050232,C35H22O7N1P1S2,C35H22O7NS2P,C35H22O7N1P1S2,C35H22O7NS2P,FALSE,FALSE
662.067365229,C35H22O9N1P1S1,C35H22O9NSP,C35H22O9N1P1S1,C35H22O9NSP,FALSE,FALSE
705.103021632,C35H23O11N4P1,C35H23O11N4P,C35H23O11N4P1,C35H23O11N4P,FALSE,FALSE
817.067776198,C35H23O18N4P1,C35H23O18N4P,C35H23O18N4P1,C35H23O18N4P,FALSE,FALSE
857.007267817,C35H23O22P1S1,C35H23O22SP,C35H23O22P1S1,C35H23O22SP,FALSE,FALSE
565.132290835,C35H23O4N2P1,C35H23O4N2P,C35H23O4N2P1,C35H23O4N2P,FALSE,FALSE
537.126493817,C35H23O4P1,C35H23O4P,C35H23O4P1,C35H23O4P,FALSE,FALSE
569.097754565,C35H23O4P1S1,C35H23O4SP,C35H23O4P1S1,C35H23O4SP,FALSE,FALSE
601.070145913,C35H23O4P1S2,C35H23O4S2P,C35H23O4P1S2,C35H23O4S2P,FALSE,FALSE
581.126974263,C35H23O5N2P1,C35H23O5N2P,C35H23O5N2P1,C35H23O5N2P,FALSE,FALSE
553.120782396,C35H23O5P1,C35H23O5P,C35H23O5P1,C35H23O5P,FALSE,FALSE
585.092804733,C35H23O5P1S1,C35H23O5SP,C35H23O5P1S1,C35H23O5SP,FALSE,FALSE
597.121817034,C35H23O6N2P1,C35H23O6N2P,C35H23O6N2P1,C35H23O6N2P,FALSE,FALSE
569.115724657,C35H23O6P1,C35H23O6P,C35H23O6P1,C35H23O6P,FALSE,FALSE
601.087827279,C35H23O6P1S1,C35H23O6SP,C35H23O6P1S1,C35H23O6SP,FALSE,FALSE
613.116687479,C35H23O7N2P1,C35H23O7N2P,C35H23O7N2P1,C35H23O7N2P,FALSE,FALSE
585.110856917,C35H23O7P1,C35H23O7P,C35H23O7P1,C35H23O7P,FALSE,FALSE
617.083108825,C35H23O7P1S1,C35H23O7SP,C35H23O7P1S1,C35H23O7SP,FALSE,FALSE
601.106049039,C35H23O8P1,C35H23O8P,C35H23O8P1,C35H23O8P,FALSE,FALSE
633.078391371,C35H23O8P1S1,C35H23O8SP,C35H23O8P1S1,C35H23O8SP,FALSE,FALSE
673.112830189,C35H23O9N4P1,C35H23O9N4P,C35H23O9N4P1,C35H23O9N4P,FALSE,FALSE
617.100535372,C35H23O9P1,C35H23O9P,C35H23O9P1,C35H23O9P,FALSE,FALSE
649.073098916,C35H23O9P1S1,C35H23O9SP,C35H23O9P1S1,C35H23O9SP,FALSE,FALSE
648.106621039,C35H24O10N1P1,C35H24O10NP,C35H24O10N1P1,C35H24O10NP,FALSE,FALSE
820.067210546,C35H24O19N3P1,C35H24O19N3P,C35H24O19N3P1,C35H24O19N3P,FALSE,FALSE
552.137199495,C35H24O4N1P1,C35H24O4NP,C35H24O4N1P1,C35H24O4NP,FALSE,FALSE
819.083083904,C35H25O18N4P1,C35H25O18N4P,C35H25O18N4P1,C35H25O18N4P,FALSE,FALSE
795.042679991,C35H25O18P1S1,C35H25O18SP,C35H25O18P1S1,C35H25O18SP,FALSE,FALSE
859.021704904,C35H25O22P1S1,C35H25O22SP,C35H25O22P1S1,C35H25O22SP,FALSE,FALSE
539.141430799,C35H25O4P1,C35H25O4P,C35H25O4P1,C35H25O4P,FALSE,FALSE
571.113275414,C35H25O4P1S1,C35H25O4SP,C35H25O4P1S1,C35H25O4SP,FALSE,FALSE
603.085800644,C35H25O4P1S2,C35H25O4S2P,C35H25O4P1S2,C35H25O4S2P,FALSE,FALSE
555.136675059,C35H25O5P1,C35H25O5P,C35H25O5P1,C35H25O5P,FALSE,FALSE
587.108663961,C35H25O5P1S1,C35H25O5SP,C35H25O5P1S1,C35H25O5SP,FALSE,FALSE
599.137443785,C35H25O6N2P1,C35H25O6N2P,C35H25O6N2P1,C35H25O6N2P,FALSE,FALSE
571.131879189,C35H25O6P1,C35H25O6P,C35H25O6P1,C35H25O6P,FALSE,FALSE
603.104134138,C35H25O6P1S1,C35H25O6SP,C35H25O6P1S1,C35H25O6SP,FALSE,FALSE
587.126413877,C35H25O7P1,C35H25O7P,C35H25O7P1,C35H25O7P,FALSE,FALSE
619.098723052,C35H25O7P1S1,C35H25O7SP,C35H25O7P1S1,C35H25O7SP,FALSE,FALSE
603.121276644,C35H25O8P1,C35H25O8P,C35H25O8P1,C35H25O8P,FALSE,FALSE
635.093987598,C35H25O8P1S1,C35H25O8SP,C35H25O8P1S1,C35H25O8SP,FALSE,FALSE
675.128520673,C35H25O9N4P1,C35H25O9N4P,C35H25O9N4P1,C35H25O9N4P,FALSE,FALSE
602.119770176,C35H26O5N1P1S1,C35H26O5NSP,C35H26O5N1P1S1,C35H26O5NSP,FALSE,FALSE
713.099897259,C35H27O11N2P1S1,C35H27O11N2SP,C35H27O11N2P1S1,C35H27O11N2SP,FALSE,FALSE
861.019832473,C35H27O20P1S2,C35H27O20S2P,C35H27O20P1S2,C35H27O20S2P,FALSE,FALSE
541.157600543,C35H27O4P1,C35H27O4P,C35H27O4P1,C35H27O4P,FALSE,FALSE
573.129455777,C35H27O4P1S1,C35H27O4SP,C35H27O4P1S1,C35H27O4SP,FALSE,FALSE
605.101590376,C35H27O4P1S2,C35H27O4S2P,C35H27O4P1S2,C35H27O4S2P,FALSE,FALSE
585.157907641,C35H27O5N2P1,C35H27O5N2P,C35H27O5N2P1,C35H27O5N2P,FALSE,FALSE
557.152112799,C35H27O5P1,C35H27O5P,C35H27O5P1,C35H27O5P,FALSE,FALSE
589.124922678,C35H27O5P1S1,C35H27O5SP,C35H27O5P1S1,C35H27O5SP,FALSE,FALSE
601.153441537,C35H27O6N2P1,C35H27O6N2P,C35H27O6N2P1,C35H27O6N2P,FALSE,FALSE
573.147020761,C35H27O6P1,C35H27O6P,C35H27O6P1,C35H27O6P,FALSE,FALSE
605.119430734,C35H27O6P1S1,C35H27O6SP,C35H27O6P1S1,C35H27O6SP,FALSE,FALSE
589.142536915,C35H27O7P1,C35H27O7P,C35H27O7P1,C35H27O7P,FALSE,FALSE
621.113677278,C35H27O7P1S1,C35H27O7SP,C35H27O7P1S1,C35H27O7SP,FALSE,FALSE
637.109557825,C35H27O8P1S1,C35H27O8SP,C35H27O8P1S1,C35H27O8SP,FALSE,FALSE
653.104428371,C35H27O9P1S1,C35H27O9SP,C35H27O9P1S1,C35H27O9SP,FALSE,FALSE
588.140153733,C35H28O4N1P1S1,C35H28O4NSP,C35H28O4N1P1S1,C35H28O4NSP,FALSE,FALSE
604.135541816,C35H28O5N1P1S1,C35H28O5NSP,C35H28O5N1P1S1,C35H28O5NSP,FALSE,FALSE
695.15476355,C35H29O10N4P1,C35H29O10N4P,C35H29O10N4P1,C35H29O10N4P,FALSE,FALSE
815.069504871,C35H29O19P1S1,C35H29O19SP,C35H29O19P1S1,C35H29O19SP,FALSE,FALSE
815.087132082,C35H29O21P1,C35H29O21P,C35H29O21P1,C35H29O21P,FALSE,FALSE
543.173476011,C35H29O4P1,C35H29O4P,C35H29O4P1,C35H29O4P,FALSE,FALSE
575.144667869,C35H29O4P1S1,C35H29O4SP,C35H29O4P1S1,C35H29O4SP,FALSE,FALSE
587.17429727,C35H29O5N2P1,C35H29O5N2P,C35H29O5N2P1,C35H29O5N2P,FALSE,FALSE
559.167768036,C35H29O5P1,C35H29O5P,C35H29O5P1,C35H29O5P,FALSE,FALSE
591.140162838,C35H29O5P1S1,C35H29O5SP,C35H29O5P1S1,C35H29O5SP,FALSE,FALSE
575.163251101,C35H29O6P1,C35H29O6P,C35H29O6P1,C35H29O6P,FALSE,FALSE
607.134772961,C35H29O6P1S1,C35H29O6SP,C35H29O6P1S1,C35H29O6SP,FALSE,FALSE
623.129619506,C35H29O7P1S1,C35H29O7SP,C35H29O7P1S1,C35H29O7SP,FALSE,FALSE
655.101727433,C35H29O7P1S2,C35H29O7S2P,C35H29O7P1S2,C35H29O7S2P,FALSE,FALSE
639.124898052,C35H29O8P1S1,C35H29O8SP,C35H29O8P1S1,C35H29O8SP,FALSE,FALSE
671.096478701,C35H29O8P1S2,C35H29O8S2P,C35H29O8P1S2,C35H29O8S2P,FALSE,FALSE
687.091891968,C35H29O9P1S2,C35H29O9S2P,C35H29O9P1S2,C35H29O9S2P,FALSE,FALSE
558.18393809,C35H30O4N1P1,C35H30O4NP,C35H30O4N1P1,C35H30O4NP,FALSE,FALSE
606.150993243,C35H30O5N1P1S1,C35H30O5NSP,C35H30O5N1P1S1,C35H30O5NSP,FALSE,FALSE
817.066385053,C35H31O17P1S2,C35H31O17S2P,C35H31O17P1S2,C35H31O17S2P,FALSE,FALSE
817.083962314,C35H31O19P1S1,C35H31O19SP,C35H31O19P1S1,C35H31O19SP,FALSE,FALSE
893.092897349,C35H31O24N2P1,C35H31O24N2P,C35H31O24N2P1,C35H31O24N2P,FALSE,FALSE
545.188975624,C35H31O4P1,C35H31O4P,C35H31O4P1,C35H31O4P,FALSE,FALSE
577.160360097,C35H31O4P1S1,C35H31O4SP,C35H31O4P1S1,C35H31O4SP,FALSE,FALSE
593.155668643,C35H31O5P1S1,C35H31O5SP,C35H31O5P1S1,C35H31O5SP,FALSE,FALSE
609.150746189,C35H31O6P1S1,C35H31O6SP,C35H31O6P1S1,C35H31O6SP,FALSE,FALSE
625.146017438,C35H31O7P1S1,C35H31O7SP,C35H31O7P1S1,C35H31O7SP,FALSE,FALSE
657.117640828,C35H31O7P1S2,C35H31O7S2P,C35H31O7P1S2,C35H31O7S2P,FALSE,FALSE
641.14076728,C35H31O8P1S1,C35H31O8SP,C35H31O8P1S1,C35H31O8SP,FALSE,FALSE
673.112568096,C35H31O8P1S2,C35H31O8S2P,C35H31O8P1S2,C35H31O8S2P,FALSE,FALSE
657.135939576,C35H31O9P1S1,C35H31O9SP,C35H31O9P1S1,C35H31O9SP,FALSE,FALSE
689.107426364,C35H31O9P1S2,C35H31O9S2P,C35H31O9P1S2,C35H31O9S2P,FALSE,FALSE
816.082949725,C35H32O16N1P1S2,C35H32O16NS2P,C35H32O16N1P1S2,C35H32O16NS2P,FALSE,FALSE
816.100530667,C35H32O18N1P1S1,C35H32O18NSP,C35H32O18N1P1S1,C35H32O18NSP,FALSE,FALSE
844.124504724,C35H32O20N3P1,C35H32O20N3P,C35H32O20N3P1,C35H32O20N3P,FALSE,FALSE
912.069793282,C35H32O24N1P1S1,C35H32O24NSP,C35H32O24N1P1S1,C35H32O24NSP,FALSE,FALSE
560.19922735,C35H32O4N1P1,C35H32O4NP,C35H32O4N1P1,C35H32O4NP,FALSE,FALSE
576.194014749,C35H32O5N1P1,C35H32O5NP,C35H32O5N1P1,C35H32O5NP,FALSE,FALSE
624.179018158,C35H32O8N1P1,C35H32O8NP,C35H32O8N1P1,C35H32O8NP,FALSE,FALSE
643.174117927,C35H33O10P1,C35H33O10P,C35H33O10P1,C35H33O10P,FALSE,FALSE
659.169035195,C35H33O11P1,C35H33O11P,C35H33O11P1,C35H33O11P,FALSE,FALSE
819.082486258,C35H33O17P1S2,C35H33O17S2P,C35H33O17P1S2,C35H33O17S2P,FALSE,FALSE
579.176268324,C35H33O4P1S1,C35H33O4SP,C35H33O4P1S1,C35H33O4SP,FALSE,FALSE
619.211427263,C35H33O5N4P1,C35H33O5N4P,C35H33O5N4P1,C35H33O5N4P,FALSE,FALSE
595.17181534,C35H33O5P1S1,C35H33O5SP,C35H33O5P1S1,C35H33O5SP,FALSE,FALSE
627.143605459,C35H33O5P1S2,C35H33O5S2P,C35H33O5P1S2,C35H33O5S2P,FALSE,FALSE
635.20664008,C35H33O6N4P1,C35H33O6N4P,C35H33O6N4P1,C35H33O6N4P,FALSE,FALSE
611.166428416,C35H33O6P1S1,C35H33O6SP,C35H33O6P1S1,C35H33O6SP,FALSE,FALSE
643.137918956,C35H33O6P1S2,C35H33O6S2P,C35H33O6P1S2,C35H33O6S2P,FALSE,FALSE
659.132894224,C35H33O7P1S2,C35H33O7S2P,C35H33O7P1S2,C35H33O7S2P,FALSE,FALSE
671.162484859,C35H33O8N2P1S1,C35H33O8N2SP,C35H33O8N2P1S1,C35H33O8N2SP,FALSE,FALSE
691.12270376,C35H33O9P1S2,C35H33O9S2P,C35H33O9P1S2,C35H33O9S2P,FALSE,FALSE
722.147368986,C35H34O12N1P1S1,C35H34O12NSP,C35H34O12N1P1S1,C35H34O12NSP,FALSE,FALSE
754.153876073,C35H34O16N1P1,C35H34O16NP,C35H34O16N1P1,C35H34O16NP,FALSE,FALSE
562.215671838,C35H34O4N1P1,C35H34O4NP,C35H34O4N1P1,C35H34O4NP,FALSE,FALSE
578.209657555,C35H34O5N1P1,C35H34O5NP,C35H34O5N1P1,C35H34O5NP,FALSE,FALSE
645.189702322,C35H35O10P1,C35H35O10P,C35H35O10P1,C35H35O10P,FALSE,FALSE
661.18480559,C35H35O11P1,C35H35O11P,C35H35O11P1,C35H35O11P,FALSE,FALSE
693.174102407,C35H35O13P1,C35H35O13P,C35H35O13P1,C35H35O13P,FALSE,FALSE
577.225634162,C35H35O4N2P1,C35H35O4N2P,C35H35O4N2P1,C35H35O4N2P,FALSE,FALSE
549.21994833,C35H35O4P1,C35H35O4P,C35H35O4P1,C35H35O4P,FALSE,FALSE
581.192346196,C35H35O4P1S1,C35H35O4SP,C35H35O4P1S1,C35H35O4SP,FALSE,FALSE
593.221290561,C35H35O5N2P1,C35H35O5N2P,C35H35O5N2P1,C35H35O5N2P,FALSE,FALSE
597.186953097,C35H35O5P1S1,C35H35O5SP,C35H35O5P1S1,C35H35O5SP,FALSE,FALSE
609.215551539,C35H35O6N2P1,C35H35O6N2P,C35H35O6N2P1,C35H35O6N2P,FALSE,FALSE
613.181723706,C35H35O6P1S1,C35H35O6SP,C35H35O6P1S1,C35H35O6SP,FALSE,FALSE
661.148847619,C35H35O7P1S2,C35H35O7S2P,C35H35O7P1S2,C35H35O7S2P,FALSE,FALSE
673.178118444,C35H35O8N2P1S1,C35H35O8N2SP,C35H35O8N2P1S1,C35H35O8N2SP,FALSE,FALSE
677.143469887,C35H35O8P1S2,C35H35O8S2P,C35H35O8P1S2,C35H35O8S2P,FALSE,FALSE
629.194368055,C35H35O9P1,C35H35O9P,C35H35O9P1,C35H35O9P,FALSE,FALSE
692.189890403,C35H36O12N1P1,C35H36O12NP,C35H36O12N1P1,C35H36O12NP,FALSE,FALSE
723.178143603,C35H37O11N2P1S1,C35H37O11N2SP,C35H37O11N2P1S1,C35H37O11N2SP,FALSE,FALSE
743.156417341,C35H37O14P1S1,C35H37O14SP,C35H37O14P1S1,C35H37O14SP,FALSE,FALSE
839.125902938,C35H37O20P1S1,C35H37O20SP,C35H37O20P1S1,C35H37O20SP,FALSE,FALSE
579.241682398,C35H37O4N2P1,C35H37O4N2P,C35H37O4N2P1,C35H37O4N2P,FALSE,FALSE
583.207528986,C35H37O4P1S1,C35H37O4SP,C35H37O4P1S1,C35H37O4SP,FALSE,FALSE
615.179713246,C35H37O4P1S2,C35H37O4S2P,C35H37O4P1S2,C35H37O4S2P,FALSE,FALSE
647.169282747,C35H37O6P1S2,C35H37O6S2P,C35H37O6P1S2,C35H37O6S2P,FALSE,FALSE
663.164426015,C35H37O7P1S2,C35H37O7S2P,C35H37O7P1S2,C35H37O7S2P,FALSE,FALSE
675.193740303,C35H37O8N2P1S1,C35H37O8N2SP,C35H37O8N2P1S1,C35H37O8N2SP,FALSE,FALSE
