Calibrated m/z,HJA_155_p1.corems,HJA_156_p1.corems,HJA_160_p1.corems,HJA_161_p1.corems,HJA_162_p1.corems,HJA_163_p1.corems,HJA_164_p1.corems,HJA_165_p1.corems,HJA_169_p1.corems,HJA_170_p1.corems,HJA_177_p1.corems,HJA_178_p1.corems,HJA_190_p1.corems,HJA_192_p1.corems,HJA_260_p1.corems,HJA_360_p1.corems,HJA_45_p1.corems,HJA_47_p1.corems,HJA_49_p1.corems,HJA_50_p1.corems,HJA_53_p1.corems,HJA_54_p1.corems,HJA_55_p1.corems,HJA_56_p1.corems,HJA_57_p1.corems,HJA_58_p1.corems,HJA_60_p1.corems,HJA_64_p1.corems,HJA_65_p1.corems,HJA_66_p1.corems,HJA_68_p1.corems,HJA_71_p1.corems,HJA_72_p1.corems,HJA_73_p1.corems,HJA_74_p1.corems,HJA_76_p1.corems,HJA_82_p1.corems,HJA_83_p1.corems,HJA_84_p1.corems,HJA_CC-1-15m_p1.corems,HJA_CC-2-55m_p1.corems,HJA_CC-3-100m_p1.corems,HJA_CC-4-250m_p1.corems,HJA_KC-1-275m_p1.corems,HJA_KC-2-360m_p1.corems,HJA_KC-3-400m_p1.corems,HJA_KerryCreek2_p1.corems,HJA_WS1-2_p1.corems,HJA_WS1-3_p1.corems,HJA_WS1-5_p1.corems,HJA_WS1-6_p1.corems,HJA_WS1-7_p1.corems,HJA_WS1-8_p1.corems,HJA_WS1_250m_p1.corems,HJA_WS3-1_30m_p1.corems,HJA_WS3-2_p1.corems,HJA_WS3-3_p1.corems,HJA_WS3-4_p1.corems,HJA_WS3-5_p1.corems,HJA_WS3-6_p1.corems,HJW_01_SIR-1_p08.corems,HJW_01_SIR-2_p14.corems,HJW_01_SIR-3_p06.corems,HJW_02_SIR-1_p12.corems,HJW_02_SIR-2_p08.corems,HJW_02_SIR-3_p05.corems,HJW_03_SIR-1_p15.corems,HJW_03_SIR-2_p06.corems,HJW_03_SIR-3_p08.corems,HJW_04_SIR-1_p16.corems,HJW_04_SIR-2_p08.corems,HJW_04_SIR-3_p06.corems,HJW_05_SIR-1_p1.corems,HJW_05_SIR-2_p1.corems,HJW_05_SIR-3_p15.corems,HJW_06_SIR-1_p35.corems,HJW_06_SIR-2_p12.corems,HJW_06_SIR-3_p12.corems,HJW_07_SIR-1_p13.corems,HJW_07_SIR-2_p1.corems,HJW_07_SIR-3_p1.corems,HJW_08_SIR-1_p06.corems,HJW_08_SIR-2_p14.corems,HJW_08_SIR-3_p2.corems,HJW_09_SIR-1_p1.corems,HJW_09_SIR-2_p12.corems,HJW_09_SIR-3_p1.corems,HJW_10_SIR-1_p1.corems,HJW_10_SIR-2_p15.corems,HJW_10_SIR-3_p12.corems,HJW_11_SIR-1_p18.corems,HJW_11_SIR-2_p08.corems,HJW_11_SIR-3_p2.corems,HJW_12_SIR-1_p1.corems,HJW_12_SIR-2_p18.corems,HJW_12_SIR-3_p18.corems,HJW_13_SIR-1_p2.corems,HJW_13_SIR-2_p18.corems,HJW_13_SIR-3_p12.corems,HJW_14_SIR-1_p08.corems,HJW_14_SIR-2_p12.corems,HJW_14_SIR-3_p15.corems,HJW_15_SIR-1_p2.corems,HJW_15_SIR-2_p16.corems,HJW_15_SIR-3_p2.corems,HJW_16_SIR-1_p1.corems,HJW_16_SIR-2_p1.corems,HJW_16_SIR-3_p13.corems,HJW_17_SIR-1_p12.corems,HJW_17_SIR-2_p2.corems,HJW_17_SIR-3_p12.corems,HJW_18_SIR-1_p3.corems,HJW_18_SIR-2_p08.corems,HJW_18_SIR-3_p14.corems,HJW_19_SIR-1_p12.corems,HJW_19_SIR-2_p14.corems,HJW_19_SIR-3_p1.corems,HJW_20_SIR-1_p1.corems,HJW_20_SIR-2_p12.corems,HJW_20_SIR-3_p08.corems,HJW_21_SIR-1_p12.corems,HJW_21_SIR-2_p2.corems,HJW_21_SIR-3_p12.corems,HJW_22_SIR-1_p08.corems,HJW_22_SIR-2_p12.corems,HJW_22_SIR-3_p1.corems,HJW_23_SIR-1_p1.corems,HJW_23_SIR-2_p1.corems,HJW_23_SIR-3_p2.corems,HJW_24_SIR-1_p06.corems,HJW_24_SIR-2_p12.corems,HJW_24_SIR-3_p18.corems,HJW_25_SIR-1_p12.corems,HJW_25_SIR-2_p12.corems,HJW_25_SIR-3_p16.corems,HJW_26_SIR-1_p06.corems,HJW_26_SIR-2_p1.corems,HJW_26_SIR-3_p2.corems,HJW_28_SIR-1_p12.corems,HJW_28_SIR-2_p12.corems,HJW_28_SIR-3_p06.corems,HJW_29_SIR-1_p1.corems,HJW_29_SIR-2_p08.corems,HJW_29_SIR-3_p12.corems,HJW_30_SIR-1_p06.corems,HJW_30_SIR-2_p14.corems,HJW_30_SIR-3_p16.corems,HJW_31_SIR-1_p08.corems,HJW_31_SIR-2_p1.corems,HJW_31_SIR-3_p1.corems,HJW_32_SIR-1_p16.corems,HJW_32_SIR-2_p1.corems,HJW_32_SIR-3_p12.corems,HJW_33_SIR-1_p08.corems,HJW_33_SIR-2_p12.corems,HJW_33_SIR-3_p12.corems,HJW_34_SIR-1_p12.corems,HJW_34_SIR-2_p1.corems,HJW_35_SIR-1_p14.corems,HJW_35_SIR-2_p14.corems,HJW_35_SIR-3_p1.corems,HJW_36_SIR-1_p2.corems,HJW_36_SIR-2_p18.corems,HJW_36_SIR-3_p15.corems,HJW_37_SIR-1_p08.corems,HJW_37_SIR-2_p1.corems,HJW_37_SIR-3_p1.corems,HJW_38_SIR-1_p12.corems,HJW_38_SIR-2_p08.corems,HJW_38_SIR-3_p1.corems,HJW_39_SIR-1_p1.corems,HJW_39_SIR-2_p04.corems,HJW_39_SIR-3_p12.corems,HJW_40_SIR-1_p08.corems,HJW_40_SIR-2_p1.corems,HJW_40_SIR-3_p13.corems,HJW_41_SIR-1_p15.corems,HJW_41_SIR-2_p12.corems,HJW_41_SIR-3_p1.corems,HJW_42_SIR-1_p06.corems,HJW_42_SIR-2_p12.corems,HJW_42_SIR-3_p12.corems,HJW_43_SIR-1_p06.corems,HJW_43_SIR-3_p14.corems,HJW_44_SIR-1_p3.corems,HJW_44_SIR-2_p08.corems,HJW_44_SIR-3_p14.corems,HJW_45_SIR-1_p12.corems,HJW_45_SIR-2_p1.corems,HJW_45_SIR-3_p1.corems,HJW_46_SIR-1_p08.corems,HJW_46_SIR-2_p1.corems,HJW_46_SIR-3_p13.corems,HJW_47_SIR-1_p12.corems,HJW_47_SIR-2_p16.corems,HJW_47_SIR-3_p1.corems,HJW_48_SIR-1_p15.corems,HJW_48_SIR-2_p13.corems,HJW_48_SIR-3_p16.corems,HJW_Blk-1_p05.corems,HJW_Blk-2_p05.corems
569.060185921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209727.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541.053827262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265555.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585.055136189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1898126.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601.050358457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617.044479409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931392.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633.039510955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639954.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661.045908785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632647.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2237607.8,0,0,0,1608588.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681.006271248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12367749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441.100891542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3609580.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939493.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473.072577194,2058718.3,0,3237965.5,0,3868448,0,5027976.5,0,5394779.5,5342066,3204477.5,2825463.5,0,2485879.5,1690180.4,0,1507462.6,2214463,2886358.5,0,2133397.5,0,0,0,2753729,2294491.3,0,6966038,2284865.8,0,2526315,0,2108959,5500956,0,0,2461108.3,2248478,2597474.5,3591887,8495269,5246753,0,0,1744850.9,0,0,0,0,3444062.3,3169449.5,2760544.3,2058391.5,2524335.3,3176614,0,2533167,7270406.5,0,3385124.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038902,0,0,0,0,0,0,2519842.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891888.6,0,0,0,0,1038639.9,0,0,0,0,961428.6,815454.6,0,1114397.9,0,0,0,0,0,1682561.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868649.3,0,0,0,0,0,1534067.3,0,0,1129553.1,0,0,1140477.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395621.8,0,0,1176600.5,0,1294633.5,0,0,0,0,1445080.1,829919.4,0,0,0,0,0,0,1750578.6,0,0,0,0,0
445.067224416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802661.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477.039103717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311843.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489.0675144,2716269.8,0,4335602,0,3203566.5,0,5982452,0,7565789,7798981.5,3569584.8,5086907,2359730,2730416.8,0,0,0,2392135.3,2352542,1397799.9,3065569.3,1406930.3,0,0,2533229.3,3382563.8,1552027.1,9170530,1739607.4,0,2584883.5,0,2537897.3,7451849,0,0,2884171.3,2559004.3,3331100.8,3708512.5,11076397,6078921,0,0,1850487.5,0,0,2376471.3,0,4545938.5,4522711,3273798.5,2856190.5,2346030,3430215.3,0,2328725.8,4322492,0,3763697.5,0,0,0,927249.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981784.2,0,0,0,0,0,0,2791270.8,0,0,0,0,971951.1,0,0,0,0,0,0,0,0,0,0,0,0,815092.9,0,0,0,0,0,0,0,0,0,0,0,0,1120608.5,0,0,0,0,0,1498900.8,0,0,0,0,0,0,0,1054120.9,0,0,0,0,0,0,917142.2,0,0,967770.6,0,0,1079876.8,0,1250205.9,0,0,0,0,0,0,1040453.5,0,0,0,0,0,0,0,0,0,0,0,1568388.5,0,0,840592.6,0,0,0,0,0,0,0,1433246.8,0,0,1485145.3,0,1413149.1,0,0,0,0,1581288.8,0,1567963.9,0,0,0,0,0,1687455.9,0,0,0,0,0
429.089800923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537374.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505.062620605,3367934.3,0,4479557.5,0,4930289,0,5793949.5,0,9803469,9077481,4217634.5,5871920,2741742.5,2851315.5,1908835.9,1765251.3,1586407.9,2806034.5,2555772.8,0,3261935.3,0,0,0,2839973.5,0,0,11452896,2131619.3,0,2263359.5,0,1986676.8,6958481.5,0,0,2109285.8,2205669.5,3364766.3,3889850.5,12181658,6743669,0,0,1951827.4,0,0,0,0,4947552.5,5163253,2822181.5,0,2972372,3633889.3,1575927.5,2971600.8,4477717,0,2960121,0,0,0,1044862.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202724.1,0,0,0,0,0,0,2300833.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631441.6,0,0,0,0,0,1120010.8,0,0,0,0,0,1266310.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540099,936981.7,0,1044800.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881318.5,0,0,0,0,0,0,0,1310053.8,0,0,972816.4,0,1539542.6,0,0,0,0,1258881.6,0,0,0,0,0,0,0,1672014.8,0,0,0,0,0
501.097276616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415854.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.084407792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837780.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521.05742381,1988445.3,0,3822619,0,3086100.3,0,4512264.5,0,8926067,7972345,3692165.5,4333557,2164725,2271956.8,0,0,0,0,0,0,1864442.4,0,0,0,1900230.6,1851080.6,0,11030005,0,0,2095690.9,0,0,5077741.5,0,0,1779389.8,2220247.5,2688941.3,1961646.9,8295066,6013711,0,0,0,0,0,2229278.3,0,4057792.8,4578931.5,0,2068599,2627278.8,2014927.8,0,2048752.6,2548050.3,0,2497636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899438.8,0,0,0,0,1552911.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2274723.8,0,0,0,0,0,0,0,0,0,0,0,1103041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252380.9,0,0,0,1400037.1,1215053.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1683032.6,0,0,0,0,0,0,0,0,0,0,971633.4,0,0,1562785.8,0,1172436.5,0,0,0,0,1669625.5,0,1364416.6,0,0,0,0,0,1730423.6,0,0,0,0,0
461.079934853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003442.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537.052376919,0,0,2659646.5,0,2316861,0,0,0,7390871.5,8943629,2513852.3,3562893.3,2870494.3,1545812.5,0,0,0,0,2112294,0,0,0,0,0,0,1635918.4,0,9646318,0,0,0,0,0,4215559,0,0,0,1563052.8,2129679.3,0,6579820,4339442.5,0,0,0,0,0,0,0,3659929.8,2468462.3,1517510.1,1929636.6,0,1882400.9,0,0,2350488.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630314.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061269.9,0,0,0,0,0,0,0,0,0,0,0,0,1080147.5,0,0,0,0,0
553.047597372,0,0,0,0,0,0,2225052.8,0,3871481.5,0,0,0,1980772.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5923050,0,0,0,0,0,2117007.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544125.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185636.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.04553785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872038.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2355737.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508.044931516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613103.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
