Calibrated_Mass,HJW_01_SIR-1,HJW_01_SIR-2,HJW_01_SIR-3,HJW_02_SIR-1,HJW_02_SIR-2,HJW_02_SIR-3,HJW_03_SIR-1,HJW_03_SIR-2,HJW_03_SIR-3,HJW_04_SIR-1,HJW_04_SIR-2,HJW_04_SIR-3,HJW_05_SIR-1,HJW_05_SIR-2,HJW_05_SIR-3,HJW_06_SIR-1,HJW_06_SIR-2,HJW_06_SIR-3,HJW_07_SIR-1,HJW_07_SIR-2,HJW_07_SIR-3,HJW_08_SIR-1,HJW_08_SIR-2,HJW_08_SIR-3,HJW_09_SIR-1,HJW_09_SIR-2,HJW_09_SIR-3,HJW_10_SIR-1,HJW_10_SIR-2,HJW_10_SIR-3,HJW_11_SIR-1,HJW_11_SIR-2,HJW_11_SIR-3,HJW_12_SIR-1,HJW_12_SIR-2,HJW_12_SIR-3,HJW_13_SIR-1,HJW_13_SIR-2,HJW_13_SIR-3,HJW_14_SIR-1,HJW_14_SIR-2,HJW_14_SIR-3,HJW_15_SIR-1,HJW_15_SIR-2,HJW_15_SIR-3,HJW_16_SIR-1,HJW_16_SIR-2,HJW_16_SIR-3,HJW_17_SIR-1,HJW_17_SIR-2,HJW_17_SIR-3,HJW_18_SIR-1,HJW_18_SIR-2,HJW_18_SIR-3,HJW_19_SIR-1,HJW_19_SIR-2,HJW_19_SIR-3,HJW_20_SIR-1,HJW_20_SIR-2,HJW_20_SIR-3,HJW_21_SIR-1,HJW_21_SIR-2,HJW_21_SIR-3,HJW_22_SIR-1,HJW_22_SIR-2,HJW_22_SIR-3,HJW_23_SIR-1,HJW_23_SIR-2,HJW_23_SIR-3,HJW_24_SIR-1,HJW_24_SIR-2,HJW_24_SIR-3,HJW_25_SIR-1,HJW_25_SIR-2,HJW_25_SIR-3,HJW_26_SIR-1,HJW_26_SIR-2,HJW_26_SIR-3,HJW_28_SIR-1,HJW_28_SIR-2,HJW_28_SIR-3,HJW_29_SIR-1,HJW_29_SIR-2,HJW_29_SIR-3,HJW_30_SIR-1,HJW_30_SIR-2,HJW_30_SIR-3,HJW_31_SIR-1,HJW_31_SIR-2,HJW_31_SIR-3,HJW_32_SIR-1,HJW_32_SIR-2,HJW_32_SIR-3,HJW_33_SIR-1,HJW_33_SIR-2,HJW_33_SIR-3,HJW_34_SIR-1,HJW_34_SIR-2,HJW_35_SIR-1,HJW_35_SIR-2,HJW_35_SIR-3,HJW_36_SIR-1,HJW_36_SIR-2,HJW_36_SIR-3,HJW_37_SIR-1,HJW_37_SIR-2,HJW_37_SIR-3,HJW_38_SIR-1,HJW_38_SIR-2,HJW_38_SIR-3,HJW_39_SIR-1,HJW_39_SIR-2,HJW_39_SIR-3,HJW_40_SIR-1,HJW_40_SIR-2,HJW_40_SIR-3,HJW_41_SIR-1,HJW_41_SIR-2,HJW_41_SIR-3,HJW_42_SIR-1,HJW_42_SIR-2,HJW_42_SIR-3,HJW_43_SIR-1,HJW_43_SIR-3,HJW_44_SIR-1,HJW_44_SIR-2,HJW_44_SIR-3,HJW_45_SIR-1,HJW_45_SIR-2,HJW_45_SIR-3,HJW_46_SIR-1,HJW_46_SIR-2,HJW_46_SIR-3,HJW_47_SIR-1,HJW_47_SIR-2,HJW_47_SIR-3,HJW_48_SIR-1,HJW_48_SIR-2,HJW_48_SIR-3
559.146853218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891560.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311016.1,0,0,0,0,0,0,0,0,0,0,0,0,0
350.219565914,0,0,0,0,0,0,1429625.1,0,0,666600.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1047297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219489,1200615.8,0,0,0,0,1498376.6,1052537.4,763689.9,0,0,0,0,0,0,0,0,967919.5,0,5765263.5,0,0,0,0,0,888951.8,0,0,0,0,0,699556.6,639672,1259188.9,0,0,640682.4,0,874215.5,0,0,0,0,1384218.6,1022386.6,718980.8,0,1052910.4,0,1027787.3,0,0,0,0,0,0,0,0,2053949.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935272.1,0,0,824451.7,0,0,0,0,1543094.1,1683229.8,594644.1,0,0,0,0,0
366.214280589,0,0,0,626430.3,0,0,0,0,0,0,0,0,0,0,0,0,843847.9,0,0,0,0,0,0,827483.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075004.3,0,0,0,0,0,1615384.1,0,0,0,0,0,0,0,0,0,0,751862.9,0,0,0,0,0,0,0,1323746.3,0,0,0,0,0,0,0,1160679,0,0,0,0,1062673.9,0,0,0,0,1581470.9,1044745.7,0,0,758105.9,0,0,0,0,0,0,0,0,0,0,1874062.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767209.3,0,0,777321.5,0,0,0,0,1345125,1762948.4,1470151.4,0,1320112.1,0,0,0
382.209010734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797729.7,700037.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966529.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471513.4,682108,0,0,0,0,0,0,0,0,0,0,0,0,720759.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1261485.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718776.6,0,0,1237193.5,0,702850.6,810376.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378.242921743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666810.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888752.1,0,0,0,0,0,0,0,992484.3,0,0,0,0,637611.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148235.6,0,0
367.207662174,0,0,0,1032005.7,0,0,0,0,0,880913.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881695.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1815860.1,0,0,0,2291585.5,0,0,0,0,0,0,0,0,0,0,0,0,1791408.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1155155.8,0,1837748,0,0,0,0,2136277.8,0,0,637315.4,0,0,1376199.5,817290.6,0,0,0,649200.9,0,0,0,2620892.3,0,0,3705578.3,0,2561365.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856400.4,0,8802957,1307551.6,0,0,0,1432543.1,1728770.6,0,0,0,0,2383743.8,0,2913639.3,0,0,0
399.179743019,0,0,0,1380992.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358216.3,0,0,0,0,0,0,0,0,0,744824.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778607.2,0,773903.6,0,0,0,0,1425133.9,0,0,0,0,917129.5,671968.6,783206.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650807.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.237812861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673405.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745236.5,0,0
351.230371821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664171.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602291.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910903.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383.202361333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636688.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970792.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645575.6,0,0,0,0,0,0,0,0,0,1083931.6,0,0,0,0,0,619594.2,0,0,0,0,0,0,694409.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781142.3,625033.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415.174723447,0,0,0,3082029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169329.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3312391.8,0,0,0,0,0,0,0,0,0,894790.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4036532.8,0,0,0,0,0,758026.2,0,0,0,0,0,0,0,0,918317.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515167.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556972,0
414.199023623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427.203516424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590289.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367.225704185,0,0,0,625353.3,1463303.4,1792837.6,0,3732097,963617.3,0,997054.9,0,923109.7,789271.1,0,0,0,0,1969480.3,1514135.9,1437905.5,1349867.8,1441867.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992645.1,1198136.1,0,0,0,795040.2,0,0,0,0,611827.8,932093.9,3369014,0,2765903.8,0,0,1517837.8,0,0,0,0,1636911.1,0,1187020.1,0,0,0,0,0,728091.3,660011.4,0,0,0,2310220,899460.9,1170694.9,0,0,0,0,0,0,0,0,907437.3,0,0,0,1097189.1,1804233.4,0,0,0,2127569,0,0,0,0,1074421.9,0,0,0,0,2332565.3,0,0,805037.9,791585.6,0,0,0,2033972.6,1313582.5,0,0,0,0,0,0,0,0,0,1606862.5,820293.2,0,0,0,0,0,0,0,0
431.169665875,0,0,0,3866894.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839187.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430399.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646335.3,4690838.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2725418.3,0,0,0,0,822779.3,0,0,0,0,0,0,0,0,0,0,886382.5,0,768030.6,0,828848.7,0
430.193985164,0,0,0,0,0,0,0,779063.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721485.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070228.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781758.4,0,0,0,0,0,0,0,0,0,0,0,1285584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411.226156341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791346.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845650.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715184.1,0,0,0,0,0,0,0,0,0,0,0,0,0
443.198268482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383.220425398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674785.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415.192403576,0,0,0,0,0,0,0,0,0,0,0,0,685020.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785420.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748402.1,0,0,0,0,0,0,0,0,0,752826.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447.164882399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121169.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989658.2,0,0,0,0,0,952584.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834723.5,0,0,0,0
446.188772798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826862.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427.221514529,0,0,0,0,0,0,801834.8,0,1011117.3,0,0,0,0,0,0,0,825495,0,0,0,0,0,0,955779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802673,818853.8,0,0,0,0,1451398.5,1245531.3,1886413.9,0,0,0,0,1036350,0,0,0,0,0,0,0,0,0,0,0,1323907.3,0,985283.1,0,1152521.3,1337320.6,0,0,0,0,0,1196586.4,0,0,0,0,0,0,0,0,0,0,1077526.9,0,0,0,0,0,0,0,0,0,2088630.3,0,0,0,0,0,834521.2,0,0,0,0,0,0,0,0,0,0,1042133.6,0,0,0,0,0,0,0,0,0,1523627.6,1258294.3,0,0,0,0,0,755425.3,0,1809063.5,0,0,0,0
459.193282239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.215160536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857413.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431.187395885,0,0,0,878611.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100036.3,0,0,0,0,0,0,0,1081038.1,0,762280.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191174.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463.159504957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845957.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055473.5,0,0,0,0,0,0,0
462.183744493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443.21654655,0,0,0,0,0,0,1842378.8,0,0,0,0,0,0,0,0,0,0,795474.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322746.8,1352747.5,0,0,0,0,2736106.5,0,2876072.3,0,0,0,0,1587657.3,0,0,0,0,0,0,0,0,0,0,0,2863480.3,0,2006377.1,0,0,2357259.3,0,1262471.6,0,0,0,1861419.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734000.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477369,0,0,0,0,0,0
475.188745503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881890.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415.210417739,0,0,0,0,0,0,0,0,0,0,0,0,757857.5,966251.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817425.2,0,0,0,0,0,0,0,0,0,0,0,721900.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174216.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903891.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447.182443313,0,0,0,1273964.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479.154685844,0,0,965615.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849222.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965436.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488734.8,0,0,0,0,0,1162541.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868523.1,0,0,0,0,0,0
510.160427144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981039.9,0,0,0,0,0,0,0,0,0,0,0,0,2234078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461.217140135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413070.5,0,0,0,0,0,0,0,0,0,0,0,0,1393069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991578.9,0,0,0,0,0,809360.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493.189081558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990791.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474.222575098,0,0,0,0,0,0,1910163.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748567.3,0,0,0,0,3752798,0,2710378.5,0,0,0,0,2721278,0,0,0,0,0,0,0,0,0,0,0,3283798,0,0,0,3318874.5,2829540.5,0,0,0,0,0,0,0,0,0,0,0,1493922,2921386.5,0,0,1219676,0,0,0,0,0,0,0,0,0,0,0,0,0,1137225,0,0,0,0,0,976003.1,0,0,0,0,0,0,0,989930.8,0,0,0,0,0,0,0,0,0,1193798.1,0,0,0,0,0,0,0,0,0,0,0,0,0
457.251510527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070938.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526.155381489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202009.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6862805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22832428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.240687575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
