Calibrated_Mass,C,H,O,N,S,P,Is_Isotopologue,Heteroatom_Class,Calculated_Mass,Error_ppm,MolForm,AI,AI_Mod,DBE_1,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd
555.162784743,28,32,6,2,2,0,0,N2 S2 O6,555.162902654,-0.212390198,C28H32O6N2S2,0.222222222,0.333333333,14,8,4,70.478571429,554.542885018,0.457114982,-0.357142857,0.214285714,1.142857143,0.071428571,0,-9999,Other,Lignin,Other,70.478571429,-143.559875117,0.035318696,0.031953993,1973.4,-4019.676503283
536.195391107,28,32,6,3,0,1,0,N3 P1 O6,536.195596308,-0.382699043,C28H32O6N3P,0.277777778,0.380952381,15,9,5,76.585714286,535.596670543,0.403329457,-0.571428571,0.214285714,1.142857143,0.107142857,0.035714286,3,Other,Lignin,Phytochemical,76.585714286,-144.587347145,0.032358116,0.029526056,2144.4,-4048.445720059
519.225389063,28,32,6,4,0,0,0,N4 O6,519.224908314,0.925897954,C28H32O6N4,0.277777778,0.380952381,15,9,5,68.442857143,518.645617355,0.354382645,-0.285714286,0.214285714,1.142857143,0.142857143,0,-9999,Other,Lignin,Protein,68.442857143,-137.034051541,0.036612617,0.033665495,1916.4,-3836.953443152
495.184555997,28,32,6,0,1,0,0,S1 O6,495.184683471,-0.257426321,C28H32O6S,0.285714286,0.375,13,7,6,78.621428571,494.631628498,0.368371502,-0.642857143,0.214285714,1.142857143,0,0,-9999,Other,Lignin,Other,78.621428571,-148.259324767,0.031425346,0.028351946,2201.4,-4151.2610934800005
527.156690331,28,32,6,0,2,0,0,S2 O6,527.156754645,-0.12200189,C28H32O6S2,0.25,0.347826087,13,7,5,76.585714286,526.568062461,0.431937539,-0.571428571,0.214285714,1.142857143,0,0,-9999,Other,Lignin,Other,76.585714286,-148.868116076,0.032358116,0.028996367,2144.4,-4168.307250125
479.207479598,28,32,7,0,0,0,0,O7,479.207526916,-0.098741636,C28H32O7,0.285714286,0.387755102,13,6,6,78.621428571,478.672392246,0.327607754,-0.642857143,0.25,1.142857143,0,0,-9999,Other,Lignin,Other,78.621428571,-146.83240179,0.031425346,0.028524066,2201.4,-4111.307250125
524.183876336,28,32,7,1,0,1,0,N1 P1 O7,524.184362919,-0.928266939,C28H32O7NP,0.263157895,0.377777778,14,7,5,80.657142857,523.598567937,0.401432063,-0.714285714,0.25,1.142857143,0.035714286,0.035714286,1,Other,Lignin,Phytochemical,80.657142857,-149.077456435,0.030517793,0.027552389,2258.4,-4174.168780191
556.156259744,28,32,7,1,1,1,0,N1 S1 P1 O7,556.156434093,-0.313489346,C28H32O7NSP,0.222222222,0.348837209,14,7,4,78.621428571,555.535250696,0.464749304,-0.642857143,0.25,1.142857143,0.035714286,0.035714286,1,Other,Lignin,Phytochemical,78.621428571,-149.686247744,0.031425346,0.028180746,2201.4,-4191.214936836
539.185470594,28,32,7,2,1,0,0,N2 S1 O7,539.185746099,-0.510966283,C28H32O7N2S,0.222222222,0.348837209,14,7,4,70.478571429,538.58341128,0.41658872,-0.357142857,0.25,1.142857143,0.071428571,0,-9999,Other,Lignin,Other,70.478571429,-142.13295214,0.035318696,0.03214604,1973.4,-3979.722659928
571.157865049,28,32,7,2,2,0,0,N2 S2 O7,571.157817274,0.083646277,C28H32O7N2S2,0.176470588,0.317073171,14,7,3,68.442857143,570.520105074,0.479894926,-0.285714286,0.25,1.142857143,0.071428571,0,-9999,Other,Lignin,Other,68.442857143,-142.741743449,0.036612617,0.032869479,1916.4,-3996.768816573
535.220215103,28,32,7,4,0,0,0,N4 O7,535.219822934,0.732725951,C28H32O7N4,0.235294118,0.365853659,15,8,4,66.407142857,534.62258343,0.37741657,-0.214285714,0.25,1.142857143,0.142857143,0,-9999,Other,Lignin,Protein,66.407142857,-136.215919873,0.040043065,0.036306635,1859.4,-3814.045756442
511.180003905,28,32,7,0,1,0,0,S1 O7,511.17959809,0.793878492,C28H32O7S,0.25,0.361702128,13,6,5,76.585714286,510.609215746,0.390784254,-0.571428571,0.25,1.142857143,0,0,-9999,Other,Lignin,Other,76.585714286,-147.441193099,0.032358116,0.029171972,2144.4,-4128.35340677
495.202469619,28,32,8,0,0,0,0,O8,495.202441536,0.056711669,C28H32O8,0.25,0.375,13,5,5,76.585714286,494.649522118,0.350477882,-0.571428571,0.285714286,1.142857143,0,0,-9999,Lignin,Lignin,Other,76.585714286,-146.014270122,0.032358116,0.029348532,2144.4,-4088.399563415
540.17977499,28,32,8,1,0,1,0,N1 P1 O8,540.179277538,0.920901573,C28H32O8NP,0.222222222,0.363636364,14,6,4,78.621428571,539.576605428,0.423394572,-0.642857143,0.285714286,1.142857143,0.035714286,0.035714286,1,Lignin,Lignin,Phytochemical,78.621428571,-148.259324767,0.031425346,0.028351946,2201.4,-4151.2610934800005
572.151233781,28,32,8,1,1,1,0,N1 S1 P1 O8,572.151348713,-0.200877151,C28H32O8NSP,0.176470588,0.333333333,14,6,3,76.585714286,571.512364602,0.487635398,-0.571428571,0.285714286,1.142857143,0.035714286,0.035714286,1,Lignin,Lignin,Phytochemical,76.585714286,-148.868116076,0.032358116,0.028996367,2144.4,-4168.307250125
555.180423574,28,32,8,2,1,0,0,N2 S1 O8,555.180660719,-0.427149158,C28H32O8N2S,0.176470588,0.333333333,14,6,3,68.442857143,554.560504153,0.439495847,-0.285714286,0.285714286,1.142857143,0.071428571,0,-9999,Lignin,Lignin,Other,68.442857143,-141.314820472,0.036612617,0.033066766,1916.4,-3956.814973218
551.214642371,28,32,8,4,0,0,0,N4 O8,551.214737553,-0.172678131,C28H32O8N4,0.1875,0.35,15,7,3,64.371428571,550.599151177,0.400848823,-0.142857143,0.285714286,1.142857143,0.142857143,0,-9999,Lignin,Lignin,Protein,64.371428571,-135.397788205,0.040913298,0.036871231,1802.4,-3791.138069731
527.174839335,28,32,8,0,1,0,0,S1 O8,527.17451271,0.619577049,C28H32O8S,0.210526316,0.347826087,13,5,4,74.55,526.5861912,0.4138088,-0.5,0.285714286,1.142857143,0,0,-9999,Lignin,Lignin,Other,74.55,-146.623061431,0.033317168,0.030013261,2087.4,-4105.445720059
559.146507228,28,32,8,0,2,0,0,S2 O8,559.146583884,-0.137094641,C28H32O8S2,0.166666667,0.318181818,13,5,3,72.514285714,558.522159243,0.477840757,-0.428571429,0.285714286,1.142857143,0,0,-9999,Lignin,Lignin,Other,72.514285714,-147.231852739,0.034303631,0.030691713,2030.4,-4122.491876704
511.197184858,28,32,9,0,0,0,0,O9,511.197356155,-0.335090034,C28H32O9,0.210526316,0.361702128,13,4,4,74.55,510.626377515,0.373622485,-0.5,0.321428571,1.142857143,0,0,-9999,Lignin,Lignin,Other,74.55,-145.196138454,0.033317168,0.030194436,2087.4,-4065.491876704
603.147793269,28,32,9,2,2,0,0,N2 S2 O9,603.147646513,0.243317419,C28H32O9N2S2,0.066666667,0.282051282,14,5,1,64.371428571,602.474313055,0.525686945,-0.142857143,0.321428571,1.142857143,0.071428571,0,-9999,Lignin,Lignin,Other,64.371428571,-141.105480113,0.040913298,0.034284221,1802.4,-3950.953443152
567.209807541,28,32,9,4,0,0,0,N4 O9,567.209652173,0.27391645,C28H32O9N4,0.133333333,0.333333333,15,6,2,62.335714286,566.576456003,0.423543997,-0.071428571,0.321428571,1.142857143,0.142857143,0,-9999,Lignin,Lignin,Protein,62.335714286,-134.579656536,0.041121103,0.036756774,1745.4,-3768.230383021
543.169948081,28,32,9,0,1,0,0,S1 O9,543.16942733,0.958727576,C28H32O9S,0.166666667,0.333333333,13,4,3,72.514285714,542.563439665,0.436560335,-0.428571429,0.321428571,1.142857143,0,0,-9999,Lignin,Lignin,Other,72.514285714,-145.804929762,0.034303631,0.030876653,2030.4,-4082.538033349
575.141480878,28,32,9,0,2,0,0,S2 O9,575.141498504,-0.030645705,C28H32O9S2,0.117647059,0.302325581,13,4,2,70.478571429,574.499272763,0.500727237,-0.357142857,0.321428571,1.142857143,0,0,-9999,Lignin,Lignin,Other,70.478571429,-146.413721071,0.035318696,0.03157314,1973.4,-4099.584189994
574.175431014,28,33,10,1,1,0,0,N1 S1 O10,574.175240986,0.330957869,C28H33O10NS,0.0625,0.285714286,13,3,1,68.442857143,573.534301598,0.465698402,-0.285714286,0.357142857,1.178571429,0.035714286,0,-9999,Lignin,Lignin,Other,68.442857143,-142.741743449,0.036612617,0.032869479,1916.4,-3996.768816573
591.145755288,28,33,10,0,1,1,0,S1 P1 O10,591.14592898,-0.293822822,C28H33O10SP,0.0625,0.285714286,13,3,1,76.585714286,590.485676656,0.514323344,-0.571428571,0.357142857,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,76.585714286,-150.295039053,0.032358116,0.02882171,2144.4,-4208.2610934800005
603.175432592,28,33,11,2,0,1,0,N2 P1 O11,603.174920434,0.849103187,C28H33O11N2P,0,0.282051282,14,3,0,70.478571429,602.501921515,0.498078485,-0.357142857,0.392857143,1.178571429,0.071428571,0.035714286,2,Lignin,Lignin,Phytochemical,70.478571429,-143.559875117,0.035318696,0.031953993,1973.4,-4019.676503283
607.140633702,28,33,11,0,1,1,0,S1 P1 O11,607.140843599,-0.345715046,C28H33O11SP,0,0.268292683,13,2,0,74.55,606.462695046,0.537304954,-0.5,0.392857143,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,74.55,-149.476907385,0.033317168,0.029653883,2087.4,-4185.35340677
591.164023738,28,33,12,0,0,1,0,P1 O12,591.163687045,0.569543685,C28H33O12P,0,0.285714286,13,1,0,74.55,590.503924708,0.496075292,-0.5,0.428571429,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,74.55,-148.049984408,0.033317168,0.029833079,2087.4,-4145.399563415
623.13606359,28,33,12,0,1,1,0,S1 P1 O12,623.135758219,0.490055305,C28H33O12SP,0,0.25,13,1,-1,72.514285714,622.440264294,0.559735706,-0.428571429,0.428571429,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,72.514285714,-148.658775716,0.034303631,0.030507798,2030.4,-4162.445720059
635.16446099,28,33,13,2,0,1,0,N2 P1 O13,635.164749673,-0.454500157,C28H33O13N2P,0,0.243243243,14,1,-2,66.407142857,634.455230679,0.544769321,-0.214285714,0.464285714,1.178571429,0.071428571,0.035714286,2,Lignin,Lignin,Phytochemical,66.407142857,-141.923611781,0.040043065,0.033810076,1859.4,-3973.861129862
639.130273762,28,33,13,0,1,1,0,S1 P1 O13,639.130672838,-0.624405168,C28H33O13SP,0,0.230769231,13,0,-2,70.478571429,638.416615189,0.583384811,-0.357142857,0.464285714,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,70.478571429,-147.840644048,0.035318696,0.031384317,1973.4,-4139.538033349
651.159453029,28,33,14,2,0,1,0,N2 P1 O14,651.159664293,-0.324441921,C28H33O14N2P,0,0.222222222,14,0,-3,64.371428571,650.432362567,0.567637433,-0.142857143,0.5,1.178571429,0.071428571,0.035714286,2,Lignin,Lignin,Phytochemical,64.371428571,-141.105480113,0.040913298,0.034284221,1802.4,-3950.953443152
655.125356251,28,33,14,0,1,1,0,S1 P1 O14,655.125587458,-0.352919539,C28H33O14SP,0,0.210526316,13,-1,-3,68.442857143,654.393837426,0.606162574,-0.285714286,0.5,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,68.442857143,-147.02251238,0.036612617,0.032284351,1916.4,-4116.630346639
687.097773194,28,33,14,0,2,1,0,S2 P1 O14,687.097658632,0.166732306,C28H33O14S2P,0,0.166666667,13,-1,-4,66.407142857,686.330553682,0.669446318,-0.214285714,0.5,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,66.407142857,-147.631303689,0.040043065,0.033010758,1859.4,-4133.676503283
667.154365188,28,33,15,2,0,1,0,N2 P1 O15,667.154578912,-0.320351771,C28H33O15N2P,0,0.2,14,-1,-4,62.335714286,666.409414664,0.590585336,-0.071428571,0.535714286,1.178571429,0.071428571,0.035714286,2,Lignin,Lignin,Phytochemical,62.335714286,-140.287348444,0.041121103,0.034643033,1745.4,-3928.045756442
671.120416741,28,33,15,0,1,1,0,S1 P1 O15,671.120502078,-0.127155642,C28H33O15SP,0,0.189189189,13,-2,-4,66.407142857,670.371037688,0.628962312,-0.214285714,0.535714286,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,66.407142857,-146.204380712,0.040043065,0.033208859,1859.4,-4093.722659928
703.09281601,28,33,15,0,2,1,0,S2 P1 O15,703.092573252,0.345272223,C28H33O15S2P,0,0.142857143,13,-2,-5,64.371428571,702.307736291,0.692263709,-0.142857143,0.535714286,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,64.371428571,-146.81317202,0.040913298,0.03346265,1802.4,-4110.768816573
655.143015547,28,33,16,0,0,1,0,P1 O16,655.143345523,-0.503669433,C28H33O16P,0,0.210526316,13,-3,-4,66.407142857,654.411477003,0.588522997,-0.214285714,0.571428571,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,66.407142857,-144.777457735,0.040043065,0.033408106,1859.4,-4053.768816573
719.087440621,28,33,16,0,2,1,0,S2 P1 O16,719.087487872,-0.065708439,C28H33O16S2P,0,0.117647059,13,-3,-6,62.335714286,718.284501161,0.715498839,-0.071428571,0.571428571,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,62.335714286,-145.995040352,0.041121103,0.033798267,1745.4,-4087.861129862
671.138344364,28,33,17,0,0,1,0,P1 O17,671.138260142,0.125490046,C28H33O17P,0,0.189189189,13,-4,-5,64.371428571,670.388945293,0.611054707,-0.142857143,0.607142857,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,64.371428571,-143.959326067,0.040913298,0.033871027,1802.4,-4030.861129862
735.082672833,28,33,17,0,2,1,0,S2 P1 O17,735.082402491,0.367770608,C28H33O17S2P,0,0.090909091,13,-4,-7,60.3,734.261872953,0.738127047,0,0.607142857,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,60.3,-145.176908684,0.041320102,0.034138636,1688.4,-4064.953443152
687.13351318,28,33,18,0,0,1,0,P1 O18,687.133174762,0.492507265,C28H33O18P,0,0.166666667,13,-5,-6,62.335714286,686.366253761,0.633746239,-0.071428571,0.642857143,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,62.335714286,-143.141194398,0.041121103,0.034218139,1745.4,-4007.953443152
731.133614854,28,33,19,2,0,1,0,N2 P1 O19,731.13423739,-0.851466767,C28H33O19N2P,0,0.096774194,14,-5,-8,54.192857143,730.317224528,0.682775472,0.214285714,0.678571429,1.178571429,0.071428571,0.035714286,2,Tannin,Tannin,Phytochemical,54.192857143,-137.014821771,0.041850851,0.036135678,1517.4,-3836.4150096
703.127676524,28,33,19,0,0,1,0,P1 O19,703.128089382,-0.587173154,C28H33O19P,0,0.142857143,13,-6,-7,60.3,702.342557879,0.657442121,0,0.678571429,1.178571429,0,0.035714286,0,Tannin,Tannin,Phytochemical,60.3,-142.32306273,0.041320102,0.034570496,1688.4,-3985.045756442
430.220714542,28,33,1,1,1,0,0,N1 S1 O1,430.22100941,-0.685387455,C28H33ONS,0.4,0.411764706,13,12,10,86.764285714,429.740326248,0.259673752,-0.928571429,0.035714286,1.178571429,0.035714286,0,-9999,Other,Unsat Hydrocarbon,Other,86.764285714,-150.104928463,0.027936611,0.025425074,2429.4,-4202.937996967
458.227614077,28,33,1,3,1,0,0,N3 S1 O1,458.227157419,0.996577599,C28H33ON3S,0.391304348,0.404255319,14,13,9,80.657142857,457.71595303,0.28404697,-0.714285714,0.035714286,1.178571429,0.107142857,0,-9999,Other,Unsat Hydrocarbon,Other,80.657142857,-144.796687504,0.030517793,0.02805861,2258.4,-4054.307250125
719.122956591,28,33,20,0,0,1,0,P1 O20,719.123004001,-0.065928267,C28H33O20P,0,0.117647059,13,-7,-8,58.264285714,718.319977473,0.680022527,0.071428571,0.714285714,1.178571429,0,0.035714286,0,Tannin,Tannin,Phytochemical,58.264285714,-141.504931062,0.041509029,0.034928069,1631.4,-3962.138069731
735.118099709,28,33,21,0,0,1,0,P1 O21,735.117918621,0.246339115,C28H33O21P,0,0.090909091,13,-8,-9,56.228571429,734.297260272,0.702739728,0.142857143,0.75,1.178571429,0,0.035714286,0,Tannin,Tannin,Phytochemical,56.228571429,-140.686799394,0.041686471,0.035290807,1574.4,-3939.230383021
815.057364014,28,33,22,0,2,1,0,S2 P1 O22,815.056975589,0.476561958,C28H33O22S2P,0,0,13,-9,-12,50.121428571,814.14726368,0.85273632,0.357142857,0.785714286,1.178571429,0,0.035714286,0,Tannin,Tannin,Phytochemical,50.121428571,-141.086250343,0.042133176,0.035908878,1403.4,-3950.4150096
442.249949233,28,33,2,3,0,0,0,N3 O2,442.250000864,-0.116745702,C28H33O2N3,0.391304348,0.416666667,14,12,9,80.657142857,441.756128989,0.243871011,-0.714285714,0.071428571,1.178571429,0.107142857,0,-9999,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,80.657142857,-143.369764527,0.030517793,0.028229156,2258.4,-4014.35340677
474.222162443,28,33,2,3,1,0,0,N3 S1 O2,474.222072038,0.190638903,C28H33O2N3S,0.363636364,0.391304348,14,12,8,78.621428571,473.69264174,0.30735826,-0.642857143,0.071428571,1.178571429,0.107142857,0,-9999,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,78.621428571,-143.978555836,0.031425346,0.028871096,2201.4,-4031.399563415
490.216916347,28,33,3,3,1,0,0,N3 S1 O3,490.216986658,-0.143428243,C28H33O3N3S,0.333333333,0.377777778,14,11,7,76.585714286,489.669535759,0.330464241,-0.571428571,0.107142857,1.178571429,0.107142857,0,-9999,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,76.585714286,-143.160424168,0.032358116,0.029704551,2144.4,-4008.491876704
510.177662589,28,33,4,1,2,0,0,N1 S2 O4,510.177824443,-0.317250098,C28H33O4NS2,0.285714286,0.347826087,13,9,6,78.621428571,509.607993653,0.392006347,-0.642857143,0.142857143,1.178571429,0.035714286,0,-9999,Unsat Hydrocarbon,Lignin,Other,78.621428571,-148.259324767,0.031425346,0.028351946,2201.4,-4151.2610934800005
523.18255254,28,33,4,2,1,1,0,N2 S1 P1 O4,523.182589271,-0.070207734,C28H33O4N2SP,0.3,0.363636364,14,10,6,82.692857143,522.598362228,0.401637772,-0.785714286,0.142857143,1.178571429,0.071428571,0.035714286,2,Unsat Hydrocarbon,Lignin,Phytochemical,82.692857143,-149.895588104,0.029634449,0.026772543,2315.4,-4197.076466901
495.176293518,28,33,4,0,1,1,0,S1 P1 O4,495.176441262,-0.298367736,C28H33O4SP,0.318181818,0.375,13,9,7,88.8,494.623375245,0.376624755,-1,0.142857143,1.178571429,0,0.035714286,0,Unsat Hydrocarbon,Lignin,Phytochemical,88.8,-155.203829062,0.027120352,0.024242046,2486.4,-4345.707213743
527.148983028,28,33,4,0,2,1,0,S2 P1 O4,527.148512437,0.892710776,C28H33O4S2P,0.285714286,0.347826087,13,9,6,86.764285714,526.560363764,0.439636236,-0.928571429,0.142857143,1.178571429,0,0.035714286,0,Unsat Hydrocarbon,Lignin,Phytochemical,86.764285714,-155.812620371,0.027936611,0.024806074,2429.4,-4362.753370388
526.172892405,28,33,5,1,2,0,0,N1 S2 O5,526.172739062,0.291430761,C28H33O5NS2,0.25,0.333333333,13,8,5,76.585714286,525.585363053,0.414636947,-0.571428571,0.178571429,1.178571429,0.035714286,0,-9999,Other,Lignin,Other,76.585714286,-147.441193099,0.032358116,0.029171972,2144.4,-4128.35340677
539.177596378,28,33,5,2,1,1,0,N2 S1 P1 O5,539.177503891,0.171533539,C28H33O5N2SP,0.263157895,0.348837209,14,9,5,80.657142857,538.575545857,0.424454143,-0.714285714,0.178571429,1.178571429,0.071428571,0.035714286,2,Other,Lignin,Phytochemical,80.657142857,-149.077456435,0.030517793,0.027552389,2258.4,-4174.168780191
479.199170565,28,33,5,0,0,1,0,P1 O5,479.199284708,-0.238194952,C28H33O5P,0.318181818,0.387755102,13,8,7,88.8,478.66409249,0.33590751,-1,0.178571429,1.178571429,0,0.035714286,0,Other,Lignin,Phytochemical,88.8,-153.776906085,0.027120352,0.024392765,2486.4,-4305.753370388
511.171670273,28,33,5,0,1,1,0,S1 P1 O5,511.171355882,0.615041231,C28H33O5SP,0.285714286,0.361702128,13,8,6,86.764285714,510.60089142,0.39910858,-0.928571429,0.178571429,1.178571429,0,0.035714286,0,Other,Lignin,Phytochemical,86.764285714,-154.385697394,0.027936611,0.024959646,2429.4,-4322.799527033
543.143848266,28,33,5,0,2,1,0,S2 P1 O5,543.143427056,0.77550348,C28H33O5S2P,0.25,0.333333333,13,8,5,84.728571429,542.537368993,0.462631007,-0.857142857,0.178571429,1.178571429,0,0.035714286,0,Other,Lignin,Phytochemical,84.728571429,-154.994488703,0.028774357,0.025537322,2372.4,-4339.845683677
555.172286338,28,33,6,2,1,1,0,N2 S1 P1 O6,555.17241851000006,-0.238073821,C28H33O6N2SP,0.222222222,0.333333333,14,8,4,78.621428571,554.552376004,0.447623996,-0.642857143,0.214285714,1.178571429,0.071428571,0.035714286,2,Other,Lignin,Phytochemical,78.621428571,-148.259324767,0.031425346,0.028351946,2201.4,-4151.2610934800005
495.194192492,28,33,6,0,0,1,0,P1 O6,495.194199327,-0.013803651,C28H33O6P,0.285714286,0.375,13,7,6,86.764285714,494.641254232,0.358745768,-0.928571429,0.214285714,1.178571429,0,0.035714286,0,Other,Lignin,Phytochemical,86.764285714,-152.958774417,0.027936611,0.025113999,2429.4,-4282.845683677
527.166572052,28,33,6,0,1,1,0,S1 P1 O6,527.166270502,0.572021327,C28H33O6SP,0.25,0.347826087,13,7,5,84.728571429,526.577933148,0.422066852,-0.857142857,0.214285714,1.178571429,0,0.035714286,0,Other,Lignin,Phytochemical,84.728571429,-153.567565726,0.028774357,0.025694632,2372.4,-4299.891840322
559.138672948,28,33,6,0,2,1,0,S2 P1 O6,559.138341676,0.592469339,C28H33O6S2P,0.210526316,0.318181818,13,7,4,82.692857143,558.514333711,0.485666289,-0.785714286,0.214285714,1.178571429,0,0.035714286,0,Other,Lignin,Phytochemical,82.692857143,-154.176357035,0.029634449,0.026286456,2315.4,-4316.937996967
539.195338612,28,33,7,2,0,1,0,N2 P1 O7,539.195261956,0.142167663,C28H33O7N2P,0.222222222,0.348837209,14,7,4,78.621428571,538.59326828,0.40673172,-0.642857143,0.25,1.178571429,0.071428571,0.035714286,2,Other,Lignin,Phytochemical,78.621428571,-146.83240179,0.031425346,0.028524066,2201.4,-4111.307250125
511.189324276,28,33,7,0,0,1,0,P1 O7,511.189113947,0.411450343,C28H33O7P,0.25,0.361702128,13,6,5,84.728571429,510.618525709,0.381474291,-0.857142857,0.25,1.178571429,0,0.035714286,0,Other,Lignin,Phytochemical,84.728571429,-152.140642749,0.028774357,0.025852752,2372.4,-4259.937996967
543.16157575,28,33,7,0,1,1,0,S1 P1 O7,543.161185121,0.719176102,C28H33O7SP,0.210526316,0.333333333,13,6,4,82.692857143,542.555076682,0.444923318,-0.785714286,0.25,1.178571429,0,0.035714286,0,Other,Lignin,Phytochemical,82.692857143,-152.749434058,0.029634449,0.026447643,2315.4,-4276.984153612
555.190104038,28,33,8,2,0,1,0,N2 P1 O8,555.190176575,-0.130652694,C28H33O8N2P,0.176470588,0.333333333,14,6,3,76.585714286,554.570173808,0.429826192,-0.571428571,0.285714286,1.178571429,0.071428571,0.035714286,2,Lignin,Lignin,Phytochemical,76.585714286,-146.014270122,0.032358116,0.029348532,2144.4,-4088.399563415
558.180517977,28,33,9,1,1,0,0,N1 S1 O9,558.180326366,0.343277554,C28H33O9NS,0.117647059,0.302325581,13,4,2,70.478571429,557.557248624,0.442751376,-0.357142857,0.321428571,1.178571429,0.035714286,0,-9999,Lignin,Lignin,Other,70.478571429,-143.559875117,0.035318696,0.031953993,1973.4,-4019.676503283
571.185180004,28,33,9,2,0,1,0,N2 P1 O9,571.185091195,0.155482767,C28H33O9N2P,0.125,0.317073171,14,5,2,74.55,570.547389529,0.452610471,-0.5,0.321428571,1.178571429,0.071428571,0.035714286,2,Lignin,Lignin,Phytochemical,74.55,-145.196138454,0.033317168,0.030194436,2087.4,-4065.491876704
603.157032608,28,33,9,2,1,1,0,N2 S1 P1 O9,603.157162369,-0.215136809,C28H33O9N2SP,0.066666667,0.282051282,14,5,1,72.514285714,602.483542077,0.516457923,-0.428571429,0.321428571,1.178571429,0.071428571,0.035714286,2,Lignin,Lignin,Phytochemical,72.514285714,-145.804929762,0.034303631,0.030876653,2030.4,-4082.538033349
543.179037008,28,33,9,0,0,1,0,P1 O9,543.178943186,0.172727538,C28H33O9P,0.166666667,0.333333333,13,4,3,80.657142857,542.572518443,0.427481557,-0.714285714,0.321428571,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,80.657142857,-150.504379412,0.030517793,0.02738543,2258.4,-4214.122623546
575.150481471,28,33,9,0,1,1,0,S1 P1 O9,575.15101436,-0.926520203,C28H33O9SP,0.117647059,0.302325581,13,4,2,78.621428571,574.508263305,0.491736695,-0.642857143,0.321428571,1.178571429,0,0.035714286,0,Lignin,Lignin,Phytochemical,78.621428571,-151.113170721,0.031425346,0.028010459,2201.4,-4231.168780191
529.207725605,28,34,10,0,0,0,0,O10,529.207920839,-0.368917451,C28H34O10,0.111111111,0.304347826,12,2,2,74.55,528.616807531,0.383192469,-0.5,0.357142857,1.214285714,0,0,-9999,Lignin,Lignin,Other,74.55,-145.196138454,0.033317168,0.030194436,2087.4,-4065.491876704
557.21390553,28,34,10,2,0,0,0,N2 O10,557.214068848,-0.2930971,C28H34O10N2,0.0625,0.285714286,13,3,1,68.442857143,556.591715505,0.408284495,-0.285714286,0.357142857,1.214285714,0.071428571,0,-9999,Lignin,Lignin,Other,68.442857143,-139.887897495,0.036612617,0.033265191,1916.4,-3916.861129862
621.158086925,28,34,10,2,2,0,0,N2 S2 O10,621.158211197,-0.200064878,C28H34O10N2S2,0,0.210526316,13,3,-1,64.371428571,620.464496256,0.535503744,-0.142857143,0.357142857,1.214285714,0.071428571,0,-9999,Lignin,Lignin,Other,64.371428571,-141.105480113,0.040913298,0.034284221,1802.4,-3950.953443152
585.220529517,28,34,10,4,0,0,0,N4 O10,585.220216857,0.534259776,C28H34O10N4,0,0.263157895,14,4,0,62.335714286,584.567067045,0.432932955,-0.071428571,0.357142857,1.214285714,0.142857143,0,-9999,Lignin,Lignin,Protein,62.335714286,-134.579656536,0.041121103,0.036756774,1745.4,-3768.230383021
561.180388358,28,34,10,0,1,0,0,S1 O10,561.179992014,0.706269926,C28H34O10S,0.058823529,0.272727273,12,2,1,72.514285714,560.553769323,0.446230677,-0.428571429,0.357142857,1.214285714,0,0,-9999,Lignin,Lignin,Other,72.514285714,-145.804929762,0.034303631,0.030876653,2030.4,-4082.538033349
593.151991632,28,34,10,0,2,0,0,S2 O10,593.152063188,-0.120637037,C28H34O10S2,0,0.238095238,12,2,0,70.478571429,592.489672819,0.510327181,-0.357142857,0.357142857,1.214285714,0,0,-9999,Lignin,Lignin,Other,70.478571429,-146.413721071,0.035318696,0.03157314,1973.4,-4099.584189994
545.20247196,28,34,11,0,0,0,0,O11,545.202835459,-0.666722936,C28H34O11,0.058823529,0.288888889,12,1,1,72.514285714,544.593694009,0.406305991,-0.428571429,0.392857143,1.214285714,0,0,-9999,Lignin,Lignin,Other,72.514285714,-144.378006785,0.034303631,0.031062625,2030.4,-4042.584189994
