Calibrated_Mass,C,H,O,N,S,P,Is_Isotopologue,Heteroatom_Class,Calculated_Mass,Error_ppm,MolForm,AI,AI_Mod,DBE_1,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd
495.227132772,22,40,10,0,1,0,0,S1 O10,495.226942207,0.38480284,C22H40O10S,0,0,3,-7,-8,83.618181818,494.674157731,0.325842269,-0.818181818,0.454545455,1.818181818,0,0,-9999,Protein,Protein,Other,83.618181818,-150.656626947,0.037215399,0.033575026,1839.6,-3314.445792824
479.249809755,22,40,11,0,0,0,0,O11,479.249785652,0.050293411,C22H40O11,0,0,3,-8,-8,83.618181818,478.714675136,0.285324864,-0.818181818,0.5,1.818181818,0,0,-9999,Protein,Protein,Other,83.618181818,-148.840543158,0.037215399,0.033837101,1839.6,-3274.491949468
524.226605386,22,40,11,1,0,1,0,N1 P1 O11,524.226621655,-0.031035119,C22H40O11NP,0,0,4,-7,-9,86.209090909,523.641249275,0.358750725,-0.909090909,0.5,1.818181818,0.045454545,0.045454545,1,Protein,Protein,Lipid,86.209090909,-151.697885433,0.035843717,0.032361899,1896.6,-3337.353479534
588.17051431,22,40,11,1,2,1,0,N1 S2 P1 O11,588.170764004,-0.424526227,C22H40O11NS2P,0,0,4,-7,-11,81.027272727,587.513757859,0.486242141,-0.727272727,0.5,1.818181818,0.045454545,0.045454545,1,Protein,Protein,Lipid,81.027272727,-153.247536037,0.038634162,0.034291079,1782.6,-3371.445792824
507.255981577,22,40,11,2,0,0,0,N2 O11,507.255933661,0.094461629,C22H40O11N2,0,0,4,-7,-9,75.845454545,506.689575017,0.310424983,-0.545454545,0.5,1.818181818,0.090909091,0,-9999,Protein,Protein,Other,75.845454545,-142.084600119,0.041622971,0.038323959,1668.6,-3125.861202627
539.227593682,22,40,11,2,1,0,0,N2 S1 O11,539.228004835,-0.762485827,C22H40O11N2S,0,0,4,-7,-10,73.254545455,538.625487333,0.374512667,-0.454545455,0.5,1.818181818,0.090909091,0,-9999,Protein,Protein,Other,73.254545455,-142.859425421,0.043198492,0.039429367,1611.6,-3142.907359271
511.221698513,22,40,11,0,1,0,0,S1 O11,511.221856827,-0.309676981,C22H40O11S,0,0,3,-8,-9,81.027272727,510.650863797,0.349136203,-0.727272727,0.5,1.818181818,0,0,-9999,Protein,Protein,Other,81.027272727,-149.61536846,0.038634162,0.034826577,1782.6,-3291.538106113
495.244940118,22,40,12,0,0,0,0,O12,495.244700272,0.484297653,C22H40O12,0,0,3,-9,-9,81.027272727,494.691945193,0.308054807,-0.727272727,0.545454545,1.818181818,0,0,-9999,Protein,Protein,Other,81.027272727,-147.799284671,0.038634162,0.035097032,1782.6,-3251.584262758
540.221473202,22,40,12,1,0,1,0,N1 P1 O12,540.221536275,-0.116753711,C22H40O12NP,0,0,4,-8,-10,83.618181818,539.618257079,0.381742921,-0.818181818,0.545454545,1.818181818,0.045454545,0.045454545,1,Protein,Protein,Lipid,83.618181818,-150.656626947,0.037215399,0.033575026,1839.6,-3314.445792824
572.193702099,22,40,12,1,1,1,0,N1 S1 P1 O12,572.193607449,0.165416062,C22H40O12NSP,0,0,4,-8,-11,81.027272727,571.554785499,0.445214501,-0.727272727,0.545454545,1.818181818,0.045454545,0.045454545,1,Protein,Protein,Lipid,81.027272727,-151.431452249,0.038634162,0.034557932,1782.6,-3331.491949468
523.250817973,22,40,12,2,0,0,0,N2 O12,523.250848281,-0.057921162,C22H40O12N2,0,0,4,-8,-10,73.254545455,522.666551435,0.333448565,-0.454545455,0.545454545,1.818181818,0.090909091,0,-9999,Protein,Protein,Other,73.254545455,-141.043341633,0.043198492,0.039731782,1611.6,-3102.953515916
555.222579305,22,40,12,2,1,0,0,N2 S1 O12,555.222919455,-0.612636125,C22H40O12N2S,0,0,4,-8,-11,70.663636364,554.602612813,0.397387187,-0.363636364,0.545454545,1.818181818,0.090909091,0,-9999,Protein,Protein,Other,70.663636364,-141.818166935,0.044832076,0.040874905,1554.6,-3119.999672561
551.257080629,22,40,12,4,0,0,0,N4 O12,551.256996289,0.152995431,C22H40O12N4,0,0,5,-7,-11,65.481818182,550.641542048,0.358457952,-0.181818182,0.545454545,1.818181818,0.181818182,0,-9999,Protein,Protein,Protein,65.481818182,-134.287398594,0.05192301,0.047945546,1440.6,-2954.322769074
527.216601352,22,40,12,0,1,0,0,S1 O12,527.216771446,-0.322626809,C22H40O12S,0,0,3,-9,-10,78.436363636,526.627906585,0.372093415,-0.636363636,0.545454545,1.818181818,0,0,-9999,Protein,Protein,Other,78.436363636,-148.574109973,0.040102472,0.036118405,1725.6,-3268.630419403
559.188783097,22,40,12,0,2,0,0,S2 O12,559.188842621,-0.106446541,C22H40O12S2,0,0,3,-9,-11,75.845454545,558.564387906,0.435612094,-0.545454545,0.545454545,1.818181818,0,0,-9999,Protein,Protein,Other,75.845454545,-149.348935275,0.041622971,0.037166013,1668.6,-3285.676576048
556.216381306,22,40,13,1,0,1,0,N1 P1 O13,556.216450894,-0.12510899,C22H40O13NP,0,0,4,-9,-11,81.027272727,555.595305126,0.404694874,-0.727272727,0.590909091,1.818181818,0.045454545,0.045454545,1,Other,Amino Sugar,Lipid,81.027272727,-149.61536846,0.038634162,0.034826577,1782.6,-3291.538106113
588.188156319,22,40,13,1,1,1,0,N1 S1 P1 O13,588.188522069,-0.621823284,C22H40O13NSP,0,0,4,-9,-12,78.436363636,587.531380169,0.468619831,-0.636363636,0.590909091,1.818181818,0.045454545,0.045454545,1,Other,Amino Sugar,Lipid,78.436363636,-150.390193762,0.040102472,0.03584106,1725.6,-3308.584262758
539.245530156,22,40,13,2,0,0,0,N2 O13,539.2457629,-0.43161049,C22H40O13N2,0,0,4,-9,-11,70.663636364,538.64340378,0.35659622,-0.363636364,0.590909091,1.818181818,0.090909091,0,-9999,Other,Amino Sugar,Other,70.663636364,-140.002083146,0.044832076,0.041187727,1554.6,-3080.045829206
571.218005524,22,40,13,2,1,0,0,N2 S1 O13,571.217834075,0.300147817,C22H40O13N2S,0,0,4,-9,-12,68.072727273,570.580178396,0.419821604,-0.272727273,0.590909091,1.818181818,0.090909091,0,-9999,Other,Amino Sugar,Other,68.072727273,-140.776908448,0.047382119,0.042370531,1497.6,-3097.091985851
567.252477119,22,40,13,4,0,0,0,N4 O13,567.251910909,0.99816299,C22H40O13N4,0,0,5,-8,-12,62.890909091,566.619077935,0.380922065,-0.090909091,0.590909091,1.818181818,0.181818182,0,-9999,Other,Amino Sugar,Protein,62.890909091,-133.246140107,0.052264866,0.047811401,1383.6,-2931.4150823640002
543.212204837,22,40,13,0,1,0,0,S1 O13,543.211686066,0.955007089,C22H40O13S,0,0,3,-10,-11,75.845454545,542.605649236,0.394350764,-0.545454545,0.590909091,1.818181818,0,0,-9999,Other,Amino Sugar,Other,75.845454545,-147.532851486,0.041622971,0.037452488,1668.6,-3245.722732692
575.183772496,22,40,13,0,2,0,0,S2 O13,575.18375724,0.026523119,C22H40O13S2,0,0,3,-10,-12,73.254545455,574.541517157,0.458482843,-0.454545455,0.590909091,1.818181818,0,0,-9999,Other,Amino Sugar,Other,73.254545455,-148.307676788,0.043198492,0.03853487,1611.6,-3262.768889337
527.234570862,22,40,14,0,0,0,0,O14,527.234529511,0.07843087,C22H40O14,0,0,3,-11,-11,75.845454545,526.64585603,0.35414397,-0.545454545,0.636363636,1.818181818,0,0,-9999,Other,Amino Sugar,Other,75.845454545,-145.716767697,0.041622971,0.037740957,1668.6,-3205.768889337
572.211331834,22,40,14,1,0,1,0,N1 P1 O14,572.211365514,-0.058858467,C22H40O14NP,0,0,4,-10,-12,78.436363636,571.572395549,0.427604451,-0.636363636,0.636363636,1.818181818,0.045454545,0.045454545,1,Other,Amino Sugar,Other,78.436363636,-148.574109973,0.040102472,0.036118405,1725.6,-3268.630419403
555.240515057,22,40,14,2,0,0,0,N2 O14,555.24067752,-0.292599177,C22H40O14N2,0,0,4,-10,-12,68.072727273,554.620528537,0.379471463,-0.272727273,0.636363636,1.818181818,0.090909091,0,-9999,Other,Amino Sugar,Other,68.072727273,-138.960824659,0.047382119,0.042694305,1497.6,-3057.138142495
587.212603168,22,40,14,2,1,0,0,N2 S1 O14,587.212748694,-0.24782558,C22H40O14N2S,0,0,4,-10,-13,65.481818182,586.556916329,0.443083671,-0.181818182,0.636363636,1.818181818,0.090909091,0,-9999,Other,Amino Sugar,Other,65.481818182,-139.735649961,0.05192301,0.044639302,1440.6,-3074.18429914
591.178514464,22,40,14,0,2,0,0,S2 O14,591.17867186,-0.266241054,C22H40O14S2,0,0,3,-11,-13,70.663636364,590.518399253,0.481600747,-0.363636364,0.636363636,1.818181818,0,0,-9999,Other,Amino Sugar,Other,70.663636364,-147.266418301,0.044832076,0.039949849,1554.6,-3239.861202627
571.235400357,22,40,15,2,0,0,0,N2 O15,571.235592139,-0.335732015,C22H40O15N2,0,0,4,-11,-13,65.481818182,570.597553806,0.402446194,-0.181818182,0.681818182,1.818181818,0.090909091,0,-9999,Carbohydrate,Amino Sugar,Other,65.481818182,-137.919566172,0.05192301,0.045733113,1440.6,-3034.230455785
603.208000716,22,40,15,2,1,0,0,N2 S1 O15,603.207663314,0.559346666,C22H40O15N2S,0,0,4,-11,-14,62.890909091,602.534453273,0.465546727,-0.090909091,0.681818182,1.818181818,0.090909091,0,-9999,Carbohydrate,Amino Sugar,Other,62.890909091,-138.694391474,0.052264866,0.044384724,1383.6,-3051.27661243
607.173624638,22,40,15,0,2,0,0,S2 O15,607.173586479,0.062847378,C22H40O15S2,0,0,3,-12,-14,68.072727273,606.495649145,0.504350855,-0.272727273,0.681818182,1.818181818,0,0,-9999,Carbohydrate,Amino Sugar,Other,68.072727273,-146.225159814,0.047382119,0.041413322,1497.6,-3216.953515916
587.230141653,22,40,16,2,0,0,0,N2 O16,587.230506759,-0.621741366,C22H40O16N2,0,0,4,-12,-14,62.890909091,586.574435231,0.425564769,-0.090909091,0.727272727,1.818181818,0.090909091,0,-9999,Carbohydrate,Carbohydrate,Other,62.890909091,-136.878307685,0.052264866,0.045518224,1383.6,-3011.322769074
619.202752811,22,40,16,2,1,0,0,N2 S1 O16,619.202577933,0.282424608,C22H40O16N2S,0,0,4,-12,-15,60.3,618.511345486,0.488654514,0,0.727272727,1.818181818,0.090909091,0,-9999,Carbohydrate,Carbohydrate,Other,60.3,-137.653132987,0.052589221,0.044912659,1326.6,-3028.368925719
591.196235944,22,40,16,0,1,0,0,S1 O16,591.196429924,-0.32811551,C22H40O16S,0,0,3,-13,-14,68.072727273,590.536100945,0.463899055,-0.272727273,0.727272727,1.818181818,0,0,-9999,Carbohydrate,Carbohydrate,Other,68.072727273,-144.409076026,0.047382119,0.041730065,1497.6,-3176.999672561
575.219423018,22,40,17,0,0,0,0,O17,575.21927337,0.260159798,C22H40O17,0,0,3,-14,-14,68.072727273,574.577127872,0.422872128,-0.272727273,0.772727273,1.818181818,0,0,-9999,Carbohydrate,Carbohydrate,Other,68.072727273,-142.592992237,0.047382119,0.042049126,1497.6,-3137.045829206
635.197202686,22,40,17,2,1,0,0,N2 S1 O17,635.197492553,-0.456341735,C22H40O17N2S,0,0,4,-13,-16,57.709090909,634.487935815,0.512064185,0.090909091,0.772727273,1.818181818,0.090909091,0,-9999,Carbohydrate,Carbohydrate,Other,57.709090909,-136.6118745,0.052892795,0.045527177,1269.6,-3005.461239009
591.214167008,22,40,18,0,0,0,0,O18,591.214187989,-0.035487883,C22H40O18,0,0,3,-15,-15,65.481818182,590.554011988,0.445988012,-0.181818182,0.818181818,1.818181818,0,0,-9999,Carbohydrate,Carbohydrate,Carbohydrate,65.481818182,-141.55173375,0.05192301,0.043553636,1440.6,-3114.138142495
651.192252258,22,40,18,2,1,0,0,N2 S1 O18,651.192407172,-0.237893778,C22H40O18N2S,0,0,4,-14,-17,55.118181818,650.465125171,0.534874829,0.181818182,0.818181818,1.818181818,0.090909091,0,-9999,Carbohydrate,Carbohydrate,Other,55.118181818,-135.570616014,0.053171822,0.046154258,1212.6,-2982.553552298
683.164063741,22,40,18,2,2,0,0,N2 S2 O18,683.164478347,-0.606890705,C22H40O18N2S2,0,0,4,-14,-18,52.527272727,682.401236644,0.598763356,0.272727273,0.818181818,1.818181818,0.090909091,0,-9999,Carbohydrate,Carbohydrate,Other,52.527272727,-136.345441316,0.05342197,0.0463937,1155.6,-2999.599708943
623.186629227,22,40,18,0,1,0,0,S1 O18,623.186259164,0.593825365,C22H40O18S,0,0,3,-15,-16,62.890909091,622.49077347,0.50922653,-0.090909091,0.818181818,1.818181818,0,0,-9999,Carbohydrate,Carbohydrate,Carbohydrate,62.890909091,-142.326559052,0.052264866,0.043623619,1383.6,-3131.18429914
655.158227761,22,40,18,0,2,0,0,S2 O18,655.158330338,-0.156568904,C22H40O18S2,0,0,3,-15,-17,60.3,654.42667223,0.57332777,0,0.818181818,1.818181818,0,0,-9999,Carbohydrate,Carbohydrate,Carbohydrate,60.3,-143.101384354,0.052589221,0.043848255,1326.6,-3148.230455785
607.209348833,22,40,19,0,0,0,0,O19,607.209102609,0.405501276,C22H40O19,0,0,3,-16,-16,62.890909091,606.531333449,0.468666551,-0.090909091,0.863636364,1.818181818,0,0,-9999,Carbohydrate,Carbohydrate,Carbohydrate,62.890909091,-140.510475263,0.052264866,0.043965861,1383.6,-3091.230455785
639.181358841,22,40,19,0,1,0,0,S1 O19,639.181173783,0.289523815,C22H40O19S,0,0,3,-16,-17,60.3,638.467643226,0.532356774,0,0.863636364,1.818181818,0,0,-9999,Carbohydrate,Carbohydrate,Carbohydrate,60.3,-141.285300565,0.052589221,0.044200328,1326.6,-3108.27661243
383.244901627,22,40,1,0,2,0,0,S2 O1,383.244781805,0.312650122,C22H40OS2,0,0.025641026,3,2,0,104.345454545,382.816966946,0.183033054,-1.545454545,0.045454545,1.818181818,0,0,-9999,Lipid,Lipid;Unsat Hydrocarbon,Other,104.345454545,-160.80277863,0.027383839,0.024605766,2295.6,-3537.661129862
623.20411299,22,40,20,0,0,0,0,O20,623.204017228,0.153660425,C22H40O20,0,0,3,-17,-17,60.3,622.50823771,0.49176229,0,0.909090909,1.818181818,0,0,-9999,Carbohydrate,Carbohydrate,Carbohydrate,60.3,-139.469216776,0.052589221,0.044555119,1326.6,-3068.322769074
683.182279908,22,40,20,2,1,0,0,N2 S1 O20,683.182236412,0.063667527,C22H40O20N2S,0,0,4,-16,-19,49.936363636,682.419432471,0.580567529,0.363636364,0.909090909,1.818181818,0.090909091,0,-9999,Carbohydrate,Carbohydrate,Other,49.936363636,-133.48809904,0.053638249,0.047445732,1098.6,-2936.738178877
679.216831967,22,40,20,4,0,0,0,N4 O20,679.216313246,0.763704577,C22H40O20N4,0,0,5,-15,-19,44.754545455,678.458412384,0.541587616,0.545454545,0.909090909,1.818181818,0.181818182,0,-9999,Carbohydrate,Carbohydrate,Other,44.754545455,-125.9573307,0.055418446,0.050161608,984.6,-2771.061275391
399.239445054,22,40,2,0,2,0,0,S2 O2,399.239696425,-0.629622987,C22H40O2S2,0,0,3,1,-1,101.754545455,398.793650723,0.206349277,-1.454545455,0.090909091,1.818181818,0,0,-9999,Lipid,Lipid;Unsat Hydrocarbon,Other,101.754545455,-159.761520143,0.028482971,0.02558759,2238.6,-3514.753443152
443.240810196,22,40,3,2,2,0,0,N2 S2 O3,443.240759053,0.115382896,C22H40O3N2S2,0,0,4,1,-3,91.390909091,442.745883547,0.254116453,-1.090909091,0.136363636,1.818181818,0.090909091,0,-9999,Lipid,Lipid,Other,91.390909091,-151.964318618,0.033232523,0.030283192,2010.6,-3343.2150096
415.234247351,22,40,3,0,2,0,0,S2 O3,415.234611044,-0.87587359,C22H40O3S2,0,0,3,0,-2,99.163636364,414.770593081,0.229406919,-1.363636364,0.136363636,1.818181818,0,0,-9999,Lipid,Lipid,Other,99.163636364,-158.720261656,0.029615782,0.026597323,2181.6,-3491.845756442
367.285213634,22,40,4,0,0,0,0,O4,367.285383315,-0.461987712,C22H40O4,0,0.05,3,-1,-1,101.754545455,366.875099683,0.124900317,-1.454545455,0.181818182,1.818181818,0,0,-9999,Lipid,Lipid,Other,101.754545455,-156.129352566,0.028482971,0.026012266,2238.6,-3434.845756442
444.234596082,22,40,4,1,1,1,0,N1 S1 P1 O4,444.234290492,0.687900791,C22H40O4NSP,0,0,4,0,-3,101.754545455,443.738559763,0.261440237,-1.454545455,0.181818182,1.818181818,0.045454545,0.045454545,1,Lipid,Lipid,Lipid,101.754545455,-159.761520143,0.028482971,0.02558759,2238.6,-3514.753443152
476.206349368,22,40,4,1,2,1,0,N1 S2 P1 O4,476.206361667,-0.025826807,C22H40O4NS2P,0,0,4,0,-4,99.163636364,475.674613104,0.325386896,-1.363636364,0.181818182,1.818181818,0.045454545,0.045454545,1,Lipid,Lipid,Lipid,99.163636364,-160.536345445,0.029615782,0.026380856,2181.6,-3531.799599797
431.229282172,22,40,4,0,2,0,0,S2 O4,431.229525664,-0.56464558,C22H40O4S2,0,0,3,-1,-3,96.572727273,430.747767703,0.252232297,-1.272727273,0.181818182,1.818181818,0,0,-9999,Lipid,Lipid,Other,96.572727273,-157.67900317,0.030783846,0.027636173,2124.6,-3468.938069731
383.280202424,22,40,5,0,0,0,0,O5,383.280297935,-0.249193098,C22H40O5,0,0.025641026,3,-2,-2,99.163636364,382.852228326,0.147771674,-1.363636364,0.227272727,1.818181818,0,0,-9999,Lipid,Lipid,Other,99.163636364,-155.088094079,0.029615782,0.027034194,2181.6,-3411.938069731
460.228918766,22,40,5,1,1,1,0,N1 S1 P1 O5,460.229205112,-0.622182051,C22H40O5NSP,0,0,4,-1,-4,99.163636364,459.715023043,0.284976957,-1.363636364,0.227272727,1.818181818,0.045454545,0.045454545,1,Lipid,Lipid,Lipid,99.163636364,-158.720261656,0.029615782,0.026597323,2181.6,-3491.845756442
492.201621145,22,40,5,1,2,1,0,N1 S2 P1 O5,492.201276286,0.70064508700000006,C22H40O5NS2P,0,0,4,-1,-5,96.572727273,491.652024417,0.347975583,-1.272727273,0.227272727,1.818181818,0.045454545,0.045454545,1,Lipid,Lipid,Lipid,96.572727273,-159.495086958,0.030783846,0.027413428,2124.6,-3508.891913086
443.258702854,22,40,5,2,1,0,0,N2 S1 O5,443.258517118,0.419024095,C22H40O5N2S,0,0,4,-1,-4,88.8,442.763756226,0.236243774,-1,0.227272727,1.818181818,0.090909091,0,-9999,Lipid,Lipid,Other,88.8,-149.106976342,0.034516811,0.031679925,1953.6,-3280.353479534
475.230581854,22,40,5,2,2,0,0,N2 S2 O5,475.230588292,-0.013547169,C22H40O5N2S2,0,0,4,-1,-5,86.209090909,474.699935141,0.300064859,-0.909090909,0.227272727,1.818181818,0.090909091,0,-9999,Lipid,Lipid,Other,86.209090909,-149.881801644,0.035843717,0.032615977,1896.6,-3297.399636179
447.22408015,22,40,5,0,2,0,0,S2 O5,447.224440284,-0.805263559,C22H40O5S2,0,0,3,-2,-4,93.981818182,446.724705747,0.275294253,-1.181818182,0.227272727,1.818181818,0,0,-9999,Lipid,Lipid,Other,93.981818182,-156.637744683,0.031988833,0.028705417,2067.6,-3446.030383021
399.275189027,22,40,6,0,0,0,0,O6,399.275212554,-0.058925235,C22H40O6,0,0,3,-3,-3,96.572727273,398.829354784,0.170645216,-1.272727273,0.272727273,1.818181818,0,0,-9999,Lipid,Lipid,Other,96.572727273,-154.046835592,0.030783846,0.028085772,2124.6,-3389.030383021
444.252409075,22,40,6,1,0,1,0,N1 P1 O6,444.252048557,0.811515659,C22H40O6NP,0,0,4,-2,-4,99.163636364,443.756352866,0.243647134,-1.363636364,0.272727273,1.818181818,0.045454545,0.045454545,1,Lipid,Lipid,Lipid,99.163636364,-156.904177868,0.029615782,0.026815098,2181.6,-3451.891913086
508.196273544,22,40,6,1,2,1,0,N1 S2 P1 O6,508.196190906,0.162610513,C22H40O6NS2P,0,0,4,-2,-6,93.981818182,507.628817045,0.371182955,-1.181818182,0.272727273,1.818181818,0.045454545,0.045454545,1,Lipid,Lipid,Lipid,93.981818182,-158.453828472,0.031988833,0.028476118,2067.6,-3485.984226376
427.281352197,22,40,6,2,0,0,0,N2 O6,427.281360563,-0.019579923,C22H40O6N2,0,0,4,-2,-4,88.8,426.804246022,0.195753978,-1,0.272727273,1.818181818,0.090909091,0,-9999,Lipid,Lipid,Other,88.8,-147.290892554,0.034516811,0.031929561,1953.6,-3240.399636179
459.253650633,22,40,6,2,1,0,0,N2 S1 O6,459.253431738,0.476634054,C22H40O6N2S,0,0,4,-2,-5,86.209090909,458.740843904,0.259156096,-0.909090909,0.272727273,1.818181818,0.090909091,0,-9999,Lipid,Lipid,Other,86.209090909,-148.065717856,0.035843717,0.032871719,1896.6,-3257.445792824
491.225086189,22,40,6,2,2,0,0,N2 S2 O6,491.225502912,-0.848333624,C22H40O6N2S2,0,0,4,-2,-6,83.618181818,490.676579869,0.323420131,-0.818181818,0.272727273,1.818181818,0.090909091,0,-9999,Lipid,Lipid,Other,83.618181818,-148.840543158,0.037215399,0.033837101,1839.6,-3274.491949468
463.219050549,22,40,6,0,2,0,0,S2 O6,463.219354903,-0.657040293,C22H40O6S2,0,0,3,-3,-5,91.390909091,462.701816019,0.298183981,-1.090909091,0.272727273,1.818181818,0,0,-9999,Lipid,Lipid,Other,91.390909091,-155.596486196,0.033232523,0.02980641,2010.6,-3423.12269631
415.270079263,22,40,7,0,0,0,0,O7,415.270127174,-0.115373634,C22H40O7,0,0,3,-4,-4,93.981818182,414.806384982,0.193615018,-1.181818182,0.318181818,1.818181818,0,0,-9999,Protein,Protein,Other,93.981818182,-153.005577105,0.031988833,0.029168308,2067.6,-3366.12269631
524.190999943,22,40,7,1,2,1,0,N1 S2 P1 O7,524.191105526,-0.201419462,C22H40O7NS2P,0,0,4,-3,-7,91.390909091,523.60568359,0.39431641,-1.090909091,0.318181818,1.818181818,0.045454545,0.045454545,1,Protein,Protein,Lipid,91.390909091,-157.412569985,0.033232523,0.029570263,2010.6,-3463.076539665
475.248084534,22,40,7,2,1,0,0,N2 S1 O7,475.248346357,-0.550919601,C22H40O7N2S,0,0,4,-3,-6,83.618181818,474.717418277,0.282581723,-0.818181818,0.318181818,1.818181818,0.090909091,0,-9999,Protein,Protein,Other,83.618181818,-147.024459369,0.037215399,0.034100919,1839.6,-3234.538106113
507.220343154,22,40,7,2,2,0,0,N2 S2 O7,507.220417532,-0.146638401,C22H40O7N2S2,0,0,4,-3,-7,81.027272727,506.653976387,0.346023613,-0.727272727,0.318181818,1.818181818,0.090909091,0,-9999,Protein,Protein,Other,81.027272727,-147.799284671,0.038634162,0.035097032,1782.6,-3251.584262758
488.25297023,22,40,7,3,0,1,0,N3 P1 O7,488.253111186,-0.288693511,C22H40O7N3P,0,0,5,-2,-6,88.8,487.707782602,0.292217398,-1,0.318181818,1.818181818,0.136363636,0.045454545,3,Protein,Protein,Protein,88.8,-149.106976342,0.034516811,0.031679925,1953.6,-3280.353479534
471.282290223,22,40,7,4,0,0,0,N4 O7,471.282423192,-0.282141155,C22H40O7N4,0,0,5,-2,-6,78.436363636,470.756052208,0.243947792,-0.636363636,0.318181818,1.818181818,0.181818182,0,-9999,Protein,Protein,Protein,78.436363636,-139.493691028,0.040102472,0.037534011,1725.6,-3068.861202627
447.242315837,22,40,7,0,1,0,0,S1 O7,447.242198348,0.262695651,C22H40O7S,0,0,3,-4,-5,91.390909091,446.742921072,0.257078928,-1.090909091,0.318181818,1.818181818,0,0,-9999,Protein,Protein,Other,91.390909091,-153.780402407,0.033232523,0.030044048,2010.6,-3383.168852955
479.214255586,22,40,7,0,2,0,0,S2 O7,479.214269523,-0.029081676,C22H40O7S2,0,0,3,-4,-6,88.8,478.679160667,0.320839333,-1,0.318181818,1.818181818,0,0,-9999,Protein,Protein,Other,88.8,-154.555227709,0.034516811,0.030940587,1953.6,-3400.2150096
431.265214886,22,40,8,0,0,0,0,O8,431.265041793,0.401359488,C22H40O8,0,0,3,-5,-5,91.390909091,430.783660294,0.216339706,-1.090909091,0.363636364,1.818181818,0,0,-9999,Protein,Protein,Other,91.390909091,-151.964318618,0.033232523,0.030283192,2010.6,-3343.2150096
540.186118343,22,40,8,1,2,1,0,N1 S2 P1 O8,540.186020145,0.181784661,C22H40O8NS2P,0,0,4,-4,-8,88.8,539.582941697,0.417058303,-1,0.363636364,1.818181818,0.045454545,0.045454545,1,Protein,Protein,Lipid,88.8,-156.371311498,0.034516811,0.03069728,1953.6,-3440.168852955
491.243500181,22,40,8,2,1,0,0,N2 S1 O8,491.243260977,0.486936836,C22H40O8N2S,0,0,4,-4,-7,81.027272727,490.6949733,0.3050267,-0.727272727,0.363636364,1.818181818,0.090909091,0,-9999,Protein,Protein,Other,81.027272727,-145.983200882,0.038634162,0.035369315,1782.6,-3211.630419403
523.215226553,22,40,8,2,2,0,0,N2 S2 O8,523.215332151,-0.201825626,C22H40O8N2S2,0,0,4,-4,-8,78.436363636,522.630999757,0.369000243,-0.636363636,0.363636364,1.818181818,0.090909091,0,-9999,Protein,Protein,Other,78.436363636,-146.758026184,0.040102472,0.03639765,1725.6,-3228.676576048
504.248137892,22,40,8,3,0,1,0,N3 P1 O8,504.248025805,0.222285227,C22H40O8N3P,0,0,5,-3,-7,86.209090909,503.685089917,0.314910083,-0.909090909,0.363636364,1.818181818,0.136363636,0.045454545,3,Protein,Protein,Protein,86.209090909,-148.065717856,0.035843717,0.032871719,1896.6,-3257.445792824
463.237212922,22,40,8,0,1,0,0,S1 O8,463.237112968,0.215773437,C22H40O8S,0,0,3,-5,-6,88.8,462.719958112,0.280041888,-1,0.363636364,1.818181818,0,0,-9999,Protein,Protein,Other,88.8,-152.73914392,0.034516811,0.031185453,1953.6,-3360.261166245
447.259963509,22,40,9,0,0,0,0,O9,447.259956413,0.015865354,C22H40O9,0,0,3,-6,-6,88.8,446.760549038,0.239450962,-1,0.409090909,1.818181818,0,0,-9999,Protein,Protein,Other,88.8,-150.923060131,0.034516811,0.031431894,1953.6,-3320.307322889
507.238549846,22,40,9,2,1,0,0,N2 S1 O9,507.238175596,0.737818482,C22H40O9N2S,0,0,4,-5,-8,78.436363636,506.67216275,0.32783725,-0.636363636,0.409090909,1.818181818,0.090909091,0,-9999,Protein,Protein,Other,78.436363636,-144.941942395,0.040102472,0.036678812,1725.6,-3188.722732692
539.210176173,22,40,9,2,2,0,0,N2 S2 O9,539.210246771,-0.130927869,C22H40O9N2S2,0,0,4,-5,-9,75.845454545,538.608089273,0.391910727,-0.545454545,0.409090909,1.818181818,0.090909091,0,-9999,Protein,Protein,Other,75.845454545,-145.716767697,0.041622971,0.037740957,1668.6,-3205.768889337
520.242980563,22,40,9,3,0,1,0,N3 P1 O9,520.242940425,0.077152017,C22H40O9N3P,0,0,5,-4,-8,83.618181818,519.662072603,0.337927397,-0.818181818,0.409090909,1.818181818,0.136363636,0.045454545,3,Protein,Protein,Protein,83.618181818,-147.024459369,0.037215399,0.034100919,1839.6,-3234.538106113
479.231871992,22,40,9,0,1,0,0,S1 O9,479.232027587,-0.324676688,C22H40O9S,0,0,3,-6,-7,86.209090909,478.696757402,0.303242598,-0.909090909,0.409090909,1.818181818,0,0,-9999,Protein,Protein,Other,86.209090909,-151.697885433,0.035843717,0.032361899,1896.6,-3337.353479534
478.265721089,22,41,10,1,0,0,0,N1 O10,478.265770069,-0.102411861,C22H41O10N,0,0,3,-7,-8,83.618181818,477.731685312,0.268314688,-0.818181818,0.454545455,1.863636364,0.045454545,0,-9999,Protein,Protein,Other,83.618181818,-147.024459369,0.037215399,0.034100919,1839.6,-3234.538106113
